,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,GC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2010-11-16,637435,267157,48678,189737,454645,088691,GOLD - COMMODITY EXCHANGE INC. ,1338.300048828125,0.41558433408896595,-264908,4.002218930364925,218479,-4.256535395319962,0.04041857159262673,0.10763848211882787,-0.05071641191914644,0.029290853875556744,0.4886795955021736
2010-11-23,622712,261969,40640,191319,455212,088691,GOLD - COMMODITY EXCHANGE INC. ,1377.5,0.42378017446267296,-263893,0.1592319216861327,221329,0.4471044106457913,0.0033238932085236437,0.0437065652376499,0.029290853875556744,0.005444646098003547,0.48553601231376436
2010-11-30,600158,265824,38217,183793,454262,088691,GOLD - COMMODITY EXCHANGE INC. ,1385.0,0.4506629920787526,-270469,-1.0560258996133043,227607,1.0081707113400737,0.013284121274811732,0.020648530954706767,0.005444646098003547,0.016823139948104693,0.4828348597631749
2010-12-07,603632,269504,36753,181151,459824,088691,GOLD - COMMODITY EXCHANGE INC. ,1408.300048828125,0.4616604156174623,-278673,-1.3669733636808974,232751,0.8571076283245412,0.012799251140840127,0.016796350777288357,0.016823139948104693,-0.0033374089890138015,0.48033441374640246
2010-12-14,594652,259917,39722,184736,452871,088691,GOLD - COMMODITY EXCHANGE INC. ,1403.5999755859375,0.4509107847951407,-268135,1.7457656320407138,220195,-2.0800752776526097,0.016527422064061405,0.041903757521550934,-0.0033374089890138015,-0.010971804418587028,0.47742269554375744
2010-12-21,582133,251722,45298,194090,445898,088691,GOLD - COMMODITY EXCHANGE INC. ,1388.199951171875,0.43256094397672007,-251808,2.7456394664442394,206424,-2.315808237422896,0.025511415839046984,0.046363881220119856,-0.010971804418587028,0.012246074483469815,0.474737179721884
2010-12-28,594490,258145,42357,190440,450210,088691,GOLD - COMMODITY EXCHANGE INC. ,1405.199951171875,0.436962774815388,-259770,-1.3677286805592537,215788,1.6085671143879492,0.012428002809646453,0.031161190274939934,0.012246074483469815,-0.019000819883041142,0.4722309377914147
2011-01-04,592613,250305,47987,193319,447901,088691,GOLD - COMMODITY EXCHANGE INC. ,1378.5,0.42959233091410415,-254582,0.8726807852108529,202318,-2.2658076670759812,0.008090826861295655,0.04515709439073123,-0.019000819883041142,0.0039898440333696605,0.46994012968574217
2011-01-11,588179,234333,56961,201336,426400,088691,GOLD - COMMODITY EXCHANGE INC. ,1384.0,0.38264541916661426,-225064,4.98099096712357,177372,-4.2094925356008055,0.047022952323906866,0.08563856447437984,0.0039898440333696605,-0.011488456946576964,0.4669168599318399
2011-01-18,587832,237404,72411,201589,408060,088691,GOLD - COMMODITY EXCHANGE INC. ,1368.0999755859375,0.3512415111800651,-206471,3.161112518468017,164993,-2.1046314132262456,0.03049787664705429,0.05978083695108371,-0.011488456946576964,-0.02616762473260037,0.4637221689197898
2011-01-25,506047,232725,72136,181815,379298,088691,GOLD - COMMODITY EXCHANGE INC. ,1332.300048828125,0.39024636051592043,-197483,1.5290082880823093,160589,-0.749193647164496,0.08649951079372604,0.016250028701604993,-0.02616762473260037,0.005479191240917114,0.461807196073389
2011-02-01,462907,212265,61071,159816,353013,088691,GOLD - COMMODITY EXCHANGE INC. ,1339.5999755859375,0.41735596998965235,-193197,0.8469569032125474,151194,-1.8565469215310042,0.09415224178039854,0.11533424064155472,0.005479191240917114,0.017766534235501785,0.46005195913129265
2011-02-08,469779,226799,59706,154774,364685,088691,GOLD - COMMODITY EXCHANGE INC. ,1363.4000244140625,0.44682925375548926,-209911,-3.610660456635998,167093,3.434599174348195,0.03217578288180588,0.0554929233346713,0.017766534235501785,0.007481260810640267,0.45985425018888326
2011-02-15,473345,230943,58099,153168,371794,088691,GOLD - COMMODITY EXCHANGE INC. ,1373.5999755859375,0.4618745312615534,-218626,-1.855127623840146,172844,1.2241926522896935,0.016601201610783257,0.01989676240823133,0.007481260810640267,0.01958359412651256,0.45967248379309505
2011-02-22,502119,246967,66543,157951,389757,088691,GOLD - COMMODITY EXCHANGE INC. ,1400.5,0.4616555039741575,-231806,-2.784438411729288,180424,1.601368980342034,0.04152942808941991,0.07804535740486747,0.01958359412651256,0.02156369237549094,0.4587389784276205
2011-03-01,515784,257754,60501,155830,406426,088691,GOLD - COMMODITY EXCHANGE INC. ,1430.699951171875,0.48585454376250525,-250596,-3.7421408072588367,197253,3.3515959364214463,0.033418940838336984,0.052878980691583796,0.02156369237549094,-0.0026559913940725766,0.45806288542722307
2011-03-08,515214,253434,62494,152903,400367,088691,GOLD - COMMODITY EXCHANGE INC. ,1426.9000244140625,0.4803130349718758,-247464,0.6072309338792983,190940,-1.223961968575993,0.016241618016519962,0.019982401053404573,-0.0026559913940725766,-0.024038158414223743,0.4574961324263948
2011-03-15,507760,240661,66090,168330,388484,088691,GOLD - COMMODITY EXCHANGE INC. ,1392.5999755859375,0.433578856152513,-220154,5.300709996234574,174571,-3.177126397962788,0.04904689896446569,0.053362499225756393,-0.024038158414223743,0.025061054880011868,0.4564490966223078
2011-03-22,509131,231512,56675,162616,387415,088691,GOLD - COMMODITY EXCHANGE INC. ,1427.5,0.4415346934286068,-224799,-0.914802268788404,174837,0.05238695446667717,0.012332032194549035,0.06441650733724977,0.025061054880011868,-0.008056042031523658,0.4562471274906366
2011-03-29,492087,242343,49222,158429,399198,088691,GOLD - COMMODITY EXCHANGE INC. ,1416.0,0.48928136691276136,-240769,-3.136717269229334,193121,3.591217191646158,0.028639215819893944,0.06270985886509012,-0.008056042031523658,0.025282520358845373,0.4570978973406812
2011-04-05,508956,259792,55086,157327,415992,088691,GOLD - COMMODITY EXCHANGE INC. ,1451.800048828125,0.5082266443464661,-258665,-3.6367552892069903,204706,2.354258494940935,0.03121473385671851,0.07403819892148705,0.025282520358845373,0.0007576632793375726,0.45740255944080765
2011-04-12,514871,261335,59590,157498,411186,088691,GOLD - COMMODITY EXCHANGE INC. ,1452.9000244140625,0.4927214778070623,-253688,0.9778841392969136,201745,-0.5817791714804423,0.00875178482250248,0.018842408662460078,0.0007576632793375726,0.028632373106824316,0.457296914493802
2011-04-19,537946,274208,59282,157793,424341,088691,GOLD - COMMODITY EXCHANGE INC. ,1494.5,0.4954921125912266,-266548,-2.4977130193776693,214926,2.560058733158403,0.023104646009338058,0.03952442352094516,0.028632373106824316,0.005687520910003352,0.45733095659737766
2011-04-26,530132,260607,59341,167035,416029,088691,GOLD - COMMODITY EXCHANGE INC. ,1503.0,0.46968302234160547,-248994,3.263152807159083,201266,-2.5392883300554328,0.03010647201679404,0.04269443784615,0.005687520910003352,0.02468394915897365,0.45688267325914267
2011-05-03,522323,259440,66784,161934,402036,088691,GOLD - COMMODITY EXCHANGE INC. ,1540.0999755859375,0.4596810785663277,-240102,1.6773181019066952,192656,-1.6241238031282776,0.03385641080199302,0.02639290794055618,0.02468394915897365,-0.015258749673740746,0.4562544992923323
2011-05-10,510151,240975,64636,178418,399999,088691,GOLD - COMMODITY EXCHANGE INC. ,1516.5999755859375,0.434343949144469,-221581,3.545890186723541,176339,-3.123929063051024,0.03202015155156228,0.06744848843791618,-0.015258749673740746,-0.024264754945413247,0.45529205884309387
2011-05-17,509164,227421,62818,189113,396062,088691,GOLD - COMMODITY EXCHANGE INC. ,1479.800048828125,0.40644860987815323,-206949,2.868170404448879,164603,-2.300495343535541,0.025004485837569958,0.052963247530483495,-0.024264754945413247,0.029328220645835845,0.4538291750312852
2011-05-24,531180,240461,68067,185259,402496,088691,GOLD - COMMODITY EXCHANGE INC. ,1523.199951171875,0.4089705937723559,-217237,-2.0205670471596577,172394,1.5301553134157166,0.017503891927759016,0.05927825027226054,0.029328220645835845,0.00833775843573048,0.45296642613738036
2011-05-31,501400,247185,55411,170783,411291,088691,GOLD - COMMODITY EXCHANGE INC. ,1535.9000244140625,0.47967291583566013,-240508,-4.381000790692421,191774,3.6484807409917543,0.03997945278435388,0.06404579042683975,0.00833775843573048,0.004818037825662147,0.4529001820209009
2011-06-07,502251,251837,53129,168869,416553,088691,GOLD - COMMODITY EXCHANGE INC. ,1543.300048828125,0.49314784838656367,-247684,-1.4311926605504586,198708,1.3829278021539688,0.012257824270355402,0.022736960841536435,0.004818037825662147,-0.012635261700929101,0.45306869060411326
2011-06-14,497780,247713,56018,171824,409253,088691,GOLD - COMMODITY EXCHANGE INC. ,1523.800048828125,0.4769757724295874,-237429,2.0418077813682802,191695,-1.3963137952935885,0.017648263483152835,0.02308951012573626,-0.012635261700929101,0.01456880854476128,0.45281707463521403
2011-06-21,515016,262254,59027,167811,419058,088691,GOLD - COMMODITY EXCHANGE INC. ,1546.0,0.48784309613681903,-251247,-2.775925107477199,203227,2.316686086222829,0.02354528864192861,0.054625078980705365,0.01456880854476128,-0.029948285141089936,0.4529756057896685
2011-06-28,495761,225982,60080,177824,386579,088691,GOLD - COMMODITY EXCHANGE INC. ,1499.699951171875,0.42107991552381085,-208755,8.25061745654504,165902,-7.247347655218479,0.07528663029785455,0.1304787074130783,-0.029948285141089936,0.008401745726806409,0.4517974281645818
2011-07-05,489782,219889,62114,177118,379120,088691,GOLD - COMMODITY EXCHANGE INC. ,1512.300048828125,0.41243246995602123,-202002,1.362148293230004,157775,-1.6392979681741808,0.014678968355272383,0.028818842352740928,0.008401745726806409,0.032797708116436564,0.45143571652361847
2011-07-12,520202,262515,64918,167806,412055,088691,GOLD - COMMODITY EXCHANGE INC. ,1561.9000244140625,0.46952722211756204,-244249,-8.625674279577444,197597,8.130556043300897,0.07285711575705212,0.13874594191788855,0.032797708116436564,0.024969587931615855,0.4520579254079245
2011-07-19,542342,277492,58195,162395,426209,088691,GOLD - COMMODITY EXCHANGE INC. ,1600.9000244140625,0.48643475887908366,-263814,-3.761038981011223,219297,4.171456472677922,0.03323966537774123,0.0646435518801741,0.024969587931615855,0.009806952921761258,0.4539994198642583
2011-07-26,536454,278473,42856,158260,441233,088691,GOLD - COMMODITY EXCHANGE INC. ,1616.5999755859375,0.5274879113586626,-282973,-3.5326417647904824,235617,3.009171334692869,0.031958671744290595,0.050789066657537914,0.009806952921761258,0.01565016034282385,0.45632995029635165
2011-08-02,529403,291974,44799,155014,442648,088691,GOLD - COMMODITY EXCHANGE INC. ,1641.9000244140625,0.5433176615923975,-287634,-0.868853620254486,247175,2.154518374362014,0.007798722354775777,0.04585878321599415,0.01565016034282385,0.05974783733921063,0.45854575124826125
2011-08-09,510223,259388,55815,163472,412678,088691,GOLD - COMMODITY EXCHANGE INC. ,1740.0,0.48842564917692854,-249206,7.258742394735202,203573,-8.23606968604258,0.06669790853076456,0.13832990168240786,0.05974783733921063,0.024367830123024348,0.45944665791257727
2011-08-16,514107,263954,63868,160562,409409,088691,GOLD - COMMODITY EXCHANGE INC. ,1782.4000244140625,0.48403736965262095,-248847,0.07036139099962173,200086,-0.6834266585395014,0.010840902431878113,0.03849345071410704,0.024367830123024348,0.04258304722533501,0.45992730981159846
2011-08-23,528520,258641,70960,175150,405586,088691,GOLD - COMMODITY EXCHANGE INC. ,1858.300048828125,0.4360024218572618,-230436,3.5811611201559206,187681,-2.4129218236670575,0.03170287359488649,0.037636414938061476,0.04258304722533501,-0.017004841428152284,0.459178061386805
2011-08-30,509326,237230,60283,176476,393831,088691,GOLD - COMMODITY EXCHANGE INC. ,1826.699951171875,0.4267502542575875,-217355,2.475024596987815,176947,-2.0309543631272233,0.02293676914363667,0.10785411057668068,-0.017004841428152284,0.023649244209194675,0.45790647719380395
2011-09-06,523294,248457,64086,174101,401815,088691,GOLD - COMMODITY EXCHANGE INC. ,1869.9000244140625,0.43515499891074616,-227714,-2.033864361921441,184371,1.4576126096056357,0.01798699810389015,0.04808938290091284,0.023649244209194675,-0.023049347571104994,0.4568270150060727
2011-09-13,512068,235395,66548,183452,393920,088691,GOLD - COMMODITY EXCHANGE INC. ,1826.800048828125,0.4110157244740933,-210468,3.295661712154162,168847,-2.9665923935684337,0.02986982396098183,0.051413677415936124,-0.023049347571104994,-0.011057626835047407,0.4552481798926413
2011-09-20,499356,212809,62280,187257,384885,088691,GOLD - COMMODITY EXCHANGE INC. ,1806.5999755859373,0.3957657462812102,-197628,2.507479475382176,150529,-3.57725927025317,0.022441981186488668,0.09761931593048068,-0.011057626835047407,-0.08635005098425519,0.45345246166179803
2011-09-27,465414,181723,53922,192457,359140,088691,GOLD - COMMODITY EXCHANGE INC. ,1650.5999755859375,0.3581392050948188,-166683,6.196981712445631,127801,-4.5514622834210465,0.05610074021432314,0.1673873835642598,-0.08635005098425519,-0.021749681900557705,0.4509405808618857
2011-10-04,436920,180635,47479,180289,345040,088691,GOLD - COMMODITY EXCHANGE INC. ,1614.699951171875,0.377073606152156,-164751,0.41511428534595,133156,1.1505885082958398,0.050002950531952355,0.03301419465705743,-0.021749681900557705,0.02786895482801066,0.4488602731046305
2011-10-11,438090,179125,44623,179749,348227,088691,GOLD - COMMODITY EXCHANGE INC. ,1659.699951171875,0.3845739459928325,-168478,-0.8530165705392291,134502,0.3080655497573927,0.007059032986347864,0.01951302358009904,0.02786895482801066,-0.004820148361365795,0.4468954094692099
2011-10-18,437739,175224,48246,182341,341494,088691,GOLD - COMMODITY EXCHANGE INC. ,1651.699951171875,0.3635796673360153,-159153,2.1285580588463557,126978,-1.717455317400534,0.017801406931571964,0.03366894885219492,-0.004820148361365795,0.029000439444269333,0.4449498698629433
2011-10-25,443723,182146,52425,175677,343791,088691,GOLD - COMMODITY EXCHANGE INC. ,1699.5999755859375,0.37887150316751667,-168114,-2.0471102643355974,129721,0.6266291100404578,0.01725034073321167,0.04732469060540306,0.029000439444269333,0.006707475039902988,0.44329642117483736
2011-11-01,442435,183149,43204,170316,352716,088691,GOLD - COMMODITY EXCHANGE INC. ,1711.0,0.4122639483765977,-182400,-3.219576177029363,139945,2.304140195572463,0.027313816363052357,0.04516838743025275,0.006707475039902988,0.05108125331038127,0.44262233440822324
2011-11-08,464982,200186,44479,170248,367183,088691,GOLD - COMMODITY EXCHANGE INC. ,1798.4000244140625,0.4235325238396325,-196935,-3.285228338626013,155707,3.562557211793823,0.027045332331034122,0.07484519649316412,0.05108125331038127,-0.009286072628712616,0.4421692196356687
2011-11-15,470490,205417,46203,170594,374757,088691,GOLD - COMMODITY EXCHANGE INC. ,1781.699951171875,0.4339369593402623,-204163,-1.5544687751353816,159214,0.7542227441062235,0.014522756903352153,0.027640887051903665,-0.009286072628712616,-0.04462030767173264,0.44252215473665524
2011-11-22,457070,194066,33096,170098,362511,088691,GOLD - COMMODITY EXCHANGE INC. ,1702.199951171875,0.42097052967816745,-192413,2.4973963314841976,160970,0.3732279113264894,0.023923741431331427,0.10766765568184819,-0.04462030767173264,0.006579763578583586,0.4424681231061839
2011-11-29,423176,186031,31238,151929,345474,088691,GOLD - COMMODITY EXCHANGE INC. ,1713.4000244140625,0.45736289392593155,-193545,-0.2476644715251493,154793,-1.351434134815236,0.07077962939507804,0.045533417100460716,0.006579763578583586,0.008462705610710275,0.4425969673724758
2011-12-06,422956,192752,33041,142443,343943,088691,GOLD - COMMODITY EXCHANGE INC. ,1727.9000244140625,0.476408893596497,-201500,-1.8798325046789042,159711,1.162164205909598,0.022650734190540023,0.03775139176148065,0.008462705610710275,-0.03935412873384214,0.4428805919489957
2011-12-13,427699,184468,33965,152357,338574,088691,GOLD - COMMODITY EXCHANGE INC. ,1659.9000244140625,0.43539264763303165,-186217,3.613378223739585,150503,-2.177058606569005,0.031130647687760603,0.04215480261682072,-0.03935412873384214,-0.02668838374393223,0.4425821662343398
2011-12-20,423465,172973,39037,159783,324337,088691,GOLD - COMMODITY EXCHANGE INC. ,1615.5999755859375,0.388589375745339,-164554,5.06501067339414,133936,-3.8735185258791813,0.04474717012310997,0.07814254044620536,-0.02668838374393223,-0.013245868245511216,0.4417365591529671
2011-12-27,418945,167413,36625,162522,326454,088691,GOLD - COMMODITY EXCHANGE INC. ,1594.199951171875,0.3912971869815847,-163932,0.1468834496357432,130788,-0.7433908351339544,0.009930957756617911,0.03907115341259961,-0.013245868245511216,0.003450006378407533,0.44085837477154777
2012-01-03,423275,169339,38368,164117,325960,088691,GOLD - COMMODITY EXCHANGE INC. ,1599.699951171875,0.3823589864745142,-161843,0.49863347217415177,130971,0.04368115146379596,0.004262595469691498,0.017664305969466606,0.003450006378407533,0.019566199777149462,0.43995004122463255
2012-01-10,417923,166262,33502,160949,327523,088691,GOLD - COMMODITY EXCHANGE INC. ,1631.0,0.39857581420500904,-166574,-1.1177130706987182,132760,0.42265666528852397,0.009685304377733012,0.0397619190644961,0.019566199777149462,0.014837493054491002,0.44025639497537095
2012-01-17,432838,167373,31344,172691,345667,088691,GOLD - COMMODITY EXCHANGE INC. ,1655.199951171875,0.39963219495515645,-172976,-1.5318611323138474,136029,0.7822015060190514,0.05765513409651245,0.01645053015091814,0.014837493054491002,0.005437409536912963,0.4411869850479689
2012-01-24,427032,173479,31256,164048,343816,088691,GOLD - COMMODITY EXCHANGE INC. ,1664.199951171875,0.42097079375784485,-179768,-1.5691783068954204,142223,1.4310203817594573,0.020663012144983697,0.030253742642928665,0.005437409536912963,0.044225513649620796,0.4417778395333905
2012-01-31,425133,197478,26119,147555,357417,088691,GOLD - COMMODITY EXCHANGE INC. ,1737.800048828125,0.49363846137561657,-209862,-7.0472470447179605,171359,6.822907885123364,0.05959538350641223,0.13030586277991207,0.044225513649620796,0.00494877163327101,0.44324481052158216
2012-02-07,436061,207620,30113,143085,364157,088691,GOLD - COMMODITY EXCHANGE INC. ,1746.4000244140625,0.5069749415792745,-221072,-2.6368218886795427,177507,1.4461356798931158,0.02209990497632294,0.05946166497709615,0.00494877163327101,-0.017464498152554242,0.4444014583643472
2012-02-14,431164,200332,32912,146818,356226,088691,GOLD - COMMODITY EXCHANGE INC. ,1715.9000244140625,0.48568062268649514,-209408,2.6748551234804303,167420,-2.3132084731264664,0.023186838527047334,0.043246557253348424,-0.017464498152554242,0.02401069443771564,0.4448592678148268
2012-02-21,456676,214343,33382,146004,375306,088691,GOLD - COMMODITY EXCHANGE INC. ,1757.0999755859375,0.5021109057625099,-229302,-4.614021578796003,180961,3.1405683220305964,0.03816155454528016,0.05845594913714805,0.02401069443771564,0.017016689334419688,0.44563725631075674
2012-02-28,479044,231050,37830,145061,390412,088691,GOLD - COMMODITY EXCHANGE INC. ,1787.0,0.5121679845692672,-245351,-3.514307736776183,193220,2.684397691142079,0.029971632556636842,0.07867822076762868,0.017016689334419688,-0.06468940995295891,0.446143284018579
2012-03-06,443249,198112,34847,152969,353177,088691,GOLD - COMMODITY EXCHANGE INC. ,1671.4000244140625,0.45168291411824957,-200208,9.423560257512879,163265,-6.253079049106136,0.08918968044793399,0.15419451491464164,-0.06468940995295891,0.013342064396361542,0.44559270477139395
2012-03-13,442319,190477,39571,151435,343123,088691,GOLD - COMMODITY EXCHANGE INC. ,1693.699951171875,0.4333704860067056,-191688,1.9221701571802756,150906,-2.7882747620412003,0.02343102325713061,0.053723570733064406,0.013342064396361542,-0.02774989747592571,0.44558869765320536
2012-03-20,431039,175009,43546,166859,332997,088691,GOLD - COMMODITY EXCHANGE INC. ,1646.699951171875,0.3854361206294558,-166138,5.776374064871733,131463,-4.3956963187202,0.05111472103965942,0.08896158861613782,-0.02774989747592571,0.023137243448107192,0.44450987894552935
2012-03-27,417304,182369,34548,152335,337411,088691,GOLD - COMMODITY EXCHANGE INC. ,1684.800048828125,0.4435040162567337,-185076,-4.393569955386868,147821,3.7950162282299282,0.03866902435139848,0.07541133244512878,0.023137243448107192,-0.008784454178060619,0.44362954527906734
2012-04-03,407761,175592,33827,155751,333215,088691,GOLD - COMMODITY EXCHANGE INC. ,1670.0,0.43521572685960647,-177464,1.8240898721315872,141765,-1.4512202135613366,0.015567544573651337,0.03580381913770957,-0.008784454178060619,-0.006287425149700598,0.44222548917355076
2012-04-10,403989,170996,34343,148103,319152,088691,GOLD - COMMODITY EXCHANGE INC. ,1659.5,0.4234001420830765,-171049,1.573225492384019,136653,-1.2536755599481069,0.046464992348931526,0.024895416847262333,-0.006287425149700598,-0.00554380908217833,0.44089238656347407
2012-04-17,398526,168700,26695,145730,321821,088691,GOLD - COMMODITY EXCHANGE INC. ,1650.300048828125,0.44185573839598924,-176091,-1.248053783642624,142005,1.3247885462227933,0.010783850317933231,0.05089178331072955,-0.00554380908217833,-0.00442346761930279,0.4398609178289503
2012-04-24,395389,165003,30009,148994,316231,088691,GOLD - COMMODITY EXCHANGE INC. ,1643.0,0.42296826669431875,-167237,2.221686916286516,134994,-1.7592327727676487,0.01903165135149659,0.035951633745615656,-0.00442346761930279,0.011381589270770043,0.4389625571434256
2012-05-01,411972,169568,29175,153584,331587,088691,GOLD - COMMODITY EXCHANGE INC. ,1661.699951171875,0.43207548085792236,-178003,-2.722888092486134,140393,1.3654906939747944,0.04111127829157143,0.027165736654875896,0.011381589270770043,-0.034723447594244394,0.43843168026441776
2012-05-08,417798,166130,42827,161037,312492,088691,GOLD - COMMODITY EXCHANGE INC. ,1604.0,0.36250771904125917,-151455,6.444127270785394,123303,-4.14834017845873,0.05606414813031514,0.08178716195198055,-0.034723447594244394,-0.029426403473737484,0.4370502143008945
2012-05-15,422091,164051,49909,170616,309533,088691,GOLD - COMMODITY EXCHANGE INC. ,1556.800048828125,0.3291162332293273,-138917,3.000971761473248,114142,-2.1926864178382854,0.02611272750750288,0.04281641428304356,-0.029426403473737484,0.01252569333786857,0.43556305321149397
2012-05-22,435706,169551,54400,172750,308348,088691,GOLD - COMMODITY EXCHANGE INC. ,1576.300048828125,0.3112144427664526,-135598,0.7863233283817944,115151,0.23904797780573384,0.006898802323019426,0.04461243754214091,0.01252569333786857,-0.017572842976678604,0.4336831272306112
2012-05-29,419991,167439,56727,170208,300917,088691,GOLD - COMMODITY EXCHANGE INC. ,1548.5999755859375,0.3112185737313419,-130709,1.1220869118166836,110712,-1.0188062592665696,0.02116847970283895,0.01980228937483829,-0.017572842976678604,0.04300657150710485,0.430443620651682
2012-06-05,423941,183962,55098,154597,310719,088691,GOLD - COMMODITY EXCHANGE INC. ,1615.199951171875,0.3682635083655509,-156122,-6.050843946655999,128864,4.3219973761342505,0.054614498534329356,0.07593072868735883,0.04300657150710485,-0.001547795985373912,0.428041998728201
2012-06-12,412244,181259,48944,147076,305866,088691,GOLD - COMMODITY EXCHANGE INC. ,1612.699951171875,0.3851845023820844,-158790,-0.6293328552793903,132315,0.8140283671548636,0.027319171108000584,0.03847473751428088,-0.001547795985373912,0.005890742411876815,0.42627678199651825
2012-06-19,418492,184393,47989,150812,314503,088691,GOLD - COMMODITY EXCHANGE INC. ,1622.199951171875,0.3911448725423664,-163691,-1.1888590252374809,136404,0.9918882991626318,0.026590589170776786,0.01759602723102478,0.005890742411876815,-0.029712706585310555,0.42441720077354805
2012-06-26,413618,174589,51970,155729,299889,088691,GOLD - COMMODITY EXCHANGE INC. ,1574.0,0.34853415470313187,-144160,4.666994829052886,122619,-3.293969777200042,0.042867050906680595,0.06084507788258246,-0.029712706585310555,0.030050856942900328,0.42302208998853497
2012-07-03,425068,187263,50048,154926,321563,088691,GOLD - COMMODITY EXCHANGE INC. ,1621.300048828125,0.3920243349299406,-166637,-5.43424125642501,137215,3.528859962574163,0.047172127793086514,0.06150578776373619,0.030050856942900328,-0.025905137072164797,0.422629625853418
2012-07-10,429854,182156,55921,163399,316165,088691,GOLD - COMMODITY EXCHANGE INC. ,1579.300048828125,0.355390434891847,-152766,3.263242587068422,126235,-2.583116113186596,0.028924189472103828,0.04611953275620913,-0.025905137072164797,0.006205234252404601,0.4204346876375389
2012-07-17,431317,180474,51515,162570,321389,088691,GOLD - COMMODITY EXCHANGE INC. ,1589.0999755859375,0.36821873471252003,-158819,-1.4081525355120577,128959,0.6337035365496192,0.012507257846222511,0.026242623572669394,0.006205234252404601,-0.008243644696493857,0.4181613025574127
2012-07-24,420296,166085,53108,166448,302693,088691,GOLD - COMMODITY EXCHANGE INC. ,1576.0,0.3241643984239679,-136245,5.233737599028093,112977,-3.705395335681181,0.04811773006409587,0.07291291236490216,-0.008243644696493857,0.021890862944162537,0.4142512350009762
2012-07-31,403403,171331,45267,155355,311367,088691,GOLD - COMMODITY EXCHANGE INC. ,1610.5,0.38673981105742894,-156012,-4.7031139958505435,126064,3.1137579229876087,0.04235283530667078,0.0604206871716267,0.021890862944162537,-0.0004967704614250446,0.4112401224906884
2012-08-07,388254,163082,47582,149011,295429,088691,GOLD - COMMODITY EXCHANGE INC. ,1609.699951171875,0.3771191024432459,-146418,2.3782668943959266,115500,-2.6187212291430657,0.0501350013500135,0.050146204382333956,-0.0004967704614250446,-0.006398662527332566,0.4090996119765791
2012-08-14,388187,161435,47131,147418,291358,088691,GOLD - COMMODITY EXCHANGE INC. ,1599.4000244140625,0.3708006708107175,-143940,0.6382419756139023,114304,-0.30804576385562027,0.01290863675314967,0.010059165923496639,-0.006398662527332566,0.025321995361877736,0.40692198315269634
2012-08-21,398747,170780,40096,137903,309125,088691,GOLD - COMMODITY EXCHANGE INC. ,1639.9000244140625,0.4294000958000938,-171222,-7.02805606576212,130684,4.219615803723463,0.06102973415535492,0.07767598019689297,0.025321995361877736,0.016220486121061972,0.40679501534390466
2012-08-28,426559,194680,36189,139050,342674,088691,GOLD - COMMODITY EXCHANGE INC. ,1666.5,0.4773642098748356,-203624,-8.125954552636133,158491,6.973594785666099,0.0720246448173643,0.12044492764294903,0.016220486121061972,0.015841598808318258,0.4077683606442364
2012-09-04,444489,204945,34481,139746,359132,088691,GOLD - COMMODITY EXCHANGE INC. ,1692.9000244140625,0.4935690197057745,-219386,-3.695151198310199,170464,2.8068801736688243,0.03438516029971256,0.05000710031491985,0.015841598808318258,0.02297833531399851,0.4088917071979869
2012-09-11,460531,214403,32387,143148,380239,088691,GOLD - COMMODITY EXCHANGE INC. ,1731.800048828125,0.5148209349642043,-237091,-3.983225681625417,182016,2.5989394563195036,0.046827682002036734,0.046809027918473196,0.02297833531399851,0.021134065454440965,0.4108879612458737
2012-09-18,478609,224988,33873,148802,398435,088691,GOLD - COMMODITY EXCHANGE INC. ,1768.4000244140625,0.5215802460881429,-249633,-2.7233780136407755,191115,1.9757627608130615,0.04358257939430265,0.046631203618930625,0.021134065454440965,-0.0026012076014654273,0.41330747085754543
2012-09-25,489516,233994,30098,144506,406861,088691,GOLD - COMMODITY EXCHANGE INC. ,1763.800048828125,0.5359477524738722,-262355,-2.658119675977677,203896,2.670447066394489,0.023073560804328153,0.04839601351044333,-0.0026012076014654273,0.005045868067450776,0.4167268659994503
2012-10-02,480908,239434,31108,136250,405520,088691,GOLD - COMMODITY EXCHANGE INC. ,1772.699951171875,0.5599199846956174,-269270,-1.4126198122226854,208326,0.9049755268469264,0.017714159145024642,0.02384103022820856,0.005045868067450776,-0.005471851660774685,0.42024314250990147
2012-10-09,484359,247401,35452,131714,398702,088691,GOLD - COMMODITY EXCHANGE INC. ,1763.0,0.5512192402742594,-266988,0.4745190348257879,211949,0.7533665482795047,0.021405839944496394,0.0435243748519549,-0.005471851660774685,-0.010380061728942125,0.4234478597076212
2012-10-16,462826,232988,38968,129500,376883,088691,GOLD - COMMODITY EXCHANGE INC. ,1744.699951171875,0.5345054080799264,-247383,4.047617572915957,194020,-3.7015932397250797,0.047460124056297306,0.06592610569356808,-0.010380061728942125,-0.02086313025875941,0.42673489318346564
2012-10-23,455836,222095,40052,132859,365524,088691,GOLD - COMMODITY EXCHANGE INC. ,1708.300048828125,0.510413833045218,-232665,3.1800287797141906,182043,-2.5877975740343024,0.029531504886803926,0.0456881062915082,-0.02086313025875941,0.0015219665817611805,0.4292645533734214
