,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,CC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-06-13,145777,38840,33190,92881,100890,073732,COCOA - NEW YORK BOARD OF TRADE ,1478.0,0.05494007971079114,-8009,-0.02894754979667792,5650,-0.41009028878627063,0.007947525687538383,0.059905594891017634,0.012328767123287676,0.033152909336941816,0.07869570496124992
2006-06-20,133010,39459,28700,81741,96510,073732,COCOA - NEW YORK BOARD OF TRADE ,1527.0,0.11103676415307119,-14769,-4.6372198632157335,10759,3.5046680889303525,0.08706823524131702,0.07495708563799351,0.033152909336941816,0.026850032743942265,0.07928580736755901
2006-06-27,131079,39176,25761,78720,96170,073732,COCOA - NEW YORK BOARD OF TRADE ,1568.0,0.1331258248842301,-17450,-2.0156379219607548,13415,1.9968423426810014,0.019217794041969237,0.04961732140382217,0.026850032743942265,0.08737244897959173,0.07943144008462528
2006-07-11,162683,62029,13315,79464,133521,073732,COCOA - NEW YORK BOARD OF TRADE ,1705.0,0.3322842583429123,-54057,-27.927433074710674,48714,26.9295615621114,0.17886236119914548,0.4685044595455511,0.08737244897959173,-0.12199413489736066,0.08444047034314404
2006-07-18,159405,53847,11283,79433,128736,073732,COCOA - NEW YORK BOARD OF TRADE ,1497.0,0.30929393682757755,-49303,2.9222475612079934,42564,-3.7803581197789566,0.023135048926593297,0.15682481191463227,-0.12199413489736066,-0.00868403473613899,0.08981152127147397
2006-07-25,146639,43349,10454,80889,120374,073732,COCOA - NEW YORK BOARD OF TRADE ,1484.0,0.2692667025825326,-39485,6.159154355258618,32895,-6.065681754022772,0.04878194203604239,0.21052729401706224,-0.00868403473613899,0.0020215633423179558,0.09463140856471117
2006-08-01,143144,42013,13418,82419,115724,073732,COCOA - NEW YORK BOARD OF TRADE ,1487.0,0.23266780305147264,-33305,4.214431358642653,28595,-2.9323713336833994,0.031189595393226105,0.07757392073027729,0.0020215633423179558,0.0336247478143914,0.09885397091722158
2006-08-08,141330,44000,14405,80679,115435,073732,COCOA - NEW YORK BOARD OF TRADE ,1537.0,0.24592089436071604,-34756,-1.0136645615603868,29595,0.6985972167886884,0.010346023231385826,0.050920297919698654,0.0336247478143914,-0.008458035133376729,0.10302348408491814
2006-08-15,132397,46833,14253,72638,109098,073732,COCOA - NEW YORK BOARD OF TRADE ,1524.0,0.275383883320619,-36460,-1.205688813415411,32580,2.1120781150498833,0.0791147598714619,0.04886553383754052,-0.008458035133376729,-0.04199475065616798,0.10776411734758312
2006-08-22,128976,44853,15915,72278,104907,073732,COCOA - NEW YORK BOARD OF TRADE ,1460.0,0.2529850514824463,-32629,2.893570095999154,28938,-2.7508176167133698,0.02568501848350594,0.05993285939968404,-0.04199475065616798,-0.03904109589041094,0.11398321822321791
2006-08-29,128803,33490,21582,82158,98131,073732,COCOA - NEW YORK BOARD OF TRADE ,1403.0,0.1240110866982912,-15973,12.914030517305545,11908,-13.204006947028905,0.09238500407678782,0.30923155142359093,-0.03904109589041094,0.027797576621525266,0.11791429810569137
2006-09-05,134548,33580,24845,87894,99935,073732,COCOA - NEW YORK BOARD OF TRADE ,1442.0,0.0894922258227547,-12041,3.0527239272377193,8735,-2.4634519382312523,0.040142895931938094,0.057389816003423196,0.027797576621525266,-0.020804438280166426,0.12144259663008815
2006-09-12,138589,32962,25747,91877,102546,073732,COCOA - NEW YORK BOARD OF TRADE ,1412.0,0.07698302174054218,-10669,1.0197104379106343,7215,-1.1297083568689241,0.03391574042165793,0.02589040862559403,-0.020804438280166426,0.01628895184135981,0.12249243121495292
2006-09-19,146140,30522,33105,99811,100123,073732,COCOA - NEW YORK BOARD OF TRADE ,1435.0,0.002134939099493636,-312,7.473176081795814,-2583,-7.069825166499506,0.051802094691248114,0.1539912301381489,0.01628895184135981,0.037630662020905925,0.12099799854802155
2006-09-26,140798,30065,25580,97365,103595,073732,COCOA - NEW YORK BOARD OF TRADE ,1489.0,0.04424778761061947,-6230,-4.0495415355138915,4485,4.836458190775969,0.029448646496815285,0.14344505346392308,0.037630662020905925,-0.026863666890530546,0.12111090979936233
2006-10-03,146930,31504,30520,98460,101772,073732,COCOA - NEW YORK BOARD OF TRADE ,1449.0,0.022541346219288095,-3312,2.072472620349721,984,-2.4865410020028693,0.014573095209556915,0.1028472849219657,-0.026863666890530546,-0.011732229123533444,0.12171285154258159
2006-10-10,146269,31740,32862,99634,101848,073732,COCOA - NEW YORK BOARD OF TRADE ,1432.0,0.01513649508781765,-2214,0.747294630095964,-1122,-1.433335601987341,0.00620402815139814,0.03990588526671001,-0.011732229123533444,0.008379888268156499,0.12235963772787052
2006-10-17,156686,33680,44088,105820,100893,073732,COCOA - NEW YORK BOARD OF TRADE ,1444.0,-0.0314450557165286,4927,4.882100786906316,-10408,-6.348576937013312,0.034545480932500615,0.16929842608785103,0.008379888268156499,0.00969529085872578,0.12193287473332787
2006-10-24,161449,36738,47956,106197,99939,073732,COCOA - NEW YORK BOARD OF TRADE ,1458.0,-0.03876146646928751,6258,0.8494696399167763,-11218,-0.5169574818426662,0.006456902239298327,0.08177674923843484,0.00969529085872578,0.017832647462277196,0.12069725710524769
2006-10-31,155081,36749,40467,99283,99705,073732,COCOA - NEW YORK BOARD OF TRADE ,1484.0,0.00272115862033389,-422,-4.137529498479396,-3718,4.645429826137047,0.03592176412647999,0.09713012847078326,0.017832647462277196,0.02156334231805923,0.12047740494030143
2006-11-07,145174,35564,32821,92090,99281,073732,COCOA - NEW YORK BOARD OF TRADE ,1516.0,0.049533663052612725,-7191,-4.364815805933674,2743,4.166209916108357,0.03980226889131582,0.1291365065438327,0.02156334231805923,-0.02836411609498679,0.12120256830336464
2006-11-14,125906,36365,25272,77632,90761,073732,COCOA - NEW YORK BOARD OF TRADE ,1473.0,0.10427620605848807,-13129,-4.090264096876852,11093,5.7517186273024095,0.1364546032198488,0.13547057773739798,-0.02836411609498679,-0.04276985743380857,0.1239587912293598
2006-11-21,129367,34954,27771,82521,92476,073732,COCOA - NEW YORK BOARD OF TRADE ,1410.0,0.07695161826431779,-9955,2.5209283115975407,7183,-3.105491398344797,0.037737789790682125,0.06233559186927062,-0.04276985743380857,0.0375886524822695,0.12638772814596272
2006-11-28,131990,35182,31645,85190,92604,073732,COCOA - NEW YORK BOARD OF TRADE ,1463.0,0.05617092203954845,-7414,1.964179427520156,3537,-2.81833852528079,0.015731689483334647,0.0613823753871938,0.0375886524822695,0.019138755980861344,0.12666738632216917
2006-12-05,135071,39587,27320,82871,98917,073732,COCOA - NEW YORK BOARD OF TRADE ,1491.0,0.11879678095223993,-16046,-6.539889385559512,12267,6.614137434654141,0.04748388232446586,0.13047962096641608,0.019138755980861344,0.07109322602280344,0.12819929376373032
2006-12-12,136596,41628,13291,80505,113005,073732,COCOA - NEW YORK BOARD OF TRADE ,1597.0,0.23792790418460277,-32500,-12.181741454494304,28337,11.897446528122247,0.08502919745749574,0.29261275696935485,0.07109322602280344,0.058860363180964326,0.13056951764058036
2006-12-19,144753,48320,13722,80045,119089,073732,COCOA - NEW YORK BOARD OF TRADE ,1691.0,0.2697284339530096,-39044,-4.7907698614893555,34598,4.583589563383994,0.03286229373185895,0.11480932271686922,0.058860363180964326,-0.04139562389118867,0.1325101616549709
2006-12-26,144508,48475,14077,79744,119247,073732,COCOA - NEW YORK BOARD OF TRADE ,1621.0,0.2733620283998118,-39503,-0.31709187374354936,34398,-0.13816639378803894,0.0023066369835821722,0.008153216523852156,-0.04139562389118867,-0.02035780382479946,0.13426139333530224
2007-01-09,150161,49593,12104,81761,125320,073732,COCOA - NEW YORK BOARD OF TRADE ,1588.0,0.2900819786762209,-43559,-2.8067650233897083,37489,2.1389819248761315,0.03906683858007253,0.0500996806976028,-0.02035780382479946,0.01133501259445846,0.13618500657679827
2007-01-16,145216,47661,12713,80969,121739,073732,COCOA - NEW YORK BOARD OF TRADE ,1606.0,0.280754186866461,-40770,1.8573397886268737,34948,-1.6921837228041903,0.02157290289480435,0.04208765362573293,0.01133501259445846,0.005603985056039873,0.13708068865175568
2007-01-23,143412,47016,15839,80770,117570,073732,COCOA - NEW YORK BOARD OF TRADE ,1615.0,0.2566033525785848,-36800,2.733858527985897,31177,-2.5968212869105334,0.02202278914994454,0.05999522711001511,0.005603985056039873,0.0006191950464395912,0.1369669834730136
2007-01-30,140652,47118,15957,78614,114245,073732,COCOA - NEW YORK BOARD OF TRADE ,1616.0,0.2533273611466598,-35631,0.8151340194683847,31161,-0.01115666750341673,0.02841972632856128,0.0034879112168053903,0.0006191950464395912,0.02289603960396036,0.13678088408422687
2007-02-06,144410,51655,14546,72589,115251,073732,COCOA - NEW YORK BOARD OF TRADE ,1653.0,0.2954227546568797,-42662,-4.99886244063362,37109,4.228876944515542,0.03743079216354344,0.08984758538390658,0.02289603960396036,0.04537205081669682,0.13777007865253738
2007-02-13,142376,58972,13545,69136,119933,073732,COCOA - NEW YORK BOARD OF TRADE ,1728.0,0.3567806371860426,-50797,-5.633266394294024,45427,5.759988920434873,0.043026619911249335,0.11470413833997545,0.04537205081669682,0.00983796296296302,0.14035871764223026
2007-02-20,160571,63770,16451,72574,125223,073732,COCOA - NEW YORK BOARD OF TRADE ,1745.0,0.32788610645757954,-52649,-1.3007810305107603,47319,1.3288756531999775,0.04412604842338357,0.09603470412984132,0.00983796296296302,-0.012607449856733566,0.14234821152648022
2007-02-27,162014,62108,14727,72625,125944,073732,COCOA - NEW YORK BOARD OF TRADE ,1723.0,0.3291011887861543,-53319,-0.41726090016254486,47381,0.03861220270160863,0.003887817333017742,0.044068458384850656,-0.012607449856733566,-0.007544979686593178,0.14423537036468853
2007-03-06,169153,62752,13237,77672,132436,073732,COCOA - NEW YORK BOARD OF TRADE ,1710.0,0.32375423433223177,-54764,-0.8918982310170727,49515,1.3171701211006457,0.054919374797723075,0.028083012014896894,-0.007544979686593178,0.046198830409356795,0.14700058930020563
2007-03-13,170800,61437,14724,80783,133459,073732,COCOA - NEW YORK BOARD OF TRADE ,1789.0,0.3084074941451991,-52676,1.2343854380353882,46713,-1.656488504490018,0.019295936371019687,0.036790483318233744,0.046198830409356795,0.04192286193404127,0.1503702013108737
2007-03-20,173371,62773,15252,79549,133940,073732,COCOA - NEW YORK BOARD OF TRADE ,1864.0,0.31372605568405326,-54391,-1.0040983606557377,47521,0.47306791569086654,0.00803320077381036,0.023889778917013778,0.04192286193404127,0.015557939914162988,0.1546421950262532
2007-03-27,178906,68750,16905,79090,136401,073732,COCOA - NEW YORK BOARD OF TRADE ,1893.0,0.32034140833733915,-57311,-1.6842493842684187,51845,2.494073403279672,0.013550449902780162,0.08907827914307397,0.015557939914162988,-0.014263074484944571,0.15906206144394533
2007-04-03,170120,62320,14802,76481,130437,073732,COCOA - NEW YORK BOARD OF TRADE ,1866.0,0.31716435457324244,-53956,1.875286463282394,47518,-2.4185885325254604,0.04143187156264801,0.11064287751873654,-0.014263074484944571,0.009110396570203738,0.1632482362710029
2007-04-10,163851,61620,14037,74664,128472,073732,COCOA - NEW YORK BOARD OF TRADE ,1883.0,0.3283959206840361,-53808,0.08699741359040677,47583,0.0382083235363273,0.018618068683049778,0.019363707257755398,0.009110396570203738,0.038767923526287884,0.1678554697847298
2007-04-17,154011,62310,14793,69688,123583,073732,COCOA - NEW YORK BOARD OF TRADE ,1956.0,0.34994253657206303,-53895,-0.05309702107402457,47517,-0.040280498745811744,0.05104231881658397,0.018754134080385978,0.038767923526287884,-0.059304703476482645,0.1725377810238921
2007-04-24,148172,57573,12545,68172,120347,073732,COCOA - NEW YORK BOARD OF TRADE ,1840.0,0.35212455794617065,-52175,1.1168033452156014,45028,-1.6161183292102512,0.025207008312159516,0.09961778715878947,-0.059304703476482645,0.005978260869565322,0.17841180341716684
2007-05-01,148631,54764,12110,68685,117932,073732,COCOA - NEW YORK BOARD OF TRADE ,1851.0,0.3313373387785859,-49247,1.9760818508220177,42654,-1.60219204708042,0.015689888916872525,0.048509136585219964,0.005978260869565322,0.03187466234467862,0.1852816130561818
2007-05-08,150286,54417,12887,69023,116539,073732,COCOA - NEW YORK BOARD OF TRADE ,1910.0,0.3161705015769932,-47516,1.1646291823374666,41530,-0.7562352402930749,0.009328418533967084,0.016700344704623796,0.03187466234467862,0.01099476439790581,0.19163035390490626
2007-05-15,155642,56363,17798,73983,117995,073732,COCOA - NEW YORK BOARD OF TRADE ,1931.0,0.28277714241657137,-44012,2.331554502748094,38565,-1.9729049944771968,0.03342049609851129,0.09246099701999703,0.01099476439790581,-0.004142931123770066,0.19650279125264805
2007-05-22,157679,58260,18303,72355,118980,073732,COCOA - NEW YORK BOARD OF TRADE ,1923.0,0.2956956855383406,-46625,-1.6788527518279128,39957,0.8943601341540202,0.013656675464499439,0.03137285634053002,-0.004142931123770066,-0.010400416016640657,0.20028144914489307
2007-05-29,158280,60225,17762,70844,120154,073732,COCOA - NEW YORK BOARD OF TRADE ,1903.0,0.31153651756381096,-49310,-1.7028266287837948,42463,1.589304853531542,0.01405773882449031,0.03213356072165874,-0.010400416016640657,-0.011560693641618491,0.20296091995962603
2007-06-05,152624,55618,15916,73057,120402,073732,COCOA - NEW YORK BOARD OF TRADE ,1881.0,0.31020678268162283,-47345,1.2414708112206216,39702,-1.7443770533232248,0.012721041667743552,0.09020885173483938,-0.011560693641618491,-0.02392344497607657,0.20576636884130767
2007-06-12,143987,53840,16278,65549,110107,073732,COCOA - NEW YORK BOARD OF TRADE ,1836.0,0.3094584927805982,-44558,1.8260561903763497,37562,-1.4021385889506237,0.1013515052147379,0.030519980604124475,-0.02392344497607657,0.061002178649237404,0.21012733902604921
2007-06-19,142795,56964,15692,68541,116767,073732,COCOA - NEW YORK BOARD OF TRADE ,1948.0,0.3377289120767534,-48226,-2.547452200545883,41272,2.5766215005521333,0.052086256394758994,0.051062541290464655,0.061002178649237404,0.037987679671458,0.2155661499303177
2007-06-26,153406,61660,15928,71620,125537,073732,COCOA - NEW YORK BOARD OF TRADE ,2022.0,0.35146604435289364,-53917,-3.9854336636436853,45732,3.1233586610175426,0.06009931171604356,0.06356653090684126,0.037987679671458,0.021760633036597365,0.2212685723272812
2007-07-03,166954,74518,17671,71435,136068,073732,COCOA - NEW YORK BOARD OF TRADE ,2066.0,0.38713058686823915,-64633,-6.985385187020064,56847,7.245479316324004,0.051642626853587656,0.15838115176431028,0.021760633036597365,-0.019845111326234233,0.2265780689179575
2007-07-10,170240,76933,17024,72070,139165,073732,COCOA - NEW YORK BOARD OF TRADE ,2025.0,0.3941200657894737,-67095,-1.4746576901421948,59909,1.8340381182840784,0.01766752668828556,0.032589375991144885,-0.019845111326234233,0.034074074074074145,0.23159718893536602
2007-07-17,167490,75659,16844,70490,135991,073732,COCOA - NEW YORK BOARD OF TRADE ,2094.0,0.39107409397575976,-65501,0.9363251879699249,58815,-0.6426221804511278,0.023023910190283853,0.01571840913267678,0.034074074074074145,0.002865329512893977,0.23272776269753617
2007-07-24,168774,74705,16644,70914,136212,073732,COCOA - NEW YORK BOARD OF TRADE ,2100.0,0.38689608589000674,-65298,0.12120126574720878,58061,-0.4501761299182041,0.003114046522406651,0.012632869544275251,0.002865329512893977,-0.07523809523809522,0.23422011171796747
2007-07-31,158478,61585,14263,75376,129835,073732,COCOA - NEW YORK BOARD OF TRADE ,1942.0,0.3436376026956423,-54459,6.422197731878134,47322,-6.362946899403937,0.05281880600942444,0.20436926484548043,-0.07523809523809522,-0.059217301750772444,0.23565032133552727
2007-08-07,143311,54183,13163,68477,115198,073732,COCOA - NEW YORK BOARD OF TRADE ,1827.0,0.32601126221992727,-46721,4.8826966519012105,41020,-3.976577190524868,0.11725057846740167,0.12624357794078342,-0.059217301750772444,0.014230979748221184,0.2374453878579976
2007-08-14,135055,52637,15951,66113,108901,073732,COCOA - NEW YORK BOARD OF TRADE ,1853.0,0.31681907371071044,-42788,2.7443811012413564,36686,-3.024192141566244,0.049487469573862665,0.06318889601679595,0.014230979748221184,-0.03237992444684301,0.238808814383959
2007-08-21,130125,41177,10980,72396,107709,073732,COCOA - NEW YORK BOARD OF TRADE ,1793.0,0.27137752161383283,-35313,5.5347821258006,30197,-4.804709192551183,0.041503567363482416,0.31502962210249824,-0.03237992444684301,0.01059676519799213,0.23873176896652082
2007-08-28,124530,36815,12208,72415,101488,073732,COCOA - NEW YORK BOARD OF TRADE ,1812.0,0.23346181642977595,-29073,4.795389048991354,24607,-4.2958693563880885,0.035882072189668955,0.11402810925483957,0.01059676519799213,0.004966887417218624,0.23835632213858485
2007-09-04,121473,36371,12552,68435,96364,073732,COCOA - ICE FUTURES U.S. ,1821.0,0.22991940595852575,-27929,0.9186541395647636,23819,-0.6327792499799245,0.055243053659306186,0.016106943564376672,0.004966887417218624,0.030203185063152116,0.24039302058589707
2007-09-11,121402,37079,12112,66179,95771,073732,COCOA - ICE FUTURES U.S. ,1876.0,0.2437521622378544,-29592,-1.3690285083928115,24967,0.9450659817407984,0.017591849336214882,0.02333760240694436,0.030203185063152116,-0.0015991471215351938,0.243359557824649
2007-09-18,122335,38360,11171,65194,97914,073732,COCOA - ICE FUTURES U.S. ,1873.0,0.26746229615400335,-32720,-2.5765638127872688,27189,1.8302828618968388,0.019177477499570838,0.044860794250065616,-0.0015991471215351938,0.09022957821676458,0.24702262079413861
2007-09-25,127638,48284,8988,62940,108253,073732,COCOA - ICE FUTURES U.S. ,2042.0,0.35501183033265954,-45313,-10.2938652061961,39296,9.896595414231415,0.07356025071118562,0.21139474786981421,0.09022957821676458,-0.06121449559255632,0.2538087148563149
2007-10-02,133397,54339,9086,59252,111855,073732,COCOA - ICE FUTURES U.S. ,1917.0,0.39433420541691344,-52603,-5.711465237625159,45253,4.667105407480531,0.04260491972859088,0.09701221915648403,-0.06121449559255632,-0.049034950443401115,0.2605411459679744
2007-10-09,129096,48572,8209,60248,106954,073732,COCOA - ICE FUTURES U.S. ,1823.0,0.3617927743694615,-46706,4.420639144808354,40363,-3.6657496045638207,0.03526871688137702,0.11701097198006376,-0.049034950443401115,0.02578167855183766,0.2670652118939393
2007-10-16,132913,46755,9642,65202,107408,073732,COCOA - ICE FUTURES U.S. ,1870.0,0.31754606396665486,-42206,3.485778025655326,37113,-2.51750635186218,0.03133074561149412,0.057627178750642764,0.02578167855183766,-0.009625668449197877,0.27288078052622455
2007-10-23,133418,46961,10917,65070,104611,073732,COCOA - ICE FUTURES U.S. ,1852.0,0.2963693054910132,-39541,2.005070986284261,36044,-0.8042855100704972,0.017261803030392323,0.025588306437679256,-0.009625668449197877,0.05021598272138239,0.2791849028571388
2007-10-30,137790,49484,11599,66785,109316,073732,COCOA - ICE FUTURES U.S. ,1945.0,0.3086653603309384,-42531,-2.2410769161582396,37885,1.379873780149605,0.036456351752687376,0.05246959055711082,0.05021598272138239,-0.0015424164524421302,0.2858661879879124
2007-11-06,137788,56776,11563,60290,109892,073732,COCOA - ICE FUTURES U.S. ,1942.0,0.35998780735622843,-49602,-5.131722185935119,45213,5.3182378982509615,0.0415496350965437,0.10723013213538389,-0.0015424164524421302,-0.03244078269824924,0.29273670046360273
2007-11-13,133079,57292,13484,62414,111096,073732,COCOA - ICE FUTURES U.S. ,1879.0,0.3658127878929057,-48682,0.6676923970157054,43808,-1.0196824106598543,0.019180450694484468,0.03443257601446818,-0.03244078269824924,0.030867482703565763,0.29881899132591605
2007-11-20,139857,60807,14625,63658,116041,073732,COCOA - ICE FUTURES U.S. ,1937.0,0.37454685857697506,-52383,-2.78105486214955,46182,1.7839027945806627,0.03444092621550482,0.06172446706967865,0.030867482703565763,-0.01755291688177596,0.3040165038743485
2007-11-27,139307,60457,14374,62199,115370,073732,COCOA - ICE FUTURES U.S. ,1903.0,0.3816821839534266,-53171,-0.5634326490629714,46083,-0.07078658915892662,0.011995337023917464,0.008031430824123692,-0.01755291688177596,0.11035207566999472,0.3098767070606775
2007-12-04,150307,68048,19743,63455,119637,073732,COCOA - ICE FUTURES U.S. ,2113.0,0.37378166020211967,-56182,-2.1614132814575004,48305,1.5950382967115797,0.030165162868940203,0.14762333268786093,0.11035207566999472,0.043539990534784634,0.3159846058714961
2007-12-11,162862,75823,25493,66322,124924,073732,COCOA - ICE FUTURES U.S. ,2205.0,0.3598261104493375,-58602,-1.6100381219770203,50330,1.347242643389862,0.04263618585486755,0.1334932291049785,0.043539990534784634,-0.041269841269841234,0.32061978528490187
2007-12-18,171211,80538,27364,67505,128452,073732,COCOA - ICE FUTURES U.S. ,2114.0,0.35597595948858424,-60947,-1.4398693372302933,53174,1.7462637079245007,0.024040988584230212,0.06103686678652852,-0.041269841269841234,0.019867549668874274,0.3228899401945938
2008-01-08,183671,86175,28116,65981,133381,073732,COCOA - ICE FUTURES U.S. ,2156.0,0.36696048913546503,-67400,-3.7690335317240127,58059,2.853204525410167,0.03236825473259698,0.055901164571138584,0.019867549668874274,0.013914656771799594,0.32475978740964107
2008-01-15,192392,91729,29228,66849,138431,073732,COCOA - ICE FUTURES U.S. ,2186.0,0.37206328745477985,-71582,-2.27689727828563,62501,2.4184547370025755,0.02882891660171473,0.05511049381185049,0.013914656771799594,-0.02516010978956995,0.32665788854531347
2008-01-22,190696,80646,23202,72740,136921,073732,COCOA - ICE FUTURES U.S. ,2131.0,0.3365618576163108,-64181,3.8468335481724814,57444,-2.6284876710050313,0.035299841172177944,0.16475040443725444,-0.02516010978956995,0.04880337869544804,0.3275517323710844
2008-01-29,190651,81581,24770,74525,138301,073732,COCOA - ICE FUTURES U.S. ,2235.0,0.3345169970259794,-63776,0.21237991357972902,56811,-0.3319419390023913,0.014871303318203603,0.023535274703575894,0.04880337869544804,0.04608501118568231,0.3285856325664599
2008-02-05,188701,90589,28065,72499,140832,073732,COCOA - ICE FUTURES U.S. ,2338.0,0.3621231472011277,-68333,-2.39023136516462,62524,2.99657489339159,0.02136117113780932,0.10368803411600115,0.04608501118568231,0.035500427715996485,0.33061485938612406
2008-02-12,187408,92715,31429,69249,133702,073732,COCOA - ICE FUTURES U.S. ,2421.0,0.34391808247246647,-64453,2.056162924414815,61286,-0.6560643557797786,0.05114535035550453,0.044222837994586935,0.035500427715996485,0.028087567121024337,0.33235698864238955
2008-02-19,177759,92020,32338,63148,130113,073732,COCOA - ICE FUTURES U.S. ,2489.0,0.37671791582985953,-66965,-1.3403910185264236,59682,-0.8558866217023819,0.050139448724781516,0.012898245388314383,0.028087567121024337,0.05343511450381677,0.3339203571264854
2008-02-26,179155,87810,33231,67592,130383,073732,COCOA - ICE FUTURES U.S. ,2622.0,0.3504842175769585,-62791,2.3481230204940395,54579,-2.8707407219887604,0.023811087258492233,0.042159268347089,0.05343511450381677,0.04958047292143397,0.333799272134003
2008-03-04,179090,83083,30948,69311,129757,073732,COCOA - ICE FUTURES U.S. ,2752.0,0.33751744932715394,-60446,1.3089224414613045,52135,-1.3641818537021015,0.011779894307472824,0.06147451131709798,0.04958047292143397,0.005087209302325535,0.3339844902661102
2008-03-11,174198,78816,29447,68820,126171,073732,COCOA - ICE FUTURES U.S. ,2766.0,0.3292288085971136,-57351,1.7281813613267072,49369,-1.5444748450499748,0.02090865732264566,0.053277666423431826,0.005087209302325535,-0.0585683297180043,0.333986944493244
2008-03-18,167393,68539,25283,72717,122690,073732,COCOA - ICE FUTURES U.S. ,2604.0,0.2985369758592056,-49973,4.235410280255801,43256,-3.50922513461693,0.037757091608796,0.1539191234465264,-0.0585683297180043,-0.07910906298003073,0.33350199721491663
2008-03-25,153734,53868,18296,73421,115417,073732,COCOA - ICE FUTURES U.S. ,2398.0,0.2731731432214084,-41996,4.765432246270753,35572,-4.590395058335773,0.04224255711244559,0.30012194445984147,-0.07910906298003073,-0.048373644703919916,0.3328244135433052
2008-04-01,145960,50011,16859,73203,112213,073732,COCOA - ICE FUTURES U.S. ,2282.0,0.26726500411071524,-39010,1.94231594832633,33152,-1.57414755356655,0.018455796694999353,0.07916853596530582,-0.048373644703919916,0.002629272567922891,0.3319309317822795
2008-04-08,135836,50116,16469,69010,108541,073732,COCOA - ICE FUTURES U.S. ,2288.0,0.2910200535940399,-39531,-0.35694710879693065,33647,0.3391340093176212,0.04429713152840592,0.007434106780806488,0.002629272567922891,0.15384615384615374,0.3313670595756776
2008-04-15,133233,54407,17137,65222,107554,073732,COCOA - ICE FUTURES U.S. ,2640.0,0.31772909114108366,-42332,-2.0620454076975174,37270,2.667186901852234,0.0276369403157846,0.0693139885944314,0.15384615384615374,0.0746212121212122,0.33137791989429
2008-04-22,135652,57259,21364,64627,105191,073732,COCOA - ICE FUTURES U.S. ,2837.0,0.2990298705511161,-40564,1.326998566421232,35895,-1.0320266000165124,0.01741864819983747,0.0900372664487491,0.0746212121212122,0.011632005639760301,0.33081318816096456
2008-04-29,138406,60452,24307,63065,104539,073732,COCOA - ICE FUTURES U.S. ,2870.0,0.2996546392497435,-41474,-0.670834193377171,36145,0.1842951080706514,0.013209708598840124,0.07239349213652828,0.011632005639760301,-0.031010452961672486,0.32984611321245844
2008-05-06,141699,59194,26996,66828,104746,073732,COCOA - ICE FUTURES U.S. ,2781.0,0.2675953958743534,-37918,2.5692527780587544,32198,-2.8517549817204455,0.023138703999440475,0.045794175658429054,-0.031010452961672486,-0.028047464940668787,0.328220552403385
2008-05-13,146470,58409,28769,70643,106060,073732,COCOA - ICE FUTURES U.S. ,2703.0,0.24180378234450742,-35417,1.7650089273742227,29640,-1.8052350404731157,0.02902610595179482,0.02934226525040721,-0.028047464940668787,-0.036995930447650704,0.32649875324119115
2008-05-20,149839,55723,29650,74261,107044,073732,COCOA - ICE FUTURES U.S. ,2603.0,0.21878816596480222,-32783,1.7983204751826312,26073,-2.4353109851846795,0.025382642508480185,0.04178135944619493,-0.036995930447650704,-0.0049942374183634675,0.32462601601787977
2008-05-27,149430,54020,30002,73597,104521,073732,COCOA - ICE FUTURES U.S. ,2590.0,0.20694639630596265,-30924,1.240664980412309,24018,-1.3714720466634187,0.017892632973646683,0.02445788007902692,-0.0049942374183634675,0.08378378378378382,0.3231677324388296
2008-06-03,157841,58646,31199,73796,104660,073732,COCOA - ICE FUTURES U.S. ,2807.0,0.1955385482859333,-30864,0.04015257980325236,27447,2.2947199357558725,0.0018940242973057785,0.0648116200122433,0.08378378378378382,0.018168863555397152,0.3212416336455141
2008-06-10,160613,63479,32002,73611,109362,073732,COCOA - ICE FUTURES U.S. ,2858.0,0.22259094842883204,-35751,-3.0961537243175097,31477,2.553202273173637,0.02670885868406814,0.05902745048753155,0.018168863555397152,0.04898530440867743,0.31953114193137994
2008-06-17,158367,68267,34267,65395,103820,073732,COCOA - ICE FUTURES U.S. ,2998.0,0.24263261916939766,-38425,-1.664871461214223,34000,1.5708566554388501,0.08130484886091659,0.06878693896658669,0.04898530440867743,0.07738492328218816,0.318231638786914
2008-06-24,161943,71674,35898,64862,105062,073732,COCOA - ICE FUTURES U.S. ,3230.0,0.24823549026509328,-40200,-1.1208143110622795,35776,1.121445755744568,0.010445846378380924,0.0468337485591046,0.07738492328218816,0.04024767801857587,0.31705427335392355
2008-07-01,164340,75115,36251,62359,106326,073732,COCOA - ICE FUTURES U.S. ,3360.0,0.26753681392235606,-43967,-2.3261270941010106,38864,1.906843766016438,0.022331564750867002,0.03406784835587163,0.04024767801857587,-0.1071428571428571,0.31570442531249293
2008-07-08,151346,66303,33479,59588,95438,073732,COCOA - ICE FUTURES U.S. ,3000.0,0.2368744466322202,-35850,4.9391505415601795,32824,-3.675307289765121,0.08810780127204469,0.11609308292076727,-0.1071428571428571,0.014333333333333309,0.3135007407409414
