,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,PA_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-09-19,10823,5111,2381,3871,8015,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,305.04998779296875,0.3828882934491361,-4144,9.661415266776917,2730,-7.8509879014709725,0.0933871781928319,0.1203950880939669,-0.008290046358740089,0.032125942313421696,0.55088056095311
2006-09-26,10884,4839,1873,4149,8452,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,314.8500061035156,0.39535097390665197,-4303,-1.469093596969417,2966,2.1805414395269334,0.05674152845012301,0.1162097735399285,0.032125942313421696,-0.005875833151190668,0.5496464679604723
2006-10-03,11344,5094,2106,4129,8422,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,313.0,0.3784379407616361,-4293,0.09187798603454612,2988,0.20213156927600148,0.003983746315034659,0.06777777777777778,-0.005875833151190668,-0.04600637027630794,0.5477478469097139
2006-10-10,11681,5187,2368,4354,8432,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,298.6000061035156,0.34911394572382504,-4078,1.8952750352609307,2819,-1.489774330042313,0.018379477553574223,0.04698874917273329,-0.04600637027630794,0.06095104259021267,0.5456565451886312
2006-10-17,11498,5194,2404,4272,8423,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,316.79998779296875,0.36101930770568796,-4151,-0.6249464943069943,2790,-0.24826641554661416,0.007168176447420244,0.005659384048433799,0.06095104259021267,0.011679331911619961,0.545115414030233
2006-10-24,12139,5592,2469,4182,8900,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,320.5,0.3886646346486531,-4718,-4.931292398678031,3123,2.8961558531918596,0.043341996636599905,0.05743704255055204,0.011679331911619961,0.0,0.5462809682263656
2006-10-31,12707,5803,2519,4439,9463,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,320.5,0.3953726292594633,-5024,-2.520800724936156,3284,1.3263036493945135,0.05898431880304992,0.03136265320836337,0.0,0.04836193447737913,0.5485629825262024
2006-11-07,12963,6258,2583,4346,10017,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,336.0,0.43747589292602024,-5671,-5.0916817502164164,3675,3.0770441488943105,0.04504629951959897,0.05870376654224635,0.04836193447737913,-0.011904761904761862,0.5521751485539761
2006-12-05,11042,4598,2496,4118,8278,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,332.0,0.37674334359717443,-4160,11.656252410707397,2102,-12.134536758466405,0.15868021942562116,0.24626444882999718,-0.011904761904761862,-0.016265041856880602,0.5547047882920307
2006-12-12,11196,4685,2598,4092,8264,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,326.6000061035156,0.37263308324401573,-4172,-0.10867596449918493,2087,-0.13584495562398116,0.0032372936225315637,0.02595084443223946,-0.016265041856880602,-0.002602590592867937,0.5531674762506547
2006-12-19,11185,4504,2600,4238,8120,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,325.75,0.3470719713902548,-3882,2.5902107895677027,1904,-1.634512325830654,0.023466580352807898,0.025760135135135136,-0.002602590592867937,0.0029163843654067545,0.5495063808298364
2006-12-26,11332,4545,2684,4341,8224,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,326.70001220703125,0.34265795975997176,-3883,-0.008940545373267769,1861,-0.3844434510505141,0.01647433346597692,0.017291464932909117,0.0029163843654067545,0.04453623278026808,0.5454000611741294
2007-01-30,15607,9125,2615,3518,12450,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,341.25,0.5723072980073044,-8932,-44.555241793152135,6510,41.02541475467702,0.3161948897795591,0.39599659284497446,0.04453623278026808,0.008205092433608119,0.5437358607781785
2007-02-06,15654,9154,2543,3557,12685,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,344.04998779296875,0.5831097483071419,-9128,-1.255846735439226,6611,0.6471455116293972,0.01686984361531831,0.008634692656236643,0.008205092433608119,0.0015986581312650294,0.5420819745864527
2007-02-13,16358,8930,2666,3962,12783,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,344.6000061035156,0.5392468516933611,-8821,1.961160086878753,6264,-2.216685831097483,0.030038817557479846,0.029924111762676786,0.0015986581312650294,-0.014074306493362942,0.5402748794863821
2007-02-20,15572,8260,2475,4180,12472,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,339.75,0.5324942203955818,-8292,3.2338916737987526,5785,-2.928230835065411,0.031767955801104975,0.08020493712156497,-0.014074306493362942,0.0334069348153514,0.5378875653683735
2007-02-27,17344,9147,2500,5124,14014,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,351.1000061035156,0.5125691881918819,-8890,-3.840226046750578,6647,5.535576676085281,0.12989863099592433,0.07830342577487764,0.0334069348153514,-0.011392765395796256,0.5364508975798356
2007-03-06,15612,8741,1951,4253,13030,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,347.1000061035156,0.5621957468613886,-8777,0.6515221402214022,6790,0.8244926199261992,0.10733090319967598,0.08931911709689487,-0.011392765395796256,0.0072025351657711845,0.5353434107679899
2007-03-13,15502,8973,1953,4263,13235,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,349.6000061035156,0.5787640304476842,-8972,-1.2490392006149116,7020,1.4732257238022035,0.012287118527831752,0.0214168039538715,0.0072025351657711845,0.004576676417568093,0.5354715330092998
2007-03-20,15320,8715,1928,4345,13154,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,351.20001220703125,0.575,-8809,1.051477228744678,6787,-1.5030318668558895,0.009314817989599405,0.026590247110777038,0.004576676417568093,0.0034168042361732986,0.5340927273292636
2007-03-27,15673,8821,2171,4184,13107,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,352.3999938964844,0.5693230396222804,-8923,-0.7441253263707571,6650,-0.8942558746736292,0.012029379445954542,0.03175036390101892,0.0034168042361732986,0.005533519412046495,0.5339291123285317
2007-04-03,15692,8965,2007,4036,13282,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,354.3500061035156,0.5892174356359928,-9246,-2.0608690104000513,6958,1.9651630192050022,0.018651114447395773,0.02807145461173897,0.005533519412046495,0.03386482233189092,0.5335004520552891
2007-06-05,18107,11693,1478,3550,16274,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,366.3500061035156,0.702711658474623,-12724,-22.164160081570227,10215,20.755799133316337,0.17544390637610977,0.2472857034393744,0.03386482233189092,0.004776852656870112,0.534859060608316
2007-06-12,18198,11972,1536,3532,16336,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,368.1000061035156,0.7035938015166502,-12804,-0.4418180814049815,10436,1.2205224498812612,0.004026575397624321,0.024948178856973646,0.004776852656870112,0.011274093528043316,0.5362686658531209
2007-06-19,18634,12512,2273,3419,16095,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,372.25,0.6802618868734571,-12676,0.7033739971425431,10239,-1.0825365424771953,0.018140821973967408,0.08637132228610078,0.011274093528043316,-0.013834772052342181,0.5374965860416736
2007-06-26,18165,12954,1344,2703,16470,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,367.1000061035156,0.7578860445912469,-13767,-5.854888912740153,11610,7.357518514543308,0.05690293642100871,0.09588753671842215,-0.013834772052342181,0.037864324885259704,0.5409534060758548
2007-07-03,17549,12355,1404,2603,15752,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,381.0,0.7492734628753775,-13149,3.4021469859620153,10951,-3.6278557665840907,0.04456551348406429,0.04789592266879861,0.037864324885259704,0.0,0.5433467491153885
2007-07-10,17613,12516,1297,2489,15916,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,381.0,0.7623346391869642,-13427,-1.5841358481964785,11219,1.5271525443045189,0.015104591143710948,0.019402012596829075,0.0,0.0,0.5455781106750482
2007-07-31,18623,12864,1463,3183,16627,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,381.0,0.7219030231434248,-13444,-0.09651961619258502,11401,1.0333276557088515,0.07092377587077234,0.03587631744259091,0.0,-0.11968505538980478,0.5477922067156514
2007-09-04,16511,10835,3328,3620,12048,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,335.3999938964844,0.5104475804009448,-8428,26.93443591258122,7507,-20.90962787950384,0.3201429665560378,0.27494174962931583,-0.11968505538980478,-0.002236135997758737,0.5468020179783933
2007-09-11,16264,10361,3609,3978,11749,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,334.6499938964844,0.477803738317757,-7771,3.979165404881594,6752,-4.572709103022228,0.04177529090099828,0.05404438081603436,-0.002236135997758737,-0.0088151254841069,0.5449241850617115
2007-09-18,15817,9608,3751,4337,11171,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,331.70001220703125,0.4320667636087754,-6834,5.7611903590752584,5857,-5.502951303492376,0.06042042816610781,0.06699603263717344,-0.0088151254841069,0.025173274882865693,0.5410373544253194
2007-09-25,15799,9796,3528,4012,11624,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,340.04998779296875,0.481802645737072,-7612,-4.918758298033761,6268,2.598470000632231,0.049756971092350985,0.03084659261483038,0.025173274882865693,0.005440394559407924,0.5382062692746961
2007-10-02,15946,9808,3324,4059,12116,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,341.8999938964844,0.5052677787532923,-8057,-2.816633964174948,6484,1.367175137666941,0.03332302936630603,0.016448370392933294,0.005440394559407924,0.020473823120685353,0.5353793933224685
2007-12-04,14761,9122,1956,3937,12317,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,348.8999938964844,0.5677122146196057,-8380,-2.025586353944563,7166,4.276934654458799,0.019872031499938478,0.18541252933742552,0.020473823120685353,-0.0042992262145038485,0.5336158783947834
2007-12-11,14332,8771,1884,3815,11908,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,347.3999938964844,0.5646804353893385,-8093,1.9443127159406544,6887,-1.8901158458099045,0.03377218088151116,0.03969967151572032,-0.0042992262145038485,0.035261946503229336,0.5316126807036464
2007-12-18,14511,9094,1829,3646,12206,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,359.6499938964844,0.5898973192750327,-8560,-3.2584426458275186,7265,2.637454646943902,0.029460005046681805,0.03460587750617962,0.035261946503229336,0.5722230552012213,0.5305923420113527
2008-03-04,21466,12270,2580,4328,17315,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,565.4500122070312,0.6050032609708376,-12987,-30.507890565777686,9690,16.71146027151816,0.26756919096243587,0.2644444444444444,0.5722230552012213,-0.12238042393337978,0.5298288300616969
2008-03-11,20606,12465,2483,4469,17320,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,496.25,0.6236533048626614,-12851,0.6335600484487096,9982,1.3602906922575235,0.006700628757629997,0.019534385871019536,-0.12238042393337978,-0.018035289082178774,0.530395579111453
2008-03-18,20216,12066,2332,4666,17126,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,487.2999877929688,0.6163434903047091,-12460,1.8975055808987673,9734,-1.2035329515675046,0.01794236417033774,0.03819974996527296,-0.018035289082178774,-0.052226518216671236,0.5305278353672446
2008-03-25,20188,12709,2390,4674,17227,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,461.8500061035156,0.6218050326926887,-12553,-0.46003165809259994,10319,2.8937475267115156,0.004976941692160175,0.04642691568978078,-0.052226518216671236,-0.02024468113013289,0.5311714992225842
2008-04-01,19649,12001,2462,5030,16660,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,452.5,0.5918876278691028,-11630,4.572022983950862,9539,-3.863681394888052,0.0425541724296911,0.05393071976768305,-0.02024468113013289,-0.03856356288846674,0.530819208881147
2008-06-03,17052,9686,2183,4749,14017,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,435.0499877929688,0.5435139573070608,-9268,12.020967988192783,7503,-10.361850475851188,0.1558137056378557,0.21855253180554385,-0.03856356288846674,-0.022296246320248625,0.5309415530814522
2008-06-10,17007,9805,2611,4758,13370,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,425.3500061035156,0.5063797259951784,-8612,3.8470560638048323,7194,-1.8121041520056298,0.03618711385701677,0.04405605670103093,-0.022296246320248625,0.08416595105033631,0.5308363685398849
2008-06-17,16923,10676,2895,3971,13593,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,461.1499938964844,0.5685753117059623,-9622,-5.938731110719115,7781,3.4515199623684363,0.05750398542473241,0.08510795077739297,0.08416595105033631,0.018323782541192157,0.5305139270054474
2008-06-24,17078,10716,3315,3954,13414,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,469.6000061035156,0.5539290315025178,-9460,0.9572770785321751,7401,-2.2454647521125097,0.011285122063565177,0.03278454849975055,0.018323782541192157,0.005217167073275464,0.530785410068463
2008-07-01,17252,11125,3303,3477,13539,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,472.0499877929688,0.5832367261766752,-10062,-3.5250029277432953,7822,2.4651598547839324,0.03537846732487071,0.0291793734405323,0.005217167073275464,-0.06270517180676094,0.5321703482629594
2008-07-08,16575,10794,3397,3350,12686,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,442.4500122070313,0.5632579185520362,-9336,4.208207744029678,7397,-2.4634824947832135,0.06111249688201546,0.029948558945810725,-0.06270517180676094,0.0027121294074947677,0.5333934280687369
2008-07-15,15809,10826,2897,2548,12265,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,443.6499938964844,0.6146498829780505,-9717,-2.2986425339366514,7929,3.2096530920060333,0.08256261392020522,0.0387670334474969,0.0027121294074947677,-0.07246702206421274,0.5356603283418487
2008-07-22,14160,9117,3484,3196,9983,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,411.5,0.4793079096045198,-6787,18.533746600037954,5633,-14.523372762350558,0.2223233932771834,0.1822077612887866,-0.07246702206421274,-0.0684082476220762,0.5355445859927028
2008-07-29,13647,8441,4203,3290,8638,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,383.3500061035156,0.39188099948706673,-5348,10.162429378531074,4238,-9.851694915254237,0.12064050972501676,0.11032900980702309,-0.0684082476220762,-0.24285901818500533,0.5321159941846508
2008-09-02,13567,8254,4005,3397,8397,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,290.25,0.36854131348124125,-5000,2.550010991426687,4249,0.08060379570601597,0.02950652874342886,0.03140549800146831,-0.24285901818500533,-0.16968130921619295,0.5304089619574803
2008-09-09,13270,7483,4408,3703,7751,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,241.0,0.30504898266767144,-4048,7.0170266086828335,3075,-8.653350040539545,0.08311506897153832,0.09873013203262972,-0.16968130921619295,-0.0705394190871369,0.5289120521347599
2008-09-16,14577,9563,4386,3109,9018,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,224.0,0.40536461549015573,-5909,-14.024114544084402,5177,15.840241145440844,0.15345922322091202,0.15069180586421965,-0.0705394190871369,0.10200895581926606,0.5291046221652119
2008-09-23,14984,9917,3972,2796,9750,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,246.8500061035156,0.4640950347036839,-6954,-7.168827605131371,5945,5.268573780613295,0.08329347999362346,0.055295557635538915,0.10200895581926606,-0.09033827223162538,0.5307518739717897
2008-09-30,14933,9884,3711,2809,10049,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,224.5500030517578,0.4848322507198821,-7240,-1.9087026161238654,6173,1.5216230646022424,0.02426504899673355,0.021625597646193453,-0.09033827223162538,-0.1897127834538328,0.5333618413755601
2008-10-21,14524,9593,3426,3034,10058,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,181.9499969482422,0.48361332966125037,-7024,1.446460858501306,6167,-0.040179468291702936,0.017873510540788267,0.04424302941854213,-0.1897127834538328,0.0035724603801907673,0.5357194187208593
2008-10-28,14186,9369,3438,2953,9724,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,182.6000061035156,0.47730156492316367,-6771,1.7419443679427156,5931,-1.6248967226659323,0.03273645184191844,0.018427422503318497,0.0035724603801907673,0.14457827499478992,0.5374239750722922
2008-11-04,13470,8789,3299,2665,9365,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,209.0,0.4974016332590943,-6700,0.5004934442408008,5490,-3.1086987170449736,0.05378221113881962,0.059480476505625414,0.14457827499478992,0.04569379450601829,0.5393860713030544
2008-11-11,13278,8733,2980,2723,9455,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,218.5500030517578,0.5070040668775418,-6732,-0.23756495916852266,5753,1.9524870081662953,0.012153062900312038,0.03201570904123623,0.04569379450601829,-0.01807365313697462,0.5407231515713529
2008-11-18,13355,8889,2893,2605,9564,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,214.6000061035156,0.5210782478472482,-6959,-1.7095948184967618,5996,1.8300948938093087,0.018653956775412935,0.020624681717874724,-0.01807365313697462,-0.08900282180934527,0.5434988228069312
2008-11-25,13294,8934,2974,2375,9280,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,195.5,0.5194072513916053,-6905,0.4043429427180831,5960,-0.2695619618120554,0.0441012441012441,0.010581121934833725,-0.08900282180934527,-0.11790282890924708,0.5463214029636156
2008-12-02,13056,9005,3200,2343,8818,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,172.4499969482422,0.49594056372549017,-6475,3.2345418986008725,5805,-1.1659395215886867,0.044261266911567065,0.02433428922572716,-0.11790282890924708,0.036822303368445164,0.549184260508524
2008-12-09,12819,8914,3543,2235,8183,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,178.8000030517578,0.4639987518527186,-5948,4.036458333333334,5371,-3.324142156862745,0.07131887118448839,0.034839849080838085,0.036822303368445164,-0.009787471868741626,0.5515177372795383
2008-12-16,12662,8913,3506,1995,8068,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,177.0500030517578,0.4796240720265361,-6073,-0.9751150635775021,5407,0.28083313831032064,0.0352777501739044,0.0030598276833883565,-0.009787471868741626,0.054221918549869574,0.549735367549139
2008-12-30,12427,8757,3795,1971,7760,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,186.6499938964844,0.4658405085700491,-5789,2.2429316063812985,4962,-3.514452693097457,0.03411776795807214,0.035452517527087314,0.054221918549869574,0.03161001525960683,0.5474801898618872
2009-01-06,12146,8281,3313,1944,8017,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,192.5500030517578,0.5,-6073,-2.285346423110968,4968,0.04828196668544298,0.028511193655255496,0.08262894600655511,0.03161001525960683,-0.07166971089607488,0.5467254427139379
2009-01-13,12468,8626,3402,2021,8202,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,178.75,0.49574911774141805,-6181,-0.8891816235797793,5224,2.107689774411329,0.025628484789200823,0.03608247422680412,-0.07166971089607488,-0.003916066843312915,0.5460188061244348
2009-01-20,12387,8371,3511,2105,7880,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,178.0500030517578,0.4662145798014047,-5775,3.256336220725056,4860,-2.9194738530638435,0.040660991487230846,0.030634573304157548,-0.003916066843312915,0.036225761514686594,0.5451273713476948
2009-01-27,12759,8696,3601,2225,8278,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,184.5,0.47441022023669566,-6053,-2.2442883668361993,5095,1.8971502381529022,0.04931924212129868,0.03374806863462633,0.036225761514686594,0.0,0.5434391881433738
2009-02-03,12423,8569,3437,1999,8185,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,184.5,0.4979473557111809,-6186,-1.0424014421192884,5132,0.28999137863468927,0.031323644933228596,0.024237881059470265,0.0,0.14905149051490518,0.541885021321518
2009-02-10,12760,8856,3092,1916,8985,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,212.0,0.5539968652037618,-7069,-7.1077839491266195,5764,5.087338002092892,0.08100174295936152,0.05289588215600938,0.14905149051490518,0.027830159889077333,0.5414811148831288
2009-02-17,12750,8676,2963,2084,9075,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,217.8999938964844,0.5483137254901961,-6991,0.6112852664576802,5713,-0.3996865203761755,0.023120351285957522,0.02654867256637168,0.027830159889077333,-0.07572281074885434,0.5410770896113579
2009-02-24,12505,8027,2960,2558,8691,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,201.3999938964844,0.4904438224710116,-6133,6.729411764705882,5067,-5.066666666666666,0.07627344652858031,0.05934285974333303,-0.07572281074885434,-0.04518366991313716,0.539177597050493
2009-03-03,11460,7364,3122,2367,7521,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,192.3000030517578,0.44973821989528795,-5154,7.828868452618952,4242,-6.597361055577769,0.1376415857605178,0.0786763303452222,-0.04518366991313716,0.022360909950690067,0.5343127232316596
2009-03-10,12031,7658,3241,2559,7834,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,196.6000061035156,0.43845066910481256,-5275,-1.055846422338569,4417,1.5270506108202444,0.048590397382853846,0.03789338471419396,0.022360909950690067,0.0025432349159579815,0.5292138168391242
2009-03-17,12275,8000,3589,2707,7761,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,197.1000061035156,0.4117311608961303,-5054,1.8369212866760867,4411,-0.0498711661541019,0.02111196025983951,0.0595392182241781,0.0025432349159579815,0.05225767363781464,0.5240497644164833
2009-03-24,12363,8134,3335,2432,8266,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,207.3999938964844,0.47189193561433307,-5834,-6.3543788187372705,4799,3.160896130346232,0.07291082445316882,0.033830325224518266,0.05225767363781464,0.054966294555260475,0.5185498777053887
2009-03-31,13174,8619,2883,2594,9716,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,218.8000030517578,0.5406102930013663,-7122,-10.418183288845748,5736,7.579066569602848,0.13095044679122664,0.0814640932011824,0.054966294555260475,0.032906749761511644,0.5145371244385809
2009-04-07,13901,9014,3246,2677,10100,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,226.0,0.5339903604057262,-7423,-2.284803400637619,5768,0.24290268711097615,0.03655005087266181,0.06182707993474715,0.032906749761511644,0.052876092691337195,0.5101458883081725
2009-04-14,14759,9619,2793,2755,11401,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,237.9499969482422,0.5858120468866455,-8646,-8.797928206603842,6826,7.610963240054672,0.09741452387680136,0.08524009023525621,0.052876092691337195,-0.06640051798443403,0.5075287541493883
2009-04-21,14473,9164,2999,2890,10918,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,222.1499938964844,0.554688039798245,-8028,4.187275560674843,6165,-4.4786232129548065,0.044756662804171496,0.0543451451122256,-0.06640051798443403,-0.024307873260625223,0.508379532214721
2009-04-28,13733,8906,3047,2672,10020,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,216.75,0.5350615306196752,-7348,4.698403924549161,5859,-2.1142817660471223,0.08792940434919634,0.025600267715217936,-0.024307873260625223,0.027912355486771956,0.5094806436051424
2009-05-05,14342,9471,3594,2803,9887,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,222.8000030517578,0.49393390043229674,-7084,1.922376756717396,5877,0.13107114250345883,0.020803782505910164,0.08511289705319557,0.027912355486771956,0.05184022842708247,0.510670396236364
2009-05-12,15532,10472,3647,2764,11337,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,234.3500061035156,0.5519572495493176,-8573,-10.382094547482918,6825,6.609956770324919,0.10559534784767038,0.07465117926198739,0.05184022842708247,-0.00149351864476166,0.5120195232327533
2009-05-19,16488,10579,3705,3121,11819,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,234.0,0.5275351770984958,-8698,-0.8047901107391193,6874,0.31547772340973473,0.056157965194109774,0.011551386166339961,-0.00149351864476166,-0.010897448939135912,0.5124477424316995
2009-05-26,16195,10258,3480,3200,11753,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,231.4499969482422,0.5281259648039518,-8553,0.8794274623968947,6778,-0.5822416302765648,0.009697050759045008,0.03974377638666472,-0.010897448939135912,0.08230720804899327,0.5116864683967832
2009-06-02,16129,10477,2427,2972,12981,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,250.5,0.6205592411184823,-10009,-8.990429144797778,8050,7.854276011114542,0.09126810004387889,0.09857408555486671,0.08230720804899327,0.023752543740643617,0.5127610608146512
2009-06-09,16182,10839,2486,2705,13021,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,256.45001220703125,0.6374984550735385,-10316,-1.9034038068076136,8353,1.8786037572075143,0.01952181101360804,0.03159474671669794,0.023752543740643617,-0.057321160098693924,0.5136764672723149
2009-06-16,16465,11074,2644,2821,13117,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,241.75,0.6253264500455512,-10296,0.1235941169200346,8430,0.47583735014213324,0.013301543480988831,0.028648491033678378,-0.057321160098693924,-0.02047568541154987,0.514067297831444
2009-06-23,16035,10813,2728,2965,12556,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,236.8000030517578,0.5981290926099158,-9591,4.2818098997874285,8085,-2.095353780747039,0.04542233103537143,0.025478177387194448,-0.02047568541154987,0.04307431088171376,0.5135764475958143
2009-06-30,16444,11513,2586,2708,13227,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,247.0,0.6396862077353442,-10519,-5.787340193327097,8927,5.251013408169629,0.05823658613115783,0.059720547556564293,0.04307431088171376,0.1684210773421686,0.5140253460079418
2009-09-01,21655,14794,2684,4363,18281,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,288.6000061035156,0.6427153082429,-13918,-20.670153247385066,12110,19.356604232546825,0.2962815756933404,0.1933287561505893,0.1684210773421686,0.031704759885564426,0.5144274666915998
2009-09-08,22372,15208,2735,4517,19027,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,297.75,0.6485785803683175,-14510,-2.7337797275456017,12473,1.6762872315862387,0.0382262996941896,0.025915398762748704,0.031704759885564426,-0.008060432901710768,0.5155176773165847
2009-09-15,22121,15029,2555,4347,18952,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,295.3500061035156,0.6602323583924777,-14605,-0.42463794028249596,12474,0.004469873055605221,0.010515472767071548,0.02041628753412193,-0.008060432901710768,0.0226848875943646,0.5177622619528427
2009-09-22,23181,15911,2747,4449,19979,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,302.04998779296875,0.6699452137526423,-15530,-4.181546946340582,13164,3.1192079924054066,0.046217455379073194,0.05756243970414836,0.0226848875943646,-0.04204595994937754,0.5209077521020247
2009-09-29,20094,13037,2482,4494,17222,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,289.3500061035156,0.633422912312133,-12728,12.087485440662611,10555,-11.2549070359346,0.12902928716153989,0.20226818738320768,-0.04204595994937754,0.0701572053387356,0.522154821344451
