,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,SI_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-10-03,98967,27302,8089,26222,62108,084691,SILVER - COMMODITY EXCHANGE INC. ,10.954999923706056,0.3626057170572009,-35886,-0.030915908728259136,19213,0.7439763842348812,0.020434733386165516,0.07561244384165466,-0.03861347225816325,0.01643088146319993,0.49747252516219886
2006-10-10,100304,27850,8370,27313,63119,084691,SILVER - COMMODITY EXCHANGE INC. ,11.135000228881836,0.3569747966182804,-35806,0.08083502581668638,19480,0.2697868986631908,0.023243984430290163,0.02288790723357261,0.01643088146319993,0.050561267514076524,0.4946313480627497
2006-10-17,106890,31433,9026,26641,66698,084691,SILVER - COMMODITY EXCHANGE INC. ,11.697999954223633,0.37474974272616707,-40057,-4.238116126973999,22407,2.918128888179933,0.045543663420435185,0.10477273289008626,0.050561267514076524,0.007009726369331393,0.49173939880265444
2006-10-24,109100,34851,8496,25365,68469,084691,SILVER - COMMODITY EXCHANGE INC. ,11.779999732971191,0.39508707607699356,-43104,-2.850594068668725,26355,3.693516699410609,0.03247223820789905,0.09107896740258842,0.007009726369331393,0.036672340408306914,0.4894617084045809
2006-10-31,110237,36672,8570,23248,69930,084691,SILVER - COMMODITY EXCHANGE INC. ,12.211999893188477,0.4234694340375736,-46682,-3.2795600366636113,28102,1.6012832263978,0.03839962222842302,0.041885858273285885,0.036672340408306914,0.034064884527469586,0.4871546405922969
2006-11-07,113697,38784,8467,23035,72927,084691,SILVER - COMMODITY EXCHANGE INC. ,12.628000259399414,0.43881544807690614,-49892,-2.9119079800792838,30317,2.009307219898945,0.03345074091828015,0.04687731476582506,0.034064884527469586,0.018451045046686154,0.4855029149183239
2006-11-14,117486,43634,8540,25283,79548,084691,SILVER - COMMODITY EXCHANGE INC. ,12.861000061035156,0.46188482031901673,-54265,-3.8461876742570165,35094,4.201518069957871,0.08460283694708626,0.0943573427377621,0.018451045046686154,0.016406149430776562,0.48477727751382554
2006-11-21,116375,44371,6905,23322,80486,084691,SILVER - COMMODITY EXCHANGE INC. ,13.071999549865724,0.49120515574650914,-57164,-2.46752804589483,37466,2.018963961663517,0.027926556720098642,0.0462594586161167,0.016406149430776562,0.04192169175059268,0.48495172151550714
2006-11-28,109864,46095,7051,21989,80386,084691,SILVER - COMMODITY EXCHANGE INC. ,13.619999885559082,0.5315389936648948,-58397,-1.0595059076262083,39044,1.3559613319011814,0.013997557997557997,0.03518609114514733,0.04192169175059268,0.01651985193540928,0.48511182902858824
2006-12-05,106839,49012,7352,21287,82054,084691,SILVER - COMMODITY EXCHANGE INC. ,13.845000267028809,0.56877170321699,-60767,-2.1572125537027595,41660,2.381125755479502,0.022933782332278572,0.057093180043999714,0.01651985193540928,-0.002311342800275673,0.48515399768924244
2006-12-12,110084,51968,8364,21075,84037,084691,SILVER - COMMODITY EXCHANGE INC. ,13.812999725341797,0.5719450601358962,-62962,-2.0544932094085495,43604,1.819560272934041,0.02088248725169343,0.06576940926871312,-0.002311342800275673,-0.08998769675185947,0.4843085173443026
2006-12-19,103358,43218,6432,23977,78315,084691,SILVER - COMMODITY EXCHANGE INC. ,12.56999969482422,0.5257261169914279,-54338,7.834017659242034,36786,-6.193452272809854,0.08430766824385094,0.2151460221550856,-0.08998769675185947,0.0026252977861400684,0.48282474358428035
2006-12-26,101141,41044,6541,24528,75759,084691,SILVER - COMMODITY EXCHANGE INC. ,12.602999687194824,0.506530487141713,-51231,3.006056618742623,34503,-2.2088275701929216,0.030981084288093173,0.04797730377219712,0.0026252977861400684,-0.008331313563628151,0.48066595631489595
2007-01-09,101420,40894,7262,23402,72775,084691,SILVER - COMMODITY EXCHANGE INC. ,12.498000144958496,0.486817195819365,-49373,1.8370393806665941,33632,-0.8611740046074292,0.04273370972269878,0.018087050419470056,-0.008331313563628151,0.003360522996270987,0.47812431143626927
2007-01-16,101830,39984,7212,22897,72820,084691,SILVER - COMMODITY EXCHANGE INC. ,12.539999961853027,0.49025827359324364,-49923,-0.5422993492407809,32772,-0.847958982449221,0.005746105707450087,0.020340706839562676,0.003360522996270987,0.051435443359312494,0.4754794578919136
2007-01-23,108484,43051,7398,23868,78117,084691,SILVER - COMMODITY EXCHANGE INC. ,13.1850004196167,0.5000645256443347,-54249,-4.248256898752823,35653,2.829225179220269,0.06146001863019072,0.06448096097048504,0.051435443359312494,0.010163050455770817,0.47296668667736397
2007-01-30,112320,47120,8123,23938,82394,084691,SILVER - COMMODITY EXCHANGE INC. ,13.319000244140623,0.5204415954415954,-58456,-3.8779912245123707,38997,3.082482209358062,0.04088139036226159,0.08678022554893833,0.010163050455770817,0.023350091193001576,0.4707900894786471
2007-02-06,116607,49943,8816,24398,85387,084691,SILVER - COMMODITY EXCHANGE INC. ,13.630000114440918,0.523030349807473,-60989,-2.2551638176638176,41127,1.8963675213675213,0.03145238420549255,0.059837641893156795,0.023350091193001576,0.018415219998249466,0.4689574949394458
2007-02-13,123596,53943,10381,25753,89360,084691,SILVER - COMMODITY EXCHANGE INC. ,13.880999565124512,0.5146363959998705,-63607,-2.245148232953425,43562,2.0882108278233726,0.046284954783560504,0.0865151420931534,0.018415219998249466,-0.004970772467976059,0.46749777703535084
2007-02-20,127032,56923,10495,26339,90729,084691,SILVER - COMMODITY EXCHANGE INC. ,13.812000274658203,0.5068801561811197,-64390,-0.6335156477555908,46428,2.3188452700734654,0.016699695903235726,0.045892788276128034,-0.004970772467976059,0.05306977896464593,0.4660853489909824
2007-02-27,125249,63891,9502,22636,95689,084691,SILVER - COMMODITY EXCHANGE INC. ,14.545000076293944,0.5832621418135074,-73053,-6.819541532842119,54389,6.266924869324264,0.07321360659201352,0.10847083509326502,0.05306977896464593,-0.11467859831578942,0.46633182239529575
2007-03-06,115412,44348,7308,28039,84719,084691,SILVER - COMMODITY EXCHANGE INC. ,12.876999855041504,0.49111010986725817,-56680,13.072359859160551,37040,-13.85160759766545,0.14520477482750668,0.4208030044912498,-0.11467859831578942,-0.0010872050262050736,0.465050100750266
2007-03-13,112728,40204,6920,29756,81149,084691,SILVER - COMMODITY EXCHANGE INC. ,12.86299991607666,0.45590270385352355,-51393,4.58097944754445,33284,-3.254427615845839,0.04767143050358415,0.096171802054155,-0.0010872050262050736,0.032807271560969076,0.46400794642964666
2007-03-20,113072,38039,6475,30335,81065,084691,SILVER - COMMODITY EXCHANGE INC. ,13.28499984741211,0.44865218621763125,-50730,0.5881413668298914,31564,-1.525796607763821,0.005951526032315978,0.05863323898099474,0.032807271560969076,-0.0056454505176186665,0.46190238332085776
2007-03-27,111348,38443,6365,28630,80585,084691,SILVER - COMMODITY EXCHANGE INC. ,13.210000038146973,0.4666002083557855,-51955,-1.083380500919768,32078,0.45457761426347815,0.020006409376001465,0.011471165863238708,-0.0056454505176186665,0.012490534547808574,0.4598434287143057
2007-04-03,112120,39399,7739,25973,77350,084691,SILVER - COMMODITY EXCHANGE INC. ,13.375,0.45823225115947197,-51377,0.5190932930991127,31660,-0.37539964795056935,0.05702505734444412,0.049429335143620856,0.012490534547808574,0.038355105391172595,0.4576659744208143
2007-04-10,118004,43105,9375,26167,81958,084691,SILVER - COMMODITY EXCHANGE INC. ,13.887999534606934,0.47278905799803395,-55791,-3.936853371387799,33730,1.8462361755262218,0.04441156069364162,0.10179115853658537,0.038355105391172595,0.007488486105834191,0.4561620648835961
2007-04-17,122313,47030,9997,26140,84445,084691,SILVER - COMMODITY EXCHANGE INC. ,13.991999626159668,0.47668686075887273,-58305,-2.130436256398088,37033,2.7990576590624046,0.022733643803409143,0.07973416101145071,0.007488486105834191,-0.015937648564325446,0.45492194291633276
2007-04-24,123627,48794,10378,27432,86088,084691,SILVER - COMMODITY EXCHANGE INC. ,13.769000053405762,0.47445946273872214,-58656,-0.28696867871771603,38416,1.1307056486227958,0.02585447498238196,0.036250253498276215,-0.015937648564325446,-0.038056515782863176,0.4543178925264486
2007-05-01,109108,43129,11404,22005,75542,084691,SILVER - COMMODITY EXCHANGE INC. ,13.244999885559082,0.49067896029622027,-53537,4.140681242770592,31725,-5.412248133498346,0.16374670671573702,0.12269634899968826,-0.038056515782863176,0.018422079047469175,0.454172471744112
2007-05-08,108852,41590,11929,23074,73766,084691,SILVER - COMMODITY EXCHANGE INC. ,13.48900032043457,0.4656965420938522,-50692,2.6075081570553946,29661,-1.8917036330974815,0.029378356051218506,0.03856574300715634,0.018422079047469175,-0.019497403961272752,0.4540458108677999
2007-05-15,108698,41376,11620,23602,74081,084691,SILVER - COMMODITY EXCHANGE INC. ,13.22599983215332,0.46439676902978894,-50479,0.19567853599382648,29756,0.08727446441039209,0.0086299560824299,0.009868669333534606,-0.019497403961272752,-0.02321186784464846,0.45364381048378627
2007-05-22,108612,39806,14479,24336,68807,084691,SILVER - COMMODITY EXCHANGE INC. ,12.918999671936035,0.40944831142046917,-44471,5.527240611602789,25327,-4.074591988813041,0.06450296855372921,0.08158791563046883,-0.02321186784464846,0.01849990916508415,0.45245612578426553
2007-05-29,111742,41409,13717,24132,71062,084691,SILVER - COMMODITY EXCHANGE INC. ,13.157999992370604,0.41998532333410893,-46930,-2.2640223916326008,27692,2.1774757853644164,0.02583145996596424,0.042901716068642744,0.01849990916508415,0.045523634097821564,0.452012054410341
2007-06-05,115097,44461,11980,22250,75366,084691,SILVER - COMMODITY EXCHANGE INC. ,13.756999969482422,0.4614890049262796,-53116,-5.535966780619642,32481,4.285765423922965,0.06337075889198492,0.0848496660229266,0.045523634097821564,-0.05102854298640036,0.452550137433166
2007-06-12,119583,44174,12494,24552,75384,084691,SILVER - COMMODITY EXCHANGE INC. ,13.05500030517578,0.4250771430721758,-50832,1.984413147171516,31680,-0.6959347333119021,0.023214857508805635,0.014134961530316934,-0.05102854298640036,0.018996563704420044,0.452123522385808
2007-06-19,124252,44649,9953,27269,82078,084691,SILVER - COMMODITY EXCHANGE INC. ,13.303000450134276,0.44111161188552295,-54809,-3.3257235560238496,34696,2.5220976225717706,0.08606546132952893,0.05523607193875682,0.018996563704420044,-0.07765165431984755,0.4531425353806172
2007-06-26,120288,40565,12713,28444,76366,084691,SILVER - COMMODITY EXCHANGE INC. ,12.270000457763672,0.39839385474860334,-47922,5.542767923252744,27852,-5.508160834433248,0.06570937887606144,0.12845827546079058,-0.07765165431984755,0.02436835983879382,0.45333616834726276
2007-07-03,117290,40070,16067,29864,71918,084691,SILVER - COMMODITY EXCHANGE INC. ,12.569000244140623,0.3585471907238469,-42054,4.878292098962491,24003,-3.199820430965682,0.05765263013106443,0.06856440493791974,0.02436835983879382,0.023709075998941564,0.45330593880359227
2007-07-10,116724,40880,14402,29107,73814,084691,SILVER - COMMODITY EXCHANGE INC. ,12.866999626159668,0.3830146328090196,-44707,-2.261914911757183,26478,2.1101543183562113,0.02577705230225124,0.04477044969429471,0.023709075998941564,0.004352274124562516,0.45397406750908736
2007-07-17,115546,39986,12046,27296,74216,084691,SILVER - COMMODITY EXCHANGE INC. ,12.92300033569336,0.40607204057258584,-46920,-1.8959254309310853,27940,1.2525273294266817,0.021800378280400348,0.06246156211562116,0.004352274124562516,0.03373828514853949,0.45369645134154146
2007-07-24,119064,42754,10411,25919,78207,084691,SILVER - COMMODITY EXCHANGE INC. ,13.359000205993652,0.43915877175300677,-52288,-4.645768784726429,32343,3.8106035691412945,0.05155292626241285,0.08281764318630679,0.03373828514853949,-0.03061609330202819,0.4543066697096447
2007-07-31,118550,38580,11211,29692,76627,084691,SILVER - COMMODITY EXCHANGE INC. ,12.949999809265137,0.39590889919865035,-46935,4.495901363972318,27369,-4.177585164281395,0.05034847957561678,0.0998975718503344,-0.03061609330202819,0.0070270701379233635,0.45370859693065707
2007-08-07,122787,39317,10377,31888,79448,084691,SILVER - COMMODITY EXCHANGE INC. ,13.041000366210938,0.3873374217140251,-47560,-0.527203711514129,28940,1.3251792492619148,0.04506179492706761,0.031613474463717955,0.0070270701379233635,-0.025611577186115952,0.4525166523715995
2007-08-14,122912,36203,9256,33866,80298,084691,SILVER - COMMODITY EXCHANGE INC. ,12.70699977874756,0.3777662067170008,-46432,0.9186640279508418,26947,-1.623135999739386,0.024771381521320204,0.093160870234717,-0.025611577186115952,-0.09585263866535143,0.4512893029669364
2007-08-21,117914,32607,12809,35312,70734,084691,SILVER - COMMODITY EXCHANGE INC. ,11.48900032043457,0.3004053801923436,-35422,8.957628221817235,19798,-5.816356417599584,0.10382286932086075,0.15741148493922846,-0.09585263866535143,0.02306548718404189,0.4489333433121189
2007-08-28,111791,25712,16050,35002,61984,084691,SILVER - COMMODITY EXCHANGE INC. ,11.753999710083008,0.24136111135959065,-26982,7.157759044727513,9662,-8.596095459402616,0.09341554451157899,0.24270868253436137,0.02306548718404189,0.04483583803341551,0.44532962943849347
2007-09-04,107814,25965,16688,33683,58516,084691,SILVER - COMMODITY EXCHANGE INC. ,12.281000137329102,0.23033186784647633,-24833,1.9223372185596337,9277,-0.3443926613054718,0.05192030282324103,0.02088950366914402,0.04483583803341551,0.03143063881191166,0.44141262031302403
2007-09-11,108199,27426,16582,31369,57796,084691,SILVER - COMMODITY EXCHANGE INC. ,12.666999816894531,0.24424440151942253,-26427,-1.4784721835754169,10844,1.4534290537407017,0.034026804239331576,0.03560716233412107,0.03143063881191166,0.007894559320696493,0.43711990322527267
2007-09-18,109750,28450,15241,31931,61152,084691,SILVER - COMMODITY EXCHANGE INC. ,12.767000198364258,0.266250569476082,-29221,-2.5822789489736504,13209,2.18578729932809,0.042091466755476294,0.05413014121901536,0.007894559320696493,0.056003770774555095,0.434637270680508
2007-09-25,116537,37848,13085,26429,68589,084691,SILVER - COMMODITY EXCHANGE INC. ,13.482000350952148,0.36177351399126456,-42160,-11.789521640091117,24763,10.52756264236902,0.13617419857290197,0.22684703433922998,0.056003770774555095,-0.011496861193492025,0.4347145181776976
2007-10-02,117498,39347,12749,25629,70478,084691,SILVER - COMMODITY EXCHANGE INC. ,13.32699966430664,0.3817001140444944,-44849,-2.307421677235556,26598,1.5746072062949965,0.027979231481577823,0.03522343366093366,-0.011496861193492025,0.011105329098151984,0.4351784167266194
2007-10-09,120478,41278,13029,26687,73685,084691,SILVER - COMMODITY EXCHANGE INC. ,13.475000381469728,0.3900961171334186,-46998,-1.8289673015710903,28249,1.4051303000902142,0.04249193002032439,0.04071298359327527,0.011105329098151984,0.006456392632694374,0.43570707826654664
2007-10-16,124780,41936,13040,27425,76032,084691,SILVER - COMMODITY EXCHANGE INC. ,13.562000274658203,0.3895415932040391,-48607,-1.3355135377413305,28896,0.5370275070967313,0.029819151918188232,0.012168946449359721,0.006456392632694374,0.000737300914689154,0.4363333628162728
2007-10-23,122842,40818,12298,28464,75619,084691,SILVER - COMMODITY EXCHANGE INC. ,13.571999549865724,0.383867081291415,-47155,1.1636480205161084,28520,-0.3013303414008655,0.013950404965268103,0.03501769711574667,0.000737300914689154,0.0512084196543765,0.4365086962502198
2007-10-30,133518,44222,13733,29344,80532,084691,SILVER - COMMODITY EXCHANGE INC. ,14.267000198364258,0.38337902005722074,-51188,-3.283079077188584,30489,1.6028719818954429,0.05272306964214205,0.0834958157190924,0.0512084196543765,0.07429729103556859,0.4362835413267626
2007-11-06,150120,48322,14245,33988,88954,084691,SILVER - COMMODITY EXCHANGE INC. ,15.32699966430664,0.3661470823341327,-54966,-2.8295810302730717,34077,2.6872781198040716,0.1062777569911015,0.07371297968577685,0.07429729103556859,-0.049324693787596074,0.43518118840938885
2007-11-13,146205,45951,14724,33634,88266,084691,SILVER - COMMODITY EXCHANGE INC. ,14.571000099182127,0.37366711124790536,-54632,0.2224886757260858,31227,-1.8984812150279775,0.008547990155865463,0.04697156983930779,-0.049324693787596074,-0.006382568893985696,0.4339283357780619
2007-11-20,146852,44350,14802,37480,90365,084691,SILVER - COMMODITY EXCHANGE INC. ,14.477999687194824,0.36012447906736034,-52885,1.1948975753223214,29548,-1.1483875380458946,0.04650162305917322,0.02838450094671355,-0.006382568893985696,-0.0002762612356280725,0.431971406138607
2007-11-27,144601,42438,11564,36684,88384,084691,SILVER - COMMODITY EXCHANGE INC. ,14.473999977111816,0.35753556337784664,-51700,0.8069348732056765,30874,0.9029499087516683,0.022203921066939584,0.09536683826524943,-0.0002762612356280725,-0.014025153308384719,0.4294008370545942
2007-12-04,138128,39409,11041,35611,85186,084691,SILVER - COMMODITY EXCHANGE INC. ,14.270999908447266,0.3589062319008456,-49575,1.4695610680424065,28368,-1.733044723065539,0.035356838332077783,0.07040634291377601,-0.014025153308384719,0.029710587141548617,0.4260809762514394
2007-12-11,147922,42254,11234,38941,92080,084691,SILVER - COMMODITY EXCHANGE INC. ,14.69499969482422,0.3592366247076162,-53139,-2.580215452334067,31020,1.919958299548245,0.07803329237297837,0.05679778641938379,0.029710587141548617,-0.04634227764558807,0.4220514555108746
2007-12-18,148157,38234,12111,40362,88289,084691,SILVER - COMMODITY EXCHANGE INC. ,14.013999938964844,0.3234879215966846,-47927,3.5234785900677386,26123,-3.3105285217885103,0.040512704914847146,0.09726884496970901,-0.04634227764558807,0.12080775275840128,0.4172734336158897
2008-01-08,168508,51774,10691,37921,101676,084691,SILVER - COMMODITY EXCHANGE INC. ,15.70699977874756,0.37834998931801456,-63755,-10.683261675114911,41083,10.097396680548337,0.11338352543392766,0.239494116705355,0.12080775275840128,0.031705618639679134,0.4144392773144779
2008-01-15,177544,55869,12852,38336,103678,084691,SILVER - COMMODITY EXCHANGE INC. ,16.204999923706055,0.36803271301761814,-65342,-0.9417950483063119,43017,1.147719989555392,0.017019448786739336,0.09103476375489297,0.031705618639679134,-0.010799089039460141,0.41177585858132226
2008-01-22,179362,58504,11916,39040,107982,084691,SILVER - COMMODITY EXCHANGE INC. ,16.030000686645508,0.38437350163356787,-68942,-2.0276663812913984,46588,2.0113324021087733,0.034062929357511124,0.05071002556092019,-0.010799089039460141,0.044603875356259426,0.40980578753928765
2008-01-29,183056,57683,11571,40907,110412,084691,SILVER - COMMODITY EXCHANGE INC. ,16.7450008392334,0.37969255309850536,-69505,-0.3138903446660943,46112,-0.265385087142204,0.028396962707921674,0.01683657261674416,0.044603875356259426,-0.02639601795288249,0.40767952368361965
2008-02-05,184677,58807,9057,43255,113354,084691,SILVER - COMMODITY EXCHANGE INC. ,16.30299949645996,0.3795762330988699,-70099,-0.32449086618302597,49750,1.9873699851411588,0.0337783907693683,0.053607214428857713,-0.02639601795288249,0.056124697527349277,0.40536244113466835
2008-02-12,187309,62875,10885,46904,118872,084691,SILVER - COMMODITY EXCHANGE INC. ,17.218000411987305,0.3842207261797351,-71968,-1.0120372325736287,51990,1.2129285184403038,0.05529750989286748,0.07993492407809111,0.056124697527349277,0.015797383704410306,0.40274280903347875
2008-02-19,189151,63733,10595,47210,123000,084691,SILVER - COMMODITY EXCHANGE INC. ,17.489999771118164,0.4006851668772568,-75790,-2.040478567500761,53138,0.6128909982969318,0.026050173315316373,0.0154450543536756,0.015797383704410306,0.06986850417735546,0.4003900170540516
2008-02-26,173340,63537,9620,40554,113703,084691,SILVER - COMMODITY EXCHANGE INC. ,18.71199989318848,0.42199723087573554,-73149,1.396238983669132,53917,0.411840275758521,0.10341832137277401,0.01600667058517982,0.06986850417735546,0.05483117691423134,0.39860849464781817
2008-03-04,166625,62211,11594,40419,111332,084691,SILVER - COMMODITY EXCHANGE INC. ,19.738000869750977,0.42558439609902476,-70913,1.2899503865235953,50617,-1.9037729318103151,0.016513894471865093,0.04471241785786871,0.05483117691423134,-0.0031411628293734895,0.3970451146462394
2008-03-11,162481,59926,8916,38872,109774,084691,SILVER - COMMODITY EXCHANGE INC. ,19.676000595092773,0.4363710218425539,-70902,0.006601650412603152,51010,0.23585896474118528,0.020888554014235162,0.0720926178786206,-0.0031411628293734895,0.010876132754795709,0.39422028541602877
2008-03-18,160860,59944,9489,37413,108601,084691,SILVER - COMMODITY EXCHANGE INC. ,19.88999938964844,0.44254631356459034,-71188,-0.17602058086791686,50455,-0.3415783999359925,0.018025668771487667,0.008511802745092391,0.010876132754795709,-0.1069884527249868,0.39328636625636204
2008-03-25,148918,48579,8541,40801,99922,084691,SILVER - COMMODITY EXCHANGE INC. ,17.761999130249023,0.3970037201681462,-59121,7.501554146462763,40038,-6.475817481039413,0.08575001954193699,0.2155637254901961,-0.1069884527249868,-0.05106404866713776,0.3921536934931818
2008-04-01,145358,47457,6193,39781,98073,084691,SILVER - COMMODITY EXCHANGE INC. ,16.854999542236328,0.4010236794672464,-58292,0.5566822009428007,41264,0.8232718677392928,0.020811873431311387,0.0646784715750233,-0.05106404866713776,0.04865023536603563,0.3912377606710589
2008-04-08,145698,47194,7258,40437,98064,084691,SILVER - COMMODITY EXCHANGE INC. ,17.674999237060547,0.39552361734546804,-57627,0.4574911597572889,39936,-0.91360640625215,0.004801409376105588,0.02438845221479468,0.04865023536603563,0.008769487600344794,0.38987090315162976
2008-04-15,149199,46916,6379,42771,100963,084691,SILVER - COMMODITY EXCHANGE INC. ,17.829999923706055,0.3900294237897037,-58192,-0.3877884391000563,40537,0.4124970830073165,0.03640753057731643,0.02170935359789849,0.008769487600344794,-0.007403251264567867,0.3885593103175958
2008-04-22,153234,47548,6226,45072,104747,084691,SILVER - COMMODITY EXCHANGE INC. ,17.697999954223633,0.3894370701019356,-59675,-0.9939744904456465,41322,0.5261429366148567,0.04061567624934087,0.014598132926693198,-0.007403251264567867,-0.0654310680128537,0.38695638747344
2008-04-29,126504,48978,6421,32510,92717,084691,SILVER - COMMODITY EXCHANGE INC. ,16.540000915527344,0.475929614873838,-60207,-0.3471814349295848,42557,0.8059569025151077,0.1963793750549003,0.029332659434285816,-0.0654310680128537,0.01451026347240747,0.38694182505257396
2008-05-06,121057,48779,7600,27698,86446,084691,SILVER - COMMODITY EXCHANGE INC. ,16.780000686645508,0.4852920525041922,-58748,1.153323215076203,41179,-1.0892936191740972,0.0970966498458088,0.024441724755671437,0.01451026347240747,-0.0010131226262575233,0.3871501440865253
2008-05-13,122802,49456,9415,27010,86063,084691,SILVER - COMMODITY EXCHANGE INC. ,16.76300048828125,0.48087979023142946,-59053,-0.2519474297231883,40041,-0.9400530328688138,0.009471757183412486,0.04232983981926585,-0.0010131226262575233,0.054166856305412514,0.3869616985083563
2008-05-20,125838,54227,11158,25630,87870,084691,SILVER - COMMODITY EXCHANGE INC. ,17.67099952697754,0.49460417362005116,-62240,-2.595234605299588,43069,2.46575788667937,0.028079295154185023,0.09962529632178634,0.054166856305412514,-0.013921130468111609,0.38751761449924477
2008-05-27,126583,55747,10909,25034,89595,084691,SILVER - COMMODITY EXCHANGE INC. ,17.424999237060547,0.5100289928347408,-64561,-1.8444349083742588,44838,1.405775679842337,0.020247930279423183,0.026539246279404703,-0.013921130468111609,-0.0359253645964116,0.38839515726472457
2008-06-03,123200,51098,9145,26410,87075,084691,SILVER - COMMODITY EXCHANGE INC. ,16.798999786376953,0.4924107142857143,-60665,3.0778224564119983,41953,-2.279137008919049,0.03433052826364718,0.10645220191557525,-0.0359253645964116,-0.011429218278846909,0.38999058808905623
2008-06-10,128241,51259,10338,30053,89162,084691,SILVER - COMMODITY EXCHANGE INC. ,16.60700035095215,0.46092123423866005,-59109,1.262987012987013,40921,-0.8376623376623377,0.04806442142347859,0.02198159001250061,-0.011429218278846909,0.027217417640430508,0.39077781714491294
2008-06-17,130931,49452,9430,33211,92480,084691,SILVER - COMMODITY EXCHANGE INC. ,17.05900001525879,0.452673545607992,-59269,-0.12476509072761441,40022,-0.7010238535257834,0.05152317986172439,0.04610916748751741,0.027217417640430508,-0.02532382942473521,0.39060828908109974
2008-06-24,128720,49195,10195,30744,89154,084691,SILVER - COMMODITY EXCHANGE INC. ,16.62700080871582,0.45377563704164076,-58410,0.6560707548250605,39000,-0.7805638084181744,0.04831606865835961,0.017208284222933155,-0.02532382942473521,0.09460515292686278,0.3911601831958971
2008-07-01,130495,56414,9925,27495,92817,084691,SILVER - COMMODITY EXCHANGE INC. ,18.200000762939453,0.5005709030997356,-65322,-5.3697949036668735,46489,5.8180546923555,0.05745062836624776,0.11288985363059437,0.09460515292686278,-0.017582504876838767,0.3923036311038628
2008-07-08,135835,59095,10957,27542,96098,084691,SILVER - COMMODITY EXCHANGE INC. ,17.8799991607666,0.5047005558214009,-68556,-2.4782558718724856,48138,1.2636499482738803,0.026916855386606275,0.05300348312682008,-0.017582504876838767,0.05934009361156578,0.3943479907398781
2008-07-15,143386,60062,10777,30013,101164,084691,SILVER - COMMODITY EXCHANGE INC. ,18.94099998474121,0.49621999358375296,-71151,-1.9104060072882543,49285,0.8444068170942688,0.057456718784543025,0.016191645844803003,0.05934009361156578,-0.05258435619657709,0.39699554464103015
2008-07-22,140089,57762,10802,29884,98925,084691,SILVER - COMMODITY EXCHANGE INC. ,17.94499969482422,0.49283669667140173,-69041,1.47155231333603,46960,-1.6214972173015496,0.018383808584803856,0.033909923575053964,-0.05258435619657709,-0.03427137261504354,0.39910750740761447
2008-07-29,132854,50265,10421,33211,93068,084691,SILVER - COMMODITY EXCHANGE INC. ,17.329999923706055,0.4505472172459994,-59857,6.55583236371164,39844,-5.079627950802704,0.07272784865258673,0.12981577299541905,-0.03427137261504354,-0.0457587577073999,0.39996279926671857
2008-08-05,133255,46849,9649,35217,90678,084691,SILVER - COMMODITY EXCHANGE INC. ,16.53700065612793,0.416202018685978,-55461,3.308895479247896,37200,-1.9901546058078794,0.034917987211565193,0.0741265177528408,-0.0457587577073999,-0.12547624603077845,0.39952132324619877
2008-08-12,140094,45941,9915,41559,92209,084691,SILVER - COMMODITY EXCHANGE INC. ,14.461999893188477,0.36154296400987906,-50650,3.610371093017148,36026,-0.8810175978387301,0.05885563064410023,0.02101833285591521,-0.12547624603077845,-0.09466183731932976,0.3988604398771839
2008-08-19,135028,42525,10961,43891,90759,084691,SILVER - COMMODITY EXCHANGE INC. ,13.093000411987305,0.3470983795953432,-46868,2.6996159721329964,31564,-3.1850043542193096,0.028087634608243595,0.08342369965972404,-0.09466183731932976,0.036584367433447174,0.3980866121441323
2008-08-26,125075,39453,11869,37361,80469,084691,SILVER - COMMODITY EXCHANGE INC. ,13.571999549865724,0.344657205676594,-43108,2.784607636934562,27584,-2.947536807180733,0.14274802681829754,0.07754958887027005,0.036584367433447174,-0.03846149251721909,0.397449900585663
2008-09-02,116628,40310,13301,31721,70569,084691,SILVER - COMMODITY EXCHANGE INC. ,13.050000190734863,0.3330932537641047,-38848,3.4059564261443134,27009,-0.4597241655006996,0.1519210088962753,0.04269646154707056,-0.03846149251721909,-0.10804596373976838,0.39807851353896606
2008-09-09,116403,38840,14090,31065,68568,084691,SILVER - COMMODITY EXCHANGE INC. ,11.640000343322754,0.32218241797891806,-37503,1.1532393593305208,24750,-1.9369276674554996,0.02666787108688888,0.042679010013225015,-0.10804596373976838,-0.10120278482723866,0.39963276943549164
2008-09-16,112340,38161,14660,29032,66267,084691,SILVER - COMMODITY EXCHANGE INC. ,10.461999893188477,0.33144917215595515,-37235,0.2302346159463244,23501,-1.072996400436415,0.045477916872160254,0.023645898411616594,-0.10120278482723866,0.2540623226445602,0.4015773329799046
2008-09-23,104403,34169,13012,26895,60267,084691,SILVER - COMMODITY EXCHANGE INC. ,13.119999885559082,0.31964598718427634,-33372,3.4386683282891224,21157,-2.086523055011572,0.09335490236570983,0.11953964519615948,0.2540623226445602,-0.06775914228043156,0.4030273634734595
