,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,LE_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2007-01-16,261503,64640,30934,111312,109613,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,92.2750015258789,-0.006497057395135046,1699,1.2915027968850379,33706,-0.27342097428746026,0.016489758967975558,0.061669491702764354,-0.0002708724274350649,-0.029260412170022954,-0.030932306834566554
2007-01-23,257867,64581,30378,112231,113257,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,89.57499694824219,0.003978795270430106,-1026,-1.042053054840671,34203,0.19005518101130772,0.020236110125594266,0.006476479322655041,-0.029260412170022954,0.003907408489423281,-0.03222283827965117
2007-01-30,254118,63578,31319,114041,112868,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,89.92500305175781,-0.004615965811158596,1173,0.8527651851535869,32259,-0.7538769986078095,0.00969110965188688,0.020485368346733826,0.003907408489423281,0.02835691226938941,-0.033657940158467896
2007-02-06,268561,68036,32448,118479,119627,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,92.4749984741211,0.004274634068237756,-1148,-0.9133552129325746,35588,1.3100213286740805,0.04702527445759452,0.05560089168424824,0.02835691226938941,0.020816470219207517,-0.034703484748159014
2007-02-13,273259,70945,33903,121204,125149,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.4000015258789,0.0144368529490337,-3945,-1.041476610527962,37042,0.5414040013255834,0.0334763530381201,0.04162215779032504,0.020816470219207517,-0.01827328862540556,-0.03614686985856412
2007-02-20,274295,73556,35235,120867,125660,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,92.6750030517578,0.017473887602763447,-4793,-0.3103282965977333,38321,0.46805411715625106,0.0034397855001683385,0.03624380693255876,-0.01827328862540556,0.022390039168203035,-0.03537444745139316
2007-02-27,283602,77244,37949,121865,129936,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.75,0.028458896622731857,-8071,-1.1950637087806923,39295,0.35509214531799704,0.020945111417349414,0.055576293698401814,0.022390039168203035,0.030079139568560453,-0.0344233717551505
2007-03-06,285021,74624,37011,123486,128302,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.5999984741211,0.016897000571887685,-4816,1.147735206380773,37613,-0.593084675002292,0.01292754221805646,0.031871724817485556,0.030079139568560453,0.02561475449882189,-0.03351385415943608
2007-03-13,299316,76858,40593,121498,125438,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,100.0999984741211,0.01316334576166994,-3940,0.30734577452187734,36265,-0.47294760736928154,0.019648815887517414,0.0495185226179428,0.02561475449882189,-0.024975025355732927,-0.0324223867053837
2007-03-20,297871,74197,41762,118966,121774,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.5999984741211,0.00942689956390518,-2808,0.37819561934544094,32435,-1.279584118456748,0.025737309960953726,0.03302891539250942,-0.024975025355732927,-0.007940589528640074,-0.03094464692928164
2007-03-27,298522,73659,42174,117338,119537,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,96.8249969482422,0.00736629126161556,-2199,0.20445092002914014,31485,-0.3189300066136012,0.016316622691292876,0.008201462450251655,-0.007940589528640074,0.01755749683674601,-0.02880917224839605
2007-04-03,298482,74190,46974,120915,118666,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,98.5250015258789,-0.00753479271781883,2249,1.4900074366378357,27216,-1.4300453567911244,0.018565746031613525,0.04399821729226503,0.01755749683674601,0.017761989067722528,-0.02642030556147493
2007-04-10,294301,74068,43347,120023,121321,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,100.2750015258789,0.004410450525142626,-1298,-1.188346365945015,30721,1.1742751656716317,0.014696864226995492,0.031929480901077376,0.017761989067722528,-0.026178010072854918,-0.02400966362464079
2007-04-17,277906,65155,37886,117952,118235,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.6500015258789,0.0010183299389002036,-283,0.34488499869181555,27269,-1.1729487837282238,0.021834393933620393,0.13949786977999049,-0.026178010072854918,-0.007680491431443892,-0.022356188176785773
2007-04-24,268049,62560,38650,116169,114136,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,96.9000015258789,-0.007584434189271364,2033,0.8333753139550784,23910,-1.2086820723554008,0.025540044723301708,0.03318842011658927,-0.007680491431443892,-0.031217765513357865,-0.02036280400670026
2007-05-01,264813,63804,41925,115423,113177,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,93.875,-0.008481456726067075,2246,0.07946308324224302,21879,-0.75769728669012,0.007458442694663167,0.04274134816370154,-0.031217765513357865,-0.016511350751081788,-0.01831987293260366
2007-05-08,253456,62977,39919,117061,115015,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,92.3249969482422,-0.008072407045009784,2046,-0.07552499310834437,23058,0.4452198343736901,0.014977852082938347,0.027532654330586222,-0.016511350751081788,0.008665075312228598,-0.016313954422053963
2007-05-15,261875,66057,41341,120292,118923,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,93.125,-0.005227684964200477,1369,-0.26710750583927784,24716,0.654156934536961,0.02984344627218193,0.0419188439263301,0.008665075312228598,-0.006711409395973145,-0.014708208466207576
2007-05-22,266552,69306,43427,120534,119977,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,92.5,-0.0020896485488760166,557,-0.31007159904534604,25879,0.44410501193317425,0.005388526928082292,0.04732420852811511,-0.006711409395973145,-0.01621621621621616,-0.013104049901208956
2007-05-29,265906,65613,39068,122274,121414,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.0,-0.0032342256286055976,860,0.11367387976830036,26545,0.2498574386986404,0.013037162273070484,0.0769194027569473,-0.01621621621621616,0.0002747420426254532,-0.011764443274991281
2007-06-05,251058,59638,32893,120256,119257,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.0250015258789,-0.003979160194058744,999,0.05227411190420675,26745,0.07521454950245575,0.017431204151757942,0.13130734564632393,0.0002747420426254532,-0.006316996077975645,-0.010223449655922458
2007-06-12,243270,57108,32586,117409,113319,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,90.4499969482422,-0.016812595058987957,4090,1.2311896055891467,24522,-0.8854527639031619,0.038075136090981586,0.03162976341784289,-0.006316996077975645,-0.003869524443670058,-0.009012719864988215
2007-06-19,241428,59227,33440,116376,113255,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,90.0999984741211,-0.012927249531951556,3121,-0.3983228511530398,25787,0.5199983557364245,0.004777229555242977,0.03208261840784745,-0.003869524443670058,-0.050499395110091494,-0.008293433590762227
2007-06-26,227375,53000,35221,112639,102154,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,85.55000305175781,-0.04611324903793293,10485,3.050184734165051,17779,-3.316930927647166,0.06908046351603638,0.0907720384035547,-0.050499395110091494,0.05172408257760264,-0.008315589681763307
2007-07-03,220243,50034,40061,113100,96600,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,89.9749984741211,-0.07491725049150257,16500,2.645409565695437,9973,-3.4330951072017593,0.028683834048640916,0.08664187801764804,0.05172408257760264,0.022228397153852164,-0.009209022312909897
2007-07-10,229572,58623,42518,111121,100202,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.9749984741211,-0.047562420504242676,10919,-2.5340192423822776,16105,2.784197454629659,0.026409808681497046,0.1092138697461959,0.022228397153852164,-0.005979836167304131,-0.00985148400387106
2007-07-17,236495,60334,39071,113111,108366,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.4250030517578,-0.02006384913000275,4745,-2.689352360043908,21263,2.2467896781837506,0.045846747066286796,0.05188873799104673,-0.005979836167304131,0.013125478897308307,-0.010216783149411065
2007-07-24,241378,61272,38490,115405,111167,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,92.625,-0.017557523883701083,4238,-0.21438085371783758,22782,0.6422968773124167,0.022487332944935826,0.015226238447505062,0.013125478897308307,0.02429149797570851,-0.01028340744105575
2007-07-31,251840,66046,38039,120638,119960,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.875,-0.002692185514612452,678,-1.4748651492679532,28007,2.1646546081250153,0.058296411441491613,0.05019935629533554,0.02429149797570851,-0.03135703266530798,-0.010018817004904167
2007-08-07,241527,64256,36321,116949,116727,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.9000015258789,-0.0009191518960613099,222,-0.18106734434561628,27935,-0.028589580686149935,0.029622211951591093,0.03487874961472305,-0.03135703266530798,-0.009521218557908329,-0.00961643423098884
2007-08-14,224582,53722,35342,114869,109173,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.0250015258789,-0.02536267376726541,5696,2.2664132788466715,18380,-3.9560794445341516,0.043000865909070624,0.1292665948082278,-0.009521218557908329,0.020324069685350388,-0.01015278030557624
2007-08-21,223683,49234,38499,115894,104106,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,92.875,-0.052699579315370414,11788,2.712594954181546,10735,-3.4041018425341303,0.027690909090909092,0.08713938882746515,0.020324069685350388,0.01641993567568134,-0.01117804649795279
2007-08-28,228259,57952,34442,112285,107520,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.4000015258789,-0.02087540907477909,4765,-3.1397111090248253,23510,5.711207378298753,0.031951047519392185,0.13826655410524494,0.01641993567568134,0.03416311887703727,-0.011579401950346482
2007-09-04,232177,60908,32148,111546,111866,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.625,0.0013782588283938546,-320,-2.227732531904547,28760,2.3000188382495326,0.022760639535924658,0.05641764099037139,0.03416311887703727,-0.019718341119157934,-0.011399938075348275
2007-09-11,227108,59819,32809,113537,109748,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,95.6999969482422,-0.016683692340208185,3789,1.7697704768344842,27010,-0.7537352967778893,0.018402490091139128,0.018892775402686014,-0.019718341119157934,-0.0005224182231723384,-0.011679110257058117
2007-09-18,231028,56766,34237,113872,107742,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,95.6500015258789,-0.02653358034523954,6130,1.03078711450059,22529,-1.9730700811948503,0.01056341205880495,0.049240134940606355,-0.0005224182231723384,0.02012540921750494,-0.012429059450981616
2007-09-25,246914,59737,33851,118090,113221,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.5749969482422,-0.019719416476991988,4869,-0.5458212857315996,25886,1.4530706234742108,0.04192191465170269,0.03586998333119631,0.02012540921750494,-0.018959759487386152,-0.012572650554062795
2007-10-02,241252,58021,34902,119245,111095,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,95.7249984741211,-0.033782103360801154,8150,1.3288027410353402,23119,-1.1206330949237386,0.01424416080576539,0.02977734253091269,-0.018959759487386152,-0.019064998457383853,-0.012813188035766579
2007-10-09,232287,52809,38546,121300,105388,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,93.9000015258789,-0.06850146585904505,15912,3.2173826538225594,14263,-3.670850397095154,0.034240894974590624,0.09694050681407695,-0.019064998457383853,0.014376980321443744,-0.013682413165095044
2007-10-16,232179,53405,40166,121374,106259,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,95.25,-0.0651006335628976,15115,-0.3431100319862928,13239,-0.44083396832366856,0.004151419170331191,0.023682551217791836,0.014376980321443744,0.007611532536704324,-0.014506121187356589
2007-10-23,235272,54708,40521,123185,106989,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,95.9749984741211,-0.06883947091026557,16196,0.46558904982793453,14187,0.40830566071866964,0.011039474484520407,0.0174106627182896,0.007611532536704324,-0.016670992441354615,-0.015317683896708132
2007-10-30,232219,53569,44261,124727,104348,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.375,-0.08775767702039884,20379,1.7779421265598967,9308,-2.073769934373831,0.018260395067117755,0.0498722273331289,-0.016670992441354615,0.014569536423840956,-0.016245896839853037
2007-11-06,237546,52469,49198,128731,104339,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,95.75,-0.10268326976669782,24392,1.7281101029631514,3271,-2.599701144178556,0.0172180031750118,0.059380133179891215,0.014569536423840956,-0.0018277081123529992,-0.017807270474286412
2007-11-13,247131,52871,42892,129925,111319,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,95.5749969482422,-0.07528800514706775,18606,-2.435738762176589,9979,2.823874112803415,0.03388270796372138,0.07004793082923468,-0.0018277081123529992,0.006277856371164958,-0.01894058845159524
2007-11-20,242358,53918,45536,128957,109584,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,96.1750030517578,-0.07993546736645789,19373,0.310361710995383,8382,-0.6462159745236332,0.011331385380291019,0.03711263498702918,0.006277856371164958,-0.0007798760099476665,-0.02012917910407082
2007-11-27,238458,55183,45822,128418,109560,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,96.0999984741211,-0.07908310897516543,18858,-0.21249556441297587,9361,0.40394787875787064,0.002365764902638059,0.015355675461610811,-0.0007798760099476665,-0.01899060330093183,-0.021103727716162986
2007-12-04,237412,55505,50050,128872,106792,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.2750015258789,-0.09300288106751133,22080,1.3511813401102082,5455,-1.6380243061671236,0.01367200760404644,0.04310549002889489,-0.01899060330093183,0.0002651978305407976,-0.02220658906193896
2007-12-11,245789,58879,47451,126507,107911,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.3000030517578,-0.07565838991980926,18596,-1.4674911124964198,11428,2.5158795680083568,0.01486233992270218,0.05617417473902003,0.0002651978305407976,-0.011930010218372145,-0.023141078681989564
2007-12-18,242864,57574,52479,124500,99650,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,93.1750030517578,-0.10232064035838988,24850,2.544458865124151,5095,-2.5766002546899984,0.04580861030559893,0.05754500104495107,-0.011930010218372145,0.009659177536967434,-0.024693973438608147
2008-01-08,243690,57012,54191,122174,96589,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.0749969482422,-0.10498994624317781,25585,0.30263851373608275,2821,-0.9363265037222478,0.024624822296274964,0.02044908860372472,0.009659177536967434,-0.034812585731852086,-0.026494512712645097
2008-01-15,254705,58063,55888,127244,100854,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,90.8000030517578,-0.10361005869535345,26390,0.33033772415774143,2175,-0.26509089416882103,0.04092539171759507,0.024115628647401077,-0.034812585731852086,0.0024779566801649278,-0.028283969996013236
2008-01-22,253305,59070,54713,127674,101692,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.0250015258789,-0.10257199818400742,25982,-0.16018531242025089,4357,0.8566773326004593,0.005528282308624644,0.019176854187356634,0.0024779566801649278,0.0013732490843678669,-0.03037688717425742
2008-01-29,261239,61588,56626,130035,104021,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.1500015258789,-0.09957931243037985,26014,0.012632991847772449,4962,0.23884250212194785,0.02003793963837714,0.037482870049232744,0.0013732490843678669,0.0038398076605816733,-0.03216693054031982
2008-02-05,271252,67666,59241,132625,110282,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.5,-0.08236989957677732,22343,-1.4052266315519506,8425,1.3256060542262067,0.03643781364884503,0.06849897956771495,0.0038398076605816733,0.004644842095713697,-0.03382748236430458
2008-02-12,270729,69998,57195,131997,112307,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.9250030517578,-0.07272955612439007,19690,-0.9780573046466018,12803,1.613997316148821,0.010859421049184623,0.03442013318342991,0.004644842095713697,-0.005983171427779266,-0.03513735910109749
2008-02-19,269699,69089,56013,131914,112537,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.375,-0.07184676250190027,19377,-0.11561376875030012,13076,0.10083884622630009,0.0012804202069126329,0.016714361081357612,-0.005983171427779266,0.020519835841313228,-0.036601232112061684
2008-02-26,278145,74847,56539,129302,116804,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,93.25,-0.044933398047780834,12498,-2.550621248132177,18308,1.939940452133675,0.0279513705476502,0.04782853576484557,0.020519835841313228,-0.02198394693574046,-0.03774296770815427
2008-03-04,283138,76481,59481,133563,117286,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.1999969482422,-0.05748786810671828,16277,1.3586438728001582,17000,-0.4702583185029391,0.01890778914805321,0.03365646283520395,-0.02198394693574046,-0.01425433624850958,-0.03918453993333661
2008-03-11,276911,77694,57010,130695,116958,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,89.9000015258789,-0.04960799679319348,13737,-0.8970890519817192,20684,1.3011323100396273,0.012905153581826184,0.027348853783109632,-0.01425433624850958,0.011679592931497895,-0.04068582634518133
2008-03-18,272674,83053,56586,128812,118721,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,90.9499969482422,-0.03700756214380543,10091,-1.316668532488778,26467,2.088396632853155,0.014729349218084054,0.04141393163800944,0.011679592931497895,0.0021990608504420806,-0.04172245255125235
2008-03-25,269301,87964,51380,125610,127061,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.1500015258789,0.005388023067125633,-1451,-4.232893491862077,36584,3.7102914102554703,0.04567995535696617,0.07260448960845103,0.0021990608504420806,-0.04114097572379438,-0.041871977987685896
2008-04-01,275988,95343,55153,126030,130222,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,87.4000015258789,0.01518906619128368,-4192,-1.0178202086141528,40190,1.3390221350830482,0.013974525076877449,0.07410163725281735,-0.04114097572379438,0.005434765055243762,-0.04176116709100554
2008-04-08,279762,96897,53320,128078,131781,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,87.875,0.013236250813191212,-3703,0.17718161659202575,43577,1.2272272707509022,0.013880604481661209,0.02254738145482868,0.005434765055243762,0.018207664001377966,-0.04164828325347524
2008-04-15,283571,97780,50397,128719,134863,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,89.4749984741211,0.021666531485941793,-6144,-0.8725273625438765,47383,1.3604420900622674,0.014124636735437169,0.02568549774931332,0.018207664001377966,0.015087996615183785,-0.041086719326479844
2008-04-22,291232,96110,46850,132032,138685,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,90.8249969482422,0.022844330293374356,-6653,-0.17949649294180292,49260,0.6619153580584757,0.026355936272934467,0.03649272523782876,0.015087996615183785,0.014863816668057916,-0.040732221638629225
2008-04-29,294520,101583,45338,130945,142226,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,92.1750030517578,0.03830300149395627,-11281,-1.5891110866937699,56245,2.39843149104494,0.01694176907504823,0.04754255688431198,0.014863816668057916,-0.0037971911247897117,-0.040015208724108915
2008-05-06,298329,105226,42940,129247,145831,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.8249969482422,0.055589634262844044,-16584,-1.8005568382452806,62286,2.0511340486214857,0.019278168374061176,0.040771836993642264,-0.0037971911247897117,0.027497975603550717,-0.03880032279233747
2008-05-13,298813,103589,38537,132202,153282,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.3499984741211,0.07054579285372457,-21080,-1.5070609964167077,65052,0.9271643051798518,0.036450379005478414,0.04249750221634324,0.027497975603550717,-0.007419151664683765,-0.03728056799272609
2008-05-20,297598,97971,39382,134464,150737,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,93.6500015258789,0.05468114705071943,-16273,1.6086984167355503,58589,-2.162891172740142,0.01685477961157219,0.047053941304521923,-0.007419151664683765,0.03256802319987662,-0.03607376887550053
2008-05-27,296795,94441,36360,135667,150619,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,96.6999969482422,0.050378207180040095,-14952,0.4438873917163422,58081,-0.1707000719090854,0.00461426685202909,0.05009136015779696,0.03256802319987662,-0.024560497155663774,-0.035004424795803596
2008-06-03,297547,90811,34357,138279,150139,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.3249969482422,0.03985924912702867,-11860,1.041796526221803,56454,-0.5481898279957547,0.010720551421894611,0.045003515275469766,-0.024560497155663774,-0.00874632361445915,-0.034197715225113126
2008-06-10,295678,90131,31005,142097,155019,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,93.5,0.04370294712491291,-12922,-0.35691840280695153,59126,0.8980093901131586,0.02927476137266253,0.03328490291903315,-0.00874632361445915,0.0302138711041946,-0.03329507728754546
2008-06-17,296409,89785,27942,143263,161280,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,96.3249969482422,0.06078425418931274,-18017,-1.7231583005837432,61843,0.9189050250610462,0.024387360733952184,0.02895682383820194,0.0302138711041946,0.014274591679860782,-0.03204962701094216
2008-06-24,302372,89904,27379,144212,165455,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.6999969482422,0.07025452092124933,-21243,-1.0883610146790414,62525,0.23008748047461447,0.016546806731101475,0.005814994500481741,0.014274591679860782,0.05757420855376183,-0.0303752593959376
2008-07-01,312602,91334,33090,145808,164360,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,103.3249969482422,0.059347029129692065,-18552,0.8899633563954336,58244,-1.4158056962946304,0.008675943359727632,0.057392464476306825,0.05757420855376183,-0.011855780404568916,-0.028985369421675216
2008-07-08,305885,89092,34121,140517,156656,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,102.0999984741211,0.052761658793337364,-16139,0.771908049212737,54971,-1.0470182532421417,0.04372873713291584,0.026563755447882934,-0.011855780404568916,-0.024485798602961406,-0.027083928886458483
2008-07-15,294372,82033,39320,135165,140135,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,99.5999984741211,0.016883399236340413,-4970,3.651372247740164,42713,-4.007388397600406,0.07945150744642208,0.10101109984920027,-0.024485798602961406,-0.02008032159277251,-0.02531853177630766
2008-07-22,298308,83028,51263,136613,130871,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.5999984741211,-0.019248561889054265,5742,3.638933050697757,31765,-3.719103719103719,0.040047255162925635,0.09634301628552919,-0.02008032159277251,-0.0005122481879602514,-0.024774034495246344
2008-07-29,294381,78699,59157,141824,126656,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.5500030517578,-0.05152506445728495,15168,3.1598213926545715,19542,-4.097442911353366,0.03510876042908224,0.08866498375116064,-0.0005122481879602514,0.02742178717251309,-0.025379057866924844
2008-08-05,296992,75636,56708,141274,128362,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,100.2249984741211,-0.043475918543260425,12912,-0.76635380680139,18928,-0.2085732435177542,0.008366835289056358,0.04164903584597715,0.02742178717251309,0.025442784640363314,-0.025877488533454836
2008-08-12,276299,75276,55302,139388,127775,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,102.7750015258789,-0.04203055385651052,11613,-0.4373855188018532,19974,0.35219803900441765,0.009256521299730876,0.013524483450504679,0.025442784640363314,-0.020189779098317207,-0.026633995616952875
2008-08-19,275574,74371,57552,140076,123210,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,100.6999969482422,-0.0612031614012933,16866,1.9012012348940823,16819,-1.141878906546893,0.019951687518515986,0.02391546583992177,-0.020189779098317207,0.009930486894790924,-0.027793303492053487
2008-08-26,271356,72047,57865,139739,120246,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,101.6999969482422,-0.07183552233965713,19493,0.9532829657369709,14182,-0.9569117551002635,0.012696886358828393,0.020298355810086828,0.009930486894790924,0.020157356079382183,-0.028687012118445637
2008-09-02,275222,73827,64245,139057,116676,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,103.75,-0.08131980728284803,22381,1.0642845560813101,9582,-1.6951900824009787,0.016626716145354725,0.059099600208586824,0.020157356079382183,-0.010602394931287673,-0.029237401117820208
2008-09-09,272352,74973,70667,138727,110612,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,102.6500015258789,-0.1032303783339208,28115,2.0834090298013965,4306,-1.9169979144109122,0.025643802213051306,0.051963746223564956,-0.010602394931287673,0.0009741692414479974,-0.030821150526649854
2008-09-16,276655,72444,72215,140561,110088,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,102.75,-0.11014801828992789,30473,0.8657913288685232,229,-1.49695981670779,0.009407577927699692,0.028183521246517674,0.0009741692414479974,-0.0053528277543337666,-0.03296588662507912
2008-09-23,256310,68819,69409,135514,105073,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,102.1999969482422,-0.11876633763801646,30441,-0.011566752814877736,-590,-0.2960365798557771,0.04182270862515431,0.04652458257371878,-0.0053528277543337666,-0.032289584353261125,-0.03492901441926774
2008-09-30,246257,66854,64673,130929,102913,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,98.9000015258789,-0.11376732438062674,28016,-0.9461199328937615,2181,1.081112715071593,0.02884426236518675,0.0509477141575494,-0.032289584353261125,-0.05561172816120563,-0.03660658641994827
2008-10-07,239492,58401,59430,133314,102104,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,93.4000015258789,-0.13031750538640122,31210,1.2970189679887272,-1029,-1.303516245223486,0.013567356786651828,0.116234267722416,-0.05561172816120563,-0.020074946138844307,-0.038733472745129206
2008-10-14,231367,56232,55955,127635,98864,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.5250015258789,-0.12435221963374206,28771,-1.0184056252400915,277,0.5453209293003524,0.0393776572965002,0.05030885931525043,-0.020074946138844307,0.0032777428829484645,-0.04047520575037807
2008-10-21,225382,56514,59309,121868,92504,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.8249969482422,-0.1302854708894233,29364,0.2563027570915472,-2795,-1.3277606573106795,0.05656988785848898,0.031392728559957866,0.0032777428829484645,-0.022597299397807635,-0.04166335969326996
2008-10-28,214044,53412,57362,114014,86671,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,89.75,-0.12774476275905888,27343,-0.8966998251856848,-3950,-0.5124632845568857,0.06820141017016718,0.04557928755845234,-0.022597299397807635,0.045682434252045656,-0.042868054485503834
2008-11-04,216468,53579,54114,113063,87719,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,93.8499984741211,-0.117079660735074,25344,-0.9339201285716956,-535,1.5954663527125263,0.009956071759420666,0.031710510432432934,0.045682434252045656,-0.023974427667363574,-0.04379575044367323
2008-11-11,212279,53304,52222,113000,89766,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE ,91.5999984741211,-0.10945029889909035,23234,-0.9747399153685533,1082,0.7469926270857586,0.010406083860213251,0.020535223546803632,-0.023974427667363574,-0.048580753519329,-0.044212916249032674
