,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,ZW_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-11-21,421762,75624,55991,238712,237335,001602,WHEAT - CHICAGO BOARD OF TRADE ,479.75,-0.0032648745026816074,1377,-0.47740152870310154,19633,-0.2931981274196945,0.004333605715402051,0.07554610036849903,-0.013874614594039048,0.015633142261594513,-0.07882944294506053
2006-11-28,416399,76977,57057,232690,232678,001602,WHEAT - CHICAGO BOARD OF TRADE ,487.25,-2.8818513012759397e-05,12,-0.3236422437298761,19920,0.06804785637397394,0.02294743085042375,0.018047659549069638,0.015633142261594513,0.022062596203181073,-0.074738598049342
2006-12-05,424124,84061,57231,234077,239511,001602,WHEAT - CHICAGO BOARD OF TRADE ,498.0,0.012812290745159435,-5434,-1.307880182229064,26830,1.6594660409847286,0.01735685870419014,0.051368796534835656,0.022062596203181073,-0.0662650602409639,-0.07053783730379284
2006-12-12,417081,73598,56045,237539,232901,001602,WHEAT - CHICAGO BOARD OF TRADE ,465.0,-0.011120142130665266,4638,2.374777187803567,17553,-2.1873320066772926,0.021409744069381856,0.08985444644138134,-0.0662650602409639,0.058064516129032295,-0.06652719317164765
2006-12-19,425677,72560,58656,248103,238520,001602,WHEAT - CHICAGO BOARD OF TRADE ,492.0,-0.022512374405946292,9583,1.1856210184592442,13904,-0.8748900093746779,0.03325572362999694,0.02780910864528716,0.058064516129032295,0.05030487804878048,-0.06299816696974561
2006-12-26,439130,76522,54355,250293,246562,001602,WHEAT - CHICAGO BOARD OF TRADE ,516.75,-0.008496345045886184,3731,-1.3747512785515779,22167,1.9411431672371304,0.020593533324611807,0.06313561588361591,0.05030487804878048,-0.12336719883889691,-0.05981637479731314
2007-01-09,456434,69455,62589,258821,239927,001602,WHEAT - CHICAGO BOARD OF TRADE ,453.0,-0.041394812831647074,18894,3.4529638148156585,6866,-3.484389588504543,0.030402126925822257,0.11587804065311563,-0.12336719883889691,0.024282560706401668,-0.05783261209359096
2007-01-16,447758,65785,61080,250520,227800,001602,WHEAT - CHICAGO BOARD OF TRADE ,464.0,-0.05074169529075974,22720,0.838237291700443,4705,-0.4734528978998059,0.04270781067068072,0.04082292200370473,0.024282560706401668,0.0350215517241379,-0.05680600641014955
2007-01-23,457273,72144,61600,248041,229979,001602,WHEAT - CHICAGO BOARD OF TRADE ,480.25,-0.03949938002025048,18062,-1.040294087431157,10544,1.3040526355754671,0.009744362160579055,0.051434083024285204,0.0350215517241379,-0.04320666319625199,-0.05549375647202454
2007-01-30,452128,70145,68439,247579,219951,001602,WHEAT - CHICAGO BOARD OF TRADE ,459.5,-0.061106589284450424,27628,2.0919669431608687,1706,-1.9327622667421867,0.022437062862276216,0.06377359579749466,-0.04320666319625199,-0.018498367791077275,-0.05424580265103678
2007-02-06,454387,69735,72762,251032,220294,001602,WHEAT - CHICAGO BOARD OF TRADE ,451.0,-0.06764718180757812,30738,0.6878583056125699,-3027,-1.046827447094628,0.008053873539758045,0.03321473434528446,-0.018498367791077275,0.017738359201773912,-0.05310657746292287
2007-02-13,442793,73463,72110,240061,216214,001602,WHEAT - CHICAGO BOARD OF TRADE ,459.0,-0.05385586493011407,23847,-1.5165486688659666,1353,0.9639360280993955,0.03298668566105967,0.030087997087371973,0.017738359201773912,0.011982570806100323,-0.05241873564199802
2007-02-20,433225,76712,74874,234031,211211,001602,WHEAT - CHICAGO BOARD OF TRADE ,464.5,-0.05267470713832304,22820,-0.23193681923607645,1838,0.1095319935048657,0.024779782679980773,0.03966725159315504,0.011982570806100323,0.01237890204520986,-0.05246251495638977
2007-02-27,427668,86471,70707,226945,217994,001602,WHEAT - CHICAGO BOARD OF TRADE ,470.25,-0.020929786656939495,8951,-3.201338796237521,15764,3.214495931675226,0.031170564953847606,0.0886001857766354,0.01237890204520986,-0.02286018075491758,-0.0519069216754608
2007-03-06,401759,74071,70108,225528,206024,001602,WHEAT - CHICAGO BOARD OF TRADE ,459.5,-0.048546516692843225,19504,2.4675683006444253,3963,-2.7593834469728855,0.031020595432300162,0.09015876098460941,-0.02286018075491758,-0.007616974972796564,-0.05162019120417726
2007-03-13,401810,76061,70034,221311,201888,001602,WHEAT - CHICAGO BOARD OF TRADE ,456.0,-0.04833876707896767,19423,-0.020161340505128696,6027,0.5137408247232794,0.019737759304724253,0.014127793558985592,-0.007616974972796564,0.014802631578947345,-0.05156190713036493
2007-03-20,401654,78102,84442,217324,183818,001602,WHEAT - CHICAGO BOARD OF TRADE ,462.75,-0.08342005805992223,33506,3.504890371070904,-6340,-3.0778228515965256,0.054985516350818414,0.10119721429274535,0.014802631578947345,-0.018908698001080526,-0.052350700895047994
2007-03-27,409240,81399,88448,218683,184283,001602,WHEAT - CHICAGO BOARD OF TRADE ,454.0,-0.08405825432509041,34400,0.22257963321664917,-7049,-0.17652008943020608,0.004526436473548637,0.04299752129858049,-0.018908698001080526,-0.0770925110132159,-0.052901703740870935
2007-04-03,399702,72913,94325,222211,174127,001602,WHEAT - CHICAGO BOARD OF TRADE ,419.0,-0.12029962321929838,48084,3.3437591633271433,-21412,-3.5096764734630046,0.034526086320262,0.08588359104988101,-0.0770925110132159,0.09248210023866354,-0.05346255184230127
2007-04-10,386393,76696,91397,214393,174822,001602,WHEAT - CHICAGO BOARD OF TRADE ,457.75,-0.10241127556658636,39571,-2.1298367283626303,-14701,1.67900085563745,0.0218722300014131,0.03992432760436187,0.09248210023866354,0.04314582195521566,-0.053568166485291675
2007-04-17,371660,79073,79279,201275,176589,001602,WHEAT - CHICAGO BOARD OF TRADE ,477.5,-0.06642092234838293,24686,-3.852295460839094,-206,3.7513619553149256,0.03939247983401435,0.0915365767404264,0.04314582195521566,0.012565445026178068,-0.05284553838059085
2007-04-24,361987,81971,77278,202308,180518,001602,WHEAT - CHICAGO BOARD OF TRADE ,483.5,-0.06019553188374168,21790,-0.7792068019157294,4693,1.318140235699295,0.012961502092334376,0.03076314450954166,0.012565445026178068,0.010341261633919352,-0.05245185877008486
2007-05-01,359274,87239,85022,200416,181227,001602,WHEAT - CHICAGO BOARD OF TRADE ,488.5,-0.05341048893045419,19189,-0.718534091003268,2217,-0.6840024641768903,0.006815269767819664,0.0755365404821753,0.010341261633919352,-0.03991811668372569,-0.05196584135418447
2007-05-08,360386,82235,79798,201917,181295,001602,WHEAT - CHICAGO BOARD OF TRADE ,469.0,-0.05722197865621861,20622,0.3988599230670742,2437,0.06123460088957174,0.004094339425696481,0.06312294409163566,-0.03991811668372569,0.07036247334754808,-0.051038450851532705
2007-05-15,367368,83338,81622,203327,182870,001602,WHEAT - CHICAGO BOARD OF TRADE ,502.0,-0.05568530737571046,20457,-0.0457842424511496,1716,-0.20006326549865974,0.007729215918300764,0.017743695441319107,0.07036247334754808,-0.06175298804780871,-0.050116555898243514
2007-05-22,360226,78268,83757,203824,172855,001602,WHEAT - CHICAGO BOARD OF TRADE ,471.0,-0.08597102929827387,30969,2.861435944339191,-5489,-1.961248666187583,0.027907050831078983,0.04446844622743404,-0.06175298804780871,0.0424628450106157,-0.05044366795966686
2007-05-29,365469,82098,82294,202580,177177,001602,WHEAT - CHICAGO BOARD OF TRADE ,491.0,-0.06950794732248153,25403,-1.5451411058613205,-196,1.4693553491419276,0.014656741021231998,0.032197430531899364,0.0424628450106157,0.07382892057026469,-0.05126070678899805
2007-06-05,397362,93920,79849,209544,199009,001602,WHEAT - CHICAGO BOARD OF TRADE ,527.25,-0.02651234894126766,10535,-4.068197302644,14071,3.903751070542235,0.07048289940350456,0.08210325201848431,0.07382892057026469,0.07159791370317681,-0.05115879957366364
2007-06-12,391842,95772,72068,200125,198434,001602,WHEAT - CHICAGO BOARD OF TRADE ,565.0,-0.004315514926934836,1691,-2.2256783487097405,23704,2.424237848611593,0.02507533389033995,0.057393946615824594,0.07159791370317681,0.02831858407079646,-0.050829834831735234
2007-06-19,410943,107300,74264,206514,215436,001602,WHEAT - CHICAGO BOARD OF TRADE ,581.0,0.021711040217256408,-8922,-2.708489646337044,33036,2.381572164290709,0.05543547813722005,0.07558767156484766,0.02831858407079646,0.047332185886402645,-0.049762582648119245
2007-06-26,409730,108401,74399,208566,217612,001602,WHEAT - CHICAGO BOARD OF TRADE ,608.5,0.022077953774436825,-9046,-0.03017450108652538,34002,0.23506909717406063,0.009920737344489861,0.006761487964989059,0.047332185886402645,-0.06080525883319643,-0.04834818271342422
2007-07-03,388011,99001,80129,203489,198775,001602,WHEAT - CHICAGO BOARD OF TRADE ,571.5,-0.012149140101698147,4714,3.3583091304029487,18872,-3.6926756644619627,0.05944852136905117,0.08446379724222632,-0.06080525883319643,0.035870516185476875,-0.047294689040574774
2007-07-10,399301,100329,78560,203190,201432,001602,WHEAT - CHICAGO BOARD OF TRADE ,592.0,-0.004402693707253425,1758,-0.7618340717144617,21769,0.7466283172384288,0.0073055839771441,0.016194399879254733,0.035870516185476875,0.015625,-0.04618174639908049
2007-07-17,414072,103836,82040,206233,201675,001602,WHEAT - CHICAGO BOARD OF TRADE ,601.25,-0.011007747444888812,4558,0.7012253913714216,21796,0.006761816273938707,0.008055738058581837,0.0375895758462631,0.015625,0.06777546777546783,-0.04540390016625651
2007-07-24,426140,106516,83303,210310,205544,001602,WHEAT - CHICAGO BOARD OF TRADE ,642.0,-0.011184117895527292,4766,0.05023280975289322,23213,0.342211016441585,0.01910766759487705,0.020772420042250776,0.06777546777546783,-0.01869158878504673,-0.044865752483925256
2007-07-31,437581,107746,84807,211077,207453,001602,WHEAT - CHICAGO BOARD OF TRADE ,630.0,-0.008281895237681709,3624,-0.26798704651053645,22939,-0.06429811798939317,0.006393806895563042,0.014198688153391533,-0.01869158878504673,0.051587301587301626,-0.04446974547167712
2007-08-07,427074,116895,84691,205001,205357,001602,WHEAT - CHICAGO BOARD OF TRADE ,662.5,0.0008335791923647892,-356,-0.9095458897895475,32204,2.11732227861813,0.019914318716827747,0.045960532973519985,0.051587301587301626,0.04528301886792452,-0.04342497697243375
2007-08-14,409900,113322,78958,201621,202787,001602,WHEAT - CHICAGO BOARD OF TRADE ,692.5,0.0028445962429860944,-1166,-0.1896626814088425,34364,0.50576715042358,0.01471286423611798,0.04839816933638444,0.04528301886792452,-0.0014440433212996595,-0.04238931177486593
2007-08-21,393193,104347,78385,194704,190856,001602,WHEAT - CHICAGO BOARD OF TRADE ,691.5,-0.009786542486768584,3848,1.2232251768724078,25962,-2.0497682361551597,0.04888473908081751,0.05225138454129545,-0.0014440433212996595,0.041937816341287126,-0.04114429122613593
2007-08-28,379304,99311,71335,193836,189679,001602,WHEAT - CHICAGO BOARD OF TRADE ,720.5,-0.010959546959694599,4157,0.07858736040570406,27976,0.5122166467866925,0.005332255583223602,0.07082498271275037,0.041937816341287126,0.12005551700208184,-0.03916702503757779
2007-09-04,370005,99970,68069,190451,190140,001602,WHEAT - CHICAGO BOARD OF TRADE ,807.0,-0.0008405291820380806,311,-1.0139624153713116,31901,1.034790036487883,0.010105336174528563,0.02335767292116711,0.12005551700208184,0.07930607187112759,-0.03688587033324207
2007-09-11,373657,94507,72932,201548,190170,001602,WHEAT - CHICAGO BOARD OF TRADE ,871.0,-0.030450386316862792,11378,2.991040661612681,21575,-2.7907730976608427,0.02840563875032549,0.061670220199595074,0.07930607187112759,-0.0022962112514350874,-0.0357649253114721
2007-09-18,376948,95529,73059,196538,187970,001602,WHEAT - CHICAGO BOARD OF TRADE ,869.0,-0.02272992561308191,8568,-0.7520265912320657,22470,0.23952448368423448,0.018751235344908298,0.00681543170332408,-0.0022962112514350874,0.02100115074798614,-0.0344907545781185
2007-09-25,387320,98075,69028,196070,189294,001602,WHEAT - CHICAGO BOARD OF TRADE ,887.25,-0.017494578126613654,6776,-0.47539713700563474,29047,1.74480299669981,0.004650148950083558,0.03935895824730855,0.02100115074798614,0.03972950126796282,-0.032809375791814414
2007-10-02,398387,96619,82732,200617,183893,001602,WHEAT - CHICAGO BOARD OF TRADE ,922.5,-0.04197928145245703,16724,2.5684188784467623,13887,-3.9140762160487452,0.02587188889755793,0.08452698897692235,0.03972950126796282,-0.08346883468834687,-0.031959687028750475
2007-10-09,400439,94597,84012,200794,180372,001602,WHEAT - CHICAGO BOARD OF TRADE ,845.5,-0.05099902856614865,20422,0.9282431404639209,10585,-0.8288423066013701,0.009701809710205003,0.01848731026991921,-0.08346883468834687,-0.020106445890005875,-0.03200094460255772
2007-10-16,401694,91625,81031,201531,179077,001602,WHEAT - CHICAGO BOARD OF TRADE ,828.5,-0.055898270823064325,22454,0.5074430812183628,10594,0.0022475333321679454,0.005338826298974273,0.03447896395144102,-0.020106445890005875,0.015087507543753764,-0.03228277473760564
2007-10-23,413257,95881,83212,203899,178321,001602,WHEAT - CHICAGO BOARD OF TRADE ,841.0,-0.06189368843116995,25578,0.7777064133395072,12669,0.5165623584121246,0.008173303333158913,0.03594221996392936,0.015087507543753764,-0.03210463733650415,-0.033075420806811404
2007-10-30,423208,93548,85722,203514,179655,001602,WHEAT - CHICAGO BOARD OF TRADE ,814.0,-0.056376533524886106,23859,-0.4159639159167298,7826,-1.1719099736967553,0.004486271070989563,0.0270151168628326,-0.03210463733650415,-0.020884520884520863,-0.0340402258666344
2007-11-06,422390,96835,88491,203124,177460,001602,WHEAT - CHICAGO BOARD OF TRADE ,797.0,-0.06075901418120694,25664,0.42650422487287576,8344,0.12239844237349011,0.006792193050680007,0.03267755198946721,-0.020884520884520863,-0.06148055207026348,-0.035060551071988966
2007-11-13,417853,95344,89300,209366,181952,001602,WHEAT - CHICAGO BOARD OF TRADE ,748.0,-0.06560680430677775,27414,0.4143090508771515,6044,-0.5445204668671133,0.027430376317981797,0.01245640259093174,-0.06148055207026348,0.03409090909090917,-0.036155172122504464
2007-11-20,405465,83211,79226,207182,178710,001602,WHEAT - CHICAGO BOARD OF TRADE ,773.5,-0.07022061090353052,28472,0.2531990915465487,3985,-0.49275702220637396,0.014060928964580763,0.13671146352124208,0.03409090909090917,0.07175177763413054,-0.03735248100526106
2007-11-27,408228,87604,77064,209414,191581,001602,WHEAT - CHICAGO BOARD OF TRADE ,829.0,-0.04368392173001362,17833,-2.6239009532265425,10540,1.6166623506344568,0.0376638112694672,0.03980736998080987,0.07175177763413054,0.055488540410132625,-0.03812977037501745
2007-12-04,408771,93698,82742,209913,194184,001602,WHEAT - CHICAGO BOARD OF TRADE ,875.0,-0.03847875705468343,15729,-0.5153982578363071,10956,0.10190383805128507,0.007676374731809442,0.06671956472455226,0.055488540410132625,0.021714285714285797,-0.03886919227004958
2007-12-11,424629,99191,89411,215048,200334,001602,WHEAT - CHICAGO BOARD OF TRADE ,894.0,-0.03465142512640446,14714,-0.24830528584464162,9780,-0.2876916415303434,0.027167763648882234,0.06448500015906512,0.021714285714285797,0.06487695749440725,-0.039781956036810416
2007-12-18,426270,93857,87957,221481,203838,001602,WHEAT - CHICAGO BOARD OF TRADE ,952.0,-0.04138926032796115,17643,0.6897786067367043,5900,-0.9137388167082323,0.023363639997272635,0.03733485870175014,0.06487695749440725,-0.04674369747899154,-0.04036405446368149
2008-01-08,441651,96696,81906,223466,217476,001602,WHEAT - CHICAGO BOARD OF TRADE ,907.5,-0.013562745244548298,5990,-2.7337133741525323,14790,2.0855326436296244,0.03543096370951281,0.0497754784380914,-0.04674369747899154,0.026997245179063434,-0.040191946210577686
2008-01-15,448274,110631,81882,208982,214634,001602,WHEAT - CHICAGO BOARD OF TRADE ,932.0,0.012608360065495657,-5652,-2.636018032337751,28749,3.160640415169444,0.04090024928236894,0.07250938897632887,0.026997245179063434,0.0021459227467810482,-0.039786086496897265
2008-01-22,451429,101943,77787,217499,221478,001602,WHEAT - CHICAGO BOARD OF TRADE ,934.0,0.00881423213838721,-3979,0.3732092425614691,24156,-1.024596563708803,0.0349927217143495,0.07112335169420798,0.0021459227467810482,0.010706638115631772,-0.038820527939781226
2008-01-29,454860,97831,78730,220923,218172,001602,WHEAT - CHICAGO BOARD OF TRADE ,944.0,-0.006048014773776546,2751,1.4908213694733834,19101,-1.1197774179328313,0.015326979355264806,0.028630331726712015,0.010706638115631772,0.0625,-0.03796103408368539
2008-02-05,462934,100606,75905,221126,216725,001602,WHEAT - CHICAGO BOARD OF TRADE ,1003.0,-0.009506754742576696,4401,0.3627489777074265,24701,1.2311480455524777,0.003768405233743899,0.03172606806374673,0.0625,0.003988035892322994,-0.03738425282834552
2008-02-12,449237,104265,84548,218258,216916,001602,WHEAT - CHICAGO BOARD OF TRADE ,1007.0,-0.0029872873338571844,1342,-0.660785338730791,19717,-1.0766113528062315,0.007029372159182304,0.06515441203730675,0.003988035892322994,0.028798411122145096,-0.03626657394468026
2008-02-19,437456,103601,83493,214061,213268,001602,WHEAT - CHICAGO BOARD OF TRADE ,1036.0,-0.001812753739804689,793,-0.12220720911233936,20108,0.08703646404904315,0.018358220481174928,0.009187894854992678,0.028798411122145096,0.15781853281853286,-0.03500052725106923
2008-02-26,426889,102564,72040,211669,219811,001602,WHEAT - CHICAGO BOARD OF TRADE ,1199.5,0.0190728737446971,-8142,-2.0424911305365567,30524,2.3810394645404336,0.020707796421618616,0.07153329820622666,0.15781853281853286,-0.10170904543559811,-0.03359805150732286
2008-03-04,397308,95174,69405,200641,210147,001602,WHEAT - CHICAGO BOARD OF TRADE ,1077.5,0.023926022128927683,-9506,-0.31952099960411257,25769,-1.1138726929014333,0.050371481153295615,0.06091299619027944,-0.10170904543559811,0.15081206496519717,-0.03212496055987573
2008-03-11,408559,92551,64754,211310,219908,001602,WHEAT - CHICAGO BOARD OF TRADE ,1240.0,0.021044696114881817,-8598,0.22853806115154993,27797,0.5104352290917877,0.04737742858600522,0.046241378214297066,0.15081206496519717,-0.06129032258064515,-0.03131775896810994
2008-03-18,406703,93139,64480,209984,220949,001602,WHEAT - CHICAGO BOARD OF TRADE ,1164.0,0.02696070596971254,-10965,-0.5793532880196006,28659,0.21098543906755204,0.005492733209106752,0.00546888382745735,-0.06129032258064515,-0.08290378006872856,-0.02986569699383002
2008-03-25,393930,91859,60860,202268,214056,001602,WHEAT - CHICAGO BOARD OF TRADE ,1067.5,0.029924098190033763,-11788,-0.20235896956747307,30999,0.5753584310909927,0.03509045839298239,0.032085071274694045,-0.08290378006872856,-0.1615925058548009,-0.02836064189250307
2008-04-01,380186,93078,62006,195173,208576,001602,WHEAT - CHICAGO BOARD OF TRADE ,895.0,0.03525379682576423,-13403,-0.40997131470058135,31072,0.018531211128880766,0.031145587976688486,0.01524980010832839,-0.1615925058548009,0.043575418994413306,-0.026078452375470636
2008-04-08,378560,89544,61773,201446,210762,001602,WHEAT - CHICAGO BOARD OF TRADE ,934.0,0.024609044801352495,-9316,1.0750001315145745,27771,-0.8682592204868143,0.0205211931840236,0.02489475736368022,0.043575418994413306,-0.04095289079229125,-0.02398869662303904
2008-04-15,379563,92002,66997,203628,209299,001602,WHEAT - CHICAGO BOARD OF TRADE ,895.75,0.01494086620666398,-5671,0.9628592561284869,25005,-0.7306635672020287,0.008827226119871067,0.04831476927527846,-0.04095289079229125,-0.04912084845101872,-0.021387917980232075
2008-04-22,369369,93207,67383,196731,203066,001602,WHEAT - CHICAGO BOARD OF TRADE ,851.75,0.017150870809407394,-6335,-0.17493802082921675,25824,0.2157744564143502,0.032841667146076635,0.009907217136808021,-0.04912084845101872,-0.06780158497211619,-0.019088645934539884
2008-04-29,365119,88013,68494,197347,196768,001602,WHEAT - CHICAGO BOARD OF TRADE ,794.0,-0.0015857843607152736,579,1.8718408962311404,19519,-1.706965121599268,0.0175431029014374,0.040285738018107815,-0.06780158497211619,0.015113350125944613,-0.017841816357853972
2008-05-06,366596,91441,78390,200315,194653,001602,WHEAT - CHICAGO BOARD OF TRADE ,806.0,-0.015444794815000709,5662,1.3921488610562585,13051,-1.7714772444052487,0.012869397014441676,0.0784544635549458,0.015113350125944613,-0.025434243176178706,-0.016981225260378183
2008-05-13,362266,88463,82380,199400,186374,001602,WHEAT - CHICAGO BOARD OF TRADE ,785.5,-0.0359570039694589,13026,2.0087507774225575,6083,-1.9007299588647992,0.02383260665571034,0.04078598479305561,-0.025434243176178706,-0.0019096117122852085,-0.01664558131882058
2008-05-20,369030,91522,85292,203305,188975,001602,WHEAT - CHICAGO BOARD OF TRADE ,784.0,-0.03883153131181747,14330,0.3599564960553847,6230,0.04057791788354413,0.01658509228102376,0.033769950343298605,-0.0019096117122852085,-0.03188775510204078,-0.01629191886988979
2008-05-27,358385,83146,84107,202290,178110,001602,WHEAT - CHICAGO BOARD OF TRADE ,759.0,-0.06746934162981151,24180,2.6691596889141804,-961,-1.9486220632468905,0.031230283911671923,0.05716489390324837,-0.03188775510204078,-0.011198945981554687,-0.016518534913237883
2008-06-03,367197,84981,82978,200579,178740,001602,WHEAT - CHICAGO BOARD OF TRADE ,750.5,-0.05947488677739742,21839,-0.6532081420818393,2003,0.8270435425589799,0.006171586448345588,0.01764716389118773,-0.011198945981554687,0.07794803464357103,-0.016008993710913338
2008-06-10,360132,87470,89852,193745,167057,001602,WHEAT - CHICAGO BOARD OF TRADE ,809.0,-0.07410616107427277,26688,1.320544557825908,-2382,-1.1941818696775846,0.051321777595467875,0.05280224676013129,0.07794803464357103,0.11032138442521622,-0.016097420898447786
2008-06-17,362126,83236,85643,194200,170893,001602,WHEAT - CHICAGO BOARD OF TRADE ,898.25,-0.06436157580510651,23307,-0.9388224317750158,-2407,-0.006941899081447913,0.011753169740312742,0.04999437467062216,0.11032138442521622,-0.03145004174784305,-0.016825290645829303
2008-06-24,349615,80453,76863,191393,172749,001602,WHEAT - CHICAGO BOARD OF TRADE ,870.0,-0.05332723138309283,18644,-1.287673351264477,3590,1.6560534178711277,0.012805444030076179,0.07350174171730783,-0.03145004174784305,-0.02327586206896548,-0.01776782365460157
2008-07-01,340835,79201,73377,188310,171781,001602,WHEAT - CHICAGO BOARD OF TRADE ,849.75,-0.04849560637845292,16529,-0.6049511605623329,5824,0.6389886017476367,0.011249934044449876,0.031052969628648952,-0.02327586206896548,-0.031185642836128236,-0.01911795147374983
2008-07-08,329197,73359,79542,189229,162212,001602,WHEAT - CHICAGO BOARD OF TRADE ,823.25,-0.08206939917435456,27017,3.0771487669986946,-6183,-3.5228189593204924,0.029842847021263882,0.07852793637713291,-0.031185642836128236,-0.014880048587913808,-0.02112078518430351
2008-07-15,331716,76798,82143,188433,160799,001602,WHEAT - CHICAGO BOARD OF TRADE ,811.0,-0.08330620169060281,27634,0.18742576633444413,-5345,0.25455882040237304,0.006325308104641041,0.038001522577560225,-0.014880048587913808,-0.017570900123304534,-0.022489190214859366
2008-07-22,331426,80439,77439,185122,163997,001602,WHEAT - CHICAGO BOARD OF TRADE ,796.75,-0.06373971867023107,21125,-1.9622206948112242,3000,2.515706206514006,0.018644072651445496,0.052857269537237614,-0.017570900123304534,-0.005961719485409467,-0.023630286848762783
2008-07-29,329028,76830,74763,181767,158671,001602,WHEAT - CHICAGO BOARD OF TRADE ,792.0,-0.07019463389134055,23096,0.594702889936215,2067,-0.28151080482520985,0.025499503580681357,0.04145969800716392,-0.005961719485409467,-0.015151515151515138,-0.02476849620350224
2008-08-05,340475,79193,73158,182701,162128,001602,WHEAT - CHICAGO BOARD OF TRADE ,780.0,-0.060424407078346426,20573,-0.7668040409934717,6035,1.2059763910670216,0.012733847791224056,0.0260451194938005,-0.015151515151515138,0.013141025641025594,-0.025715424841633378
2008-08-12,335655,77049,71476,176202,156159,001602,WHEAT - CHICAGO BOARD OF TRADE ,790.25,-0.05971309827054565,20043,-0.15566487994713268,5573,-0.13569278214259492,0.03751342666558351,0.025759973068506987,0.013141025641025594,0.06959822840873131,-0.02670448643841922
2008-08-19,328791,73075,66417,173693,156993,001602,WHEAT - CHICAGO BOARD OF TRADE ,845.25,-0.050792144553835114,16700,-0.9959631168908553,6658,0.32324857368428894,0.010109287965018175,0.06475640180082012,0.06959822840873131,-0.017450458444247308,-0.027697288818153833
2008-08-26,324919,70032,63600,177295,161831,001602,WHEAT - CHICAGO BOARD OF TRADE ,830.5,-0.04759340020128094,15464,-0.3759226986140131,6432,-0.06873667466566907,0.02488750493916715,0.04385177203065134,-0.017450458444247308,-0.10385310054184227,-0.028667250288235895
2008-09-02,299301,71705,70720,164036,141841,001602,WHEAT - CHICAGO BOARD OF TRADE ,744.25,-0.07415611708614404,22195,2.0715932278506335,985,-1.67641781490156,0.10870055610588569,0.06173775671406003,-0.10385310054184227,-0.04400403090359417,-0.029905126722839268
2008-09-09,293311,70030,73671,162769,134135,001602,WHEAT - CHICAGO BOARD OF TRADE ,711.5,-0.09762334177715803,28634,2.1513459694421333,-3641,-1.545601250914631,0.03022188990380729,0.03219184278467095,-0.04400403090359417,-0.03021784961349261,-0.03157173816163664
2008-09-16,302474,70577,81353,162957,126360,001602,WHEAT - CHICAGO BOARD OF TRADE ,690.0,-0.1209922175129102,36597,2.7148657909181724,-10776,-2.432571570790049,0.02752344314367977,0.05416310142828935,-0.03021784961349261,0.08768115942028976,-0.033882347552614954
2008-09-23,292219,69405,78600,161303,128604,001602,WHEAT - CHICAGO BOARD OF TRADE ,750.5,-0.1118989524979553,32699,-1.2887058061188732,-9195,0.5226895534822829,0.013445691204420728,0.0265193743454613,0.08768115942028976,-0.09393737508327782,-0.03544866613302058
2008-09-30,287417,66162,74731,157218,122754,001602,WHEAT - CHICAGO BOARD OF TRADE ,680.0,-0.11990939993111055,34464,0.6039990555028933,-8569,0.21422289447298087,0.035485691426285486,0.05047802232900144,-0.09393737508327782,-0.11286764705882357,-0.03731750217759805
2008-10-07,282510,67187,79704,152010,114723,001602,WHEAT - CHICAGO BOARD OF TRADE ,603.25,-0.13198470850589358,37287,0.9821965993660778,-12517,-1.373613947678808,0.049633903566487836,0.040832998618022885,-0.11286764705882357,-0.05014504765851635,-0.03951923545412266
2008-10-14,276915,65437,79575,147279,111314,001602,WHEAT - CHICAGO BOARD OF TRADE ,573.0,-0.12987739920192118,35965,-0.4679480372376199,-14138,-0.5737849987611058,0.031478036915152385,0.012957548340826967,-0.05014504765851635,-0.041884816753926746,-0.04120958387238159
2008-10-21,276812,65777,82787,142927,104487,001602,WHEAT - CHICAGO BOARD OF TRADE ,549.0,-0.138866812132422,38440,0.8937760684686636,-17010,-1.0371413610674756,0.045183376850137826,0.023908887752079912,-0.041884816753926746,-0.063752276867031,-0.04289934894096377
2008-10-28,273500,64716,77860,136309,105651,001602,WHEAT - CHICAGO BOARD OF TRADE ,514.0,-0.11209506398537478,30658,-2.811294308050229,-13144,1.3966157536522983,0.03216234088279055,0.04199865334979239,-0.063752276867031,0.11381322957198448,-0.043980056501777436
2008-11-04,282821,69907,71173,130867,110126,001602,WHEAT - CHICAGO BOARD OF TRADE ,572.5,-0.07333613840556394,20741,-3.625959780621572,-1266,4.342961608775138,0.041150572838215216,0.08419336546640205,0.11381322957198448,-0.08602620087336244,-0.04420010361666962
2008-11-11,286660,66645,74914,132168,102777,001602,WHEAT - CHICAGO BOARD OF TRADE ,523.25,-0.10252912858438569,29391,3.058471612786886,-8269,-2.4761244744909323,0.03681712741279874,0.049470538785947905,-0.08602620087336244,0.012422360248447228,-0.045087653521660005
2008-11-18,297518,68830,68897,140226,117548,001602,WHEAT - CHICAGO BOARD OF TRADE ,529.75,-0.07622395955874939,22678,-2.341798646480151,-67,2.861229330914673,0.08856207375452917,0.05955259317345183,0.012422360248447228,0.008022652194431323,-0.04538505631738196
