,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,CT_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-10-03,184683,32826,58406,110604,86951,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,48.400001525878906,-0.12807350974372303,23653,4.102715951899192,-25580,-4.2633809844982915,0.037872997393131026,0.08522229042441248,-0.04253210175333455,0.006198331148814962,-0.03225636339227168
2006-10-10,184270,30918,62755,111111,81668,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,48.70000076293945,-0.1597818418624844,29443,3.1351017689771123,-31837,-3.3879674902400327,0.030034391712790293,0.06679619527505258,0.006198331148814962,0.01026694029090236,-0.03570032400379058
2006-10-17,184505,30803,61782,110800,83236,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,49.20000076293945,-0.1493943253570364,27564,-1.0196993542084984,-30979,0.46562109947359853,0.009683770022057763,0.01175136361181617,0.01026694029090236,0.0075203033769761785,-0.03999826125455706
2006-10-24,183770,30568,64191,109097,79897,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,49.56999969482422,-0.15889427001142734,29200,0.886696837484079,-33623,-1.4330234952982304,0.026678095600918546,0.027902362836247745,0.0075203033769761785,-0.00585033119452727,-0.0457486558443498
2006-10-31,185353,32175,62025,109747,84878,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,49.27999877929688,-0.13417101422690758,24869,-2.356750285683191,-29850,2.0531098655928606,0.02893256262042389,0.04005307855626327,-0.00585033119452727,0.012378259445246176,-0.050651547622609885
2006-11-07,183796,32677,59700,106375,84022,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,49.88999938964844,-0.12161853359159068,22353,-1.3574099151349046,-27023,1.525197865694108,0.022206232241054218,0.030602855689186702,0.012378259445246176,-0.026658609593677052,-0.05367260539821469
2006-11-14,172689,32827,69136,105352,72716,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,48.560001373291016,-0.1889871387291605,32636,5.59478987573179,-36309,-5.052340638534027,0.0692375946267718,0.0940144954542334,-0.026658609593677052,-0.03624386504236188,-0.05690836316025568
2006-11-21,154878,33279,67341,95177,64156,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,46.79999923706055,-0.20029313395059337,31021,-0.9352072222318734,-34062,1.3011830516130152,0.11758392799984937,0.02233154442456768,-0.03624386504236188,0.040811963216862424,-0.05991722026153994
2006-11-28,158274,35606,63566,95727,71628,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,48.709999084472656,-0.1522612684332234,24099,-4.469324242306848,-27960,3.9398752566536244,0.04793403244599803,0.06152946396160207,0.040811963216862424,0.0059536218636428995,-0.06008579962999871
2006-12-05,160164,40261,58714,90655,79102,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,49.0,-0.0721323143777628,11553,-7.926759922665756,-18453,6.006671973918647,0.07390564159357199,0.09605455923212933,0.0059536218636428995,0.11183672535176181,-0.058104485634823386
2006-12-12,162068,39467,53528,91006,84150,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,54.47999954223633,-0.04230323074265123,6856,-2.9326190654579056,-14061,2.7421892560125873,0.030823951220626186,0.0643045325017474,0.11183672535176181,0.010095433951576194,-0.05412428093966373
2006-12-19,166083,42236,43560,90118,97141,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,55.02999877929688,0.04228608587272629,-7023,-8.563689315595923,-1324,7.859046819853395,0.07411659786712521,0.14845680451303092,0.010095433951576194,0.028711645758733084,-0.05032258512135953
2006-12-26,168819,43894,40902,91076,104274,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,56.61000061035156,0.07817840408958707,-13198,-3.71802050781838,2992,2.598700649675162,0.041417967750191964,0.05089862729374027,0.028711645758733084,-0.04433849336103879,-0.046251205453646575
2007-01-09,170473,43007,42037,93775,102348,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,54.09999847412109,0.05028948865802796,-8573,2.739620540342023,970,-1.1977324827181774,0.02358213977962809,0.023775927755044446,-0.04433849336103879,0.015157111237562804,-0.04385430361944758
2007-01-16,177524,42362,45510,98469,102083,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,54.91999816894531,0.020357810774881142,-3614,2.9089650560499316,-3148,-2.4156318009303526,0.024726754158522476,0.046863619810633646,0.015157111237562804,-0.0018208025756569768,-0.043715591752496445
2007-01-23,182429,42238,45049,100489,105135,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,54.81999969482422,0.02546744212817041,-4646,-0.5813298483585319,-2811,0.18983348730312521,0.024666381356261913,0.006702028939017265,-0.0018208025756569768,-0.026815053427333813,-0.04506267662104205
2007-01-30,184037,40713,49449,103372,101870,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,53.34999847412109,-0.008161402326706042,1502,3.3700782222124768,-8736,-3.2478388852649522,0.029954882528917082,0.06571504625008319,-0.026815053427333813,0.005998120037050247,-0.048040751076415915
2007-02-06,195478,45053,52645,108323,110145,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,53.66999816894531,0.00932074197607915,-1822,-1.8061585442057846,-7592,0.6216141319408597,0.060539758683193876,0.07713566296137075,0.005998120037050247,-0.020122937454883916,-0.051688436178360525
2007-02-13,208355,40701,69455,129043,108072,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,52.59000015258789,-0.100650332365434,20971,11.660135667440837,-28754,-10.825770674960864,0.09612635219197437,0.19210937216311413,-0.020122937454883916,0.03841035276483584,-0.057098280220617054
2007-02-20,195138,40804,74037,118989,94746,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,54.61000061035156,-0.12423515665836485,24243,1.5703966787454104,-33233,-2.1496964315711167,0.10938779329543594,0.0407955346957968,0.03841035276483584,0.008057107156039578,-0.06390607596773712
2007-02-27,201348,42475,71284,119796,102627,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,55.04999923706055,-0.0852702783240956,17169,-3.62512683331796,-28809,2.2671135299121645,0.03906070864973497,0.038889230742183034,0.008057107156039578,-0.009990903627302483,-0.0697005103129387
2007-03-06,205721,46877,67933,119857,110081,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,54.5,-0.04752067120031499,9776,-3.6717523888988217,-21056,3.8505473111230306,0.03268272316885421,0.06752896089190837,-0.009990903627302483,-0.017247681224018097,-0.07433144334133417
2007-03-13,213092,50535,61714,119012,119688,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,53.560001373291016,0.00317233870816361,-676,-5.080667505991124,-11179,4.801162739827242,0.04378718056137411,0.0879918752060152,-0.017247681224018097,-0.004854408692381518,-0.07654346556503504
2007-03-20,214731,51694,61101,115674,118779,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,53.29999923706055,0.014459952219288318,-3105,-1.1398832429185517,-9407,0.8315657087079759,0.018114504826127198,0.01570991621969059,-0.004854408692381518,0.0016885582340742111,-0.07646787769012647
2007-03-27,224796,53239,61620,119453,124354,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,53.38999938964844,0.021801989359241266,-4901,-0.8363953038918461,-8381,0.4778071168112662,0.03836641277731977,0.017969858696314612,0.0016885582340742111,-0.006368236682426587,-0.07566162211275786
2007-04-03,236275,55030,64492,126033,128272,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,53.04999923706055,0.009476245899904772,-2239,1.1841847719710314,-9462,-0.48088044271250374,0.04128113879003559,0.03901373805659209,-0.006368236682426587,-0.025636204145342956,-0.07423223957964711
2007-04-10,223607,55491,68973,120538,115605,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,51.68999862670898,-0.022061026712043897,4933,3.0354459845518993,-13482,-1.7014072584911648,0.07691102425225393,0.03970626044478725,-0.025636204145342956,-0.0379183427460934,-0.07184662103704972
2007-04-17,225002,53383,73062,123718,112299,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,49.72999954223633,-0.05075065999413338,11419,2.9006247568278276,-19679,-2.7713801446287456,0.027481071278763817,0.04900945074933766,-0.0379183427460934,-0.02111400053741741,-0.07003391823929717
2007-04-24,220971,54181,74221,123167,111220,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,48.68000030517578,-0.054065918152155716,11947,0.23466458075928212,-20040,-0.16044301828428192,0.006954310605963641,0.015241195620005919,-0.02111400053741741,-0.04991783668738836,-0.06848019560897614
2007-05-01,221467,54590,76385,126339,109218,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,46.25,-0.07730722861645302,17121,2.3414837241085933,-21795,-0.794221866217739,0.02196495964883234,0.019644970414201185,-0.04991783668738836,0.009729746225717983,-0.0674928812934747
2007-05-08,222770,54080,79641,128934,110145,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,46.70000076293945,-0.08434259550208735,18789,0.7531596129445922,-25561,-1.7004790781470829,0.014731532255028672,0.028163115740983093,0.009729746225717983,0.0224839233384726,-0.06486337946735553
2007-05-15,223779,55156,81057,128046,108999,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,47.75,-0.08511522528923625,19047,0.11581451721506487,-25901,-0.15262378237644209,0.008580649243814466,0.01829487640680405,0.0224839233384726,0.05382198313768005,-0.06264723085762129
2007-05-22,225427,57028,65023,124159,124398,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,50.31999969482422,0.0010602101789049226,-239,-8.618324328913793,-7995,8.001644479598175,0.07759186021717353,0.1467091625631908,0.05382198313768005,-0.005763134286289828,-0.05896045356388614
2007-05-29,226261,56837,60090,121675,128028,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,50.02999877929688,0.02807819288343992,-6353,-2.712186206621212,-3253,2.1035634595678423,0.02448508828488244,0.0438222138599297,-0.005763134286289828,0.034379397614834106,-0.05650688875725591
2007-06-05,223817,55824,54997,117638,127881,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,51.75,0.045765066996698196,-10243,-1.7192534285625893,827,1.8032272464101193,0.017041450967134927,0.055097860513801535,0.034379397614834106,-0.0028985802102206026,-0.05332926790131046
2007-06-12,217281,58375,49947,117146,134365,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,51.59999847412109,0.07924761023743447,-17219,-3.116832054759022,8428,3.396078045903573,0.027736361431507966,0.07017041782832666,-0.0028985802102206026,0.052325597728333006,-0.04991771025546705
2007-06-19,204269,63892,36566,104744,144321,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,54.29999923706055,0.1937494186587294,-39577,-10.289901095816017,27326,8.697493108003,0.08976773131511855,0.18811841764717593,0.052325597728333006,0.03130756513490285,-0.04577409415701406
2007-06-26,202007,67012,29601,100701,150132,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,56.0,0.24469944110847644,-49431,-4.824031057086489,37411,4.937117232668687,0.03928510204000271,0.10438553817809197,0.03130756513490285,0.05803571428571419,-0.04092401368253706
2007-07-03,208627,68607,25844,103146,159353,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,59.25,0.2694138342592282,-56207,-3.3543392060671167,42763,2.6494131391486433,0.04444207406504406,0.05666430212491133,0.05803571428571419,0.09974689725079111,-0.03577396221350236
2007-07-10,215039,70596,22278,105279,167506,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,65.16000366210938,0.2893754156222825,-62227,-2.88553255331285,48318,2.6626467331649306,0.037707351943838556,0.05981221870491203,0.09974689725079111,-0.023787645252376532,-0.028824392418628202
2007-07-17,220635,72543,18544,104023,171547,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,63.61000061035156,0.30604391868923786,-67524,-2.4632741037672234,53999,2.641846362752803,0.01922197626737308,0.06236894397663772,-0.023787645252376532,-0.027668638882925256,-0.020697443389557164
2007-07-24,212708,68304,20820,102388,164947,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,61.84999847412109,0.2941074148598078,-62559,2.2503229315385136,47484,-2.9528406644458043,0.03080404735631324,0.07310039944347202,-0.027668638882925256,0.018593396188361977,-0.013042100139853659
2007-07-31,213491,67331,19066,104014,167708,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,63.0,0.2983451293028746,-63694,-0.5335953513737143,48265,0.3671700171126615,0.016145177792008008,0.03156359595819299,0.018593396188361977,-0.03809526231553828,-0.005760961218697055
2007-08-07,214503,68508,18684,106642,169107,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,60.59999847412109,0.2912080483722838,-62465,0.5756682951506152,49824,0.7302415558501295,0.01460386075742795,0.017880080741352417,-0.03809526231553828,-0.03712871380617033,0.0007616385346798051
2007-08-14,207566,61059,19248,105729,158598,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,58.34999847412109,0.2547093454612027,-52869,4.4735971058679835,41811,-3.7356120893414078,0.04321162802135234,0.09977959580111323,-0.03712871380617033,-0.03427592206171215,0.005602408130971957
2007-08-21,199120,52389,25613,110249,146562,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,56.34999847412109,0.182367416633186,-36313,7.976258154032934,26776,-7.243479182525077,0.06446764351994268,0.1927514679110792,-0.03427592206171215,-0.014729335205547422,0.009275570422240843
2007-08-28,198641,52265,29478,111151,141889,033661,COTTON NO. 2 - NEW YORK BOARD OF TRADE ,55.52000045776367,0.15474146827694182,-30738,2.799819204499799,22787,-2.0033145841703495,0.022032089788175783,0.04879928556573652,-0.014729335205547422,0.0707853075067153,0.012344322371672902
2007-09-04,205006,54569,22851,113691,154441,033661,COTTON NO. 2 - ICE FUTURES U.S. ,59.45000076293945,0.19877467000965826,-40750,-5.040248488479216,31718,4.496050664263672,0.0562857100234213,0.11535778868509429,0.0707853075067153,-0.005046244461069271,0.016379918178975095
2007-09-11,205561,57331,23441,108772,152521,033661,COTTON NO. 2 - ICE FUTURES U.S. ,59.150001525878906,0.21282733592461606,-43749,-1.4628840131508347,33890,1.0594811859165099,0.026173682417822138,0.041499529539939586,-0.005046244461069271,0.052409102183451406,0.02131611965044278
2007-09-18,215529,62899,19485,107695,163629,033661,COTTON NO. 2 - ICE FUTURES U.S. ,62.25,0.2595196006105907,-55934,-5.9276808343995215,43414,4.633174580781374,0.04490940720319618,0.11560497183919208,0.052409102183451406,0.01333336274786645,0.027852905014158737
2007-09-25,226842,70866,20692,108126,172535,033661,COTTON NO. 2 - ICE FUTURES U.S. ,63.08000183105469,0.28393771876460266,-64409,-3.932185459961304,50174,3.1364688742582207,0.03326789258215427,0.10019878110050459,0.01333336274786645,-0.044071060768827164,0.035129189218063996
2007-10-02,232612,75378,22238,107561,173507,033661,COTTON NO. 2 - ICE FUTURES U.S. ,60.29999923706055,0.2835021409041666,-65946,-0.677564119519313,53140,1.307518008129006,0.005468427569129178,0.06205949844287822,-0.044071060768827164,-0.013598668411263337,0.04228640040909322
2007-10-09,232745,75016,23414,106151,170784,033661,COTTON NO. 2 - ICE FUTURES U.S. ,59.47999954223633,0.2776987690390771,-64633,0.5644592712327825,51602,-0.6611868691211115,0.014924079657681406,0.015625317484506757,-0.013598668411263337,0.06674514544816113,0.0500897134626086
2007-10-16,235532,74641,23498,106089,170216,033661,COTTON NO. 2 - ICE FUTURES U.S. ,63.45000076293945,0.2722644906000034,-64127,0.21740531482953449,51143,-0.19721154052718642,0.002280089032047918,0.004677039708984196,0.06674514544816113,0.02852642003982786,0.058398296779194905
2007-10-23,245742,78906,24043,107047,176878,033661,COTTON NO. 2 - ICE FUTURES U.S. ,65.26000213623047,0.2841638791903704,-69831,-2.4217516091231763,54863,1.579403223341202,0.026838073434885975,0.046722163401295785,0.02852642003982786,-0.02129946611776179,0.06673595455895273
2007-10-30,248750,77379,22698,112073,177372,033661,COTTON NO. 2 - ICE FUTURES U.S. ,63.869998931884766,0.2625085427135678,-65299,1.844210594851511,54681,-0.07406141400330428,0.019070980669902746,0.028697902614986462,-0.02129946611776179,0.02035383214029718,0.07483985480366417
2007-11-06,250060,79827,25432,112438,181560,033661,COTTON NO. 2 - ICE FUTURES U.S. ,65.16999816894531,0.27642165880188757,-69122,-1.5368844221105527,54395,-0.1149748743718593,0.015486499908162641,0.04923094462231258,0.02035383214029718,-0.031149283970123065,0.08273586774652562
2007-11-13,236528,76020,18816,111289,181432,033661,COTTON NO. 2 - ICE FUTURES U.S. ,63.13999938964844,0.2965526280186701,-70143,-0.4083020075181957,57204,1.123330400703831,0.004362515842730791,0.10990552111012696,-0.031149283970123065,-0.048780456859845556,0.09077762085441525
2007-11-20,218535,66123,25412,110447,161213,033661,COTTON NO. 2 - ICE FUTURES U.S. ,60.060001373291016,0.23230146200837395,-50766,8.192264763579788,40711,-6.9729588040316575,0.07752705587867187,0.180182443873928,-0.048780456859845556,-0.028138568144585485,0.09887932471475244
2007-11-27,209170,63325,28019,111679,154450,033661,COTTON NO. 2 - ICE FUTURES U.S. ,58.369998931884766,0.20447960988669503,-42771,3.6584528794014686,35306,-2.4732880316654082,0.03004182182325113,0.05917192152741286,-0.028138568144585485,-0.0003426496167494575,0.1066634159423926
2007-12-04,210401,59505,32299,112784,146988,033661,COTTON NO. 2 - ICE FUTURES U.S. ,58.34999847412109,0.16256576727296923,-34204,4.095711622125544,27206,-3.872448247836688,0.03297891997597893,0.08823144961003877,-0.0003426496167494575,0.09905739383798573,0.11271778201366554
2007-12-11,213025,62436,36013,109432,144552,033661,COTTON NO. 2 - ICE FUTURES U.S. ,64.12999725341797,0.1648632789578688,-35120,-0.4353591475325687,26423,-0.3721465202161587,0.02278883709210029,0.06749687655537384,0.09905739383798573,0.02479345135478561,0.1172753895778123
2007-12-18,220048,64321,36603,110947,145810,033661,COTTON NO. 2 - ICE FUTURES U.S. ,65.72000122070312,0.15843361448411256,-34863,0.12064311700504635,27718,0.6079098697335994,0.010800095031488918,0.02452340374935595,0.02479345135478561,0.05645159792395038,0.12113571352448084
2008-01-08,259197,88035,21132,117269,201363,033661,COTTON NO. 2 - ICE FUTURES U.S. ,69.43000030517578,0.32444048349325033,-84094,-22.37284592452556,66903,17.807478368355994,0.1941895352632504,0.35894546886879736,0.05645159792395038,0.03255080118531972,0.12656175963256786
2008-01-15,275922,95612,22545,115797,208413,033661,COTTON NO. 2 - ICE FUTURES U.S. ,71.69000244140625,0.3356600778480875,-92616,-3.28784669575651,73067,2.3781139442200336,0.026285432281545913,0.07608520866305,0.03255080118531972,-0.025945048779594915,0.13151333028176976
2008-01-22,280898,93887,20366,119554,210998,033661,COTTON NO. 2 - ICE FUTURES U.S. ,69.83000183105469,0.32554165568996574,-91444,0.42475772138502915,73521,0.16453925384710172,0.01918608872431569,0.03416978109983983,-0.025945048779594915,-0.022769639490085924,0.13680664118623012
2008-01-29,267384,78572,17860,122204,199514,033661,COTTON NO. 2 - ICE FUTURES U.S. ,68.23999786376953,0.2891347275828023,-77310,5.031719698965461,60712,-4.56001822725687,0.0439328853219279,0.18480379956860793,-0.022769639490085924,-0.00205157376950571,0.1419754280479209
2008-02-05,279027,80971,16839,132712,214062,033661,COTTON NO. 2 - ICE FUTURES U.S. ,68.0999984741211,0.291548846527397,-81350,-1.510935583280974,64132,1.2790593304012208,0.07225455195602899,0.03496574992332072,-0.00205157376950571,-0.015859058080083588,0.1470923781325214
2008-02-12,266923,76175,18210,138606,213115,033661,COTTON NO. 2 - ICE FUTURES U.S. ,67.0199966430664,0.27914042626525254,-74509,2.45173406157827,57965,-2.210180376809413,0.019450075485967572,0.06533877205064365,-0.015859058080083588,0.03610871261644877,0.1526174132977514
2008-02-19,259289,77005,18062,131229,210889,033661,COTTON NO. 2 - ICE FUTURES U.S. ,69.44000244140625,0.30722475693145485,-79660,-1.929770008579253,58943,0.3663978001146398,0.028069262652067415,0.010287481460443688,0.03610871261644877,0.1300403004293731,0.15834633666227788
2008-02-26,290439,93879,25431,151027,239993,033661,COTTON NO. 2 - ICE FUTURES U.S. ,78.47000122070312,0.3063156118840789,-88966,-3.5890454280744652,68448,3.665793766800751,0.12506265664160401,0.20319336183052553,0.1300403004293731,0.13419139308639005,0.16617260482092233
2008-03-04,299206,93156,34138,154412,232650,033661,COTTON NO. 2 - ICE FUTURES U.S. ,89.0,0.2614853980200932,-78238,3.6937188187536796,59018,-3.2468091406457122,0.027716489864672844,0.07408047512058699,0.13419139308639005,-0.0867415867494733,0.17359030779550808
2008-03-11,293606,78152,39716,155600,212009,033661,COTTON NO. 2 - ICE FUTURES U.S. ,81.27999877929688,0.19212482033745903,-56409,7.295642467062827,38436,-6.878872749878011,0.05938102712392787,0.17461906539518784,-0.0867415867494733,-0.07701774397448657,0.1789248289236149
2008-03-18,290193,70360,37089,155014,205771,033661,COTTON NO. 2 - ICE FUTURES U.S. ,75.0199966430664,0.17490773381852767,-50757,1.9250287800658024,33271,-1.7591602351450581,0.018914311847776377,0.09696693314968031,-0.07701774397448657,-0.011863495460855855,0.18320229825090031
2008-03-25,272330,63857,32884,155354,201746,033661,COTTON NO. 2 - ICE FUTURES U.S. ,74.12999725341797,0.17035214629310028,-46392,1.5041713618178247,30973,-0.7918867787989373,0.012223466816017922,0.11068729907691671,-0.011863495460855855,-0.049642525853541786,0.18641729455061062
2008-04-01,271427,61293,41319,155281,190213,033661,COTTON NO. 2 - ICE FUTURES U.S. ,70.44999694824219,0.12869758719655747,-34932,4.208129842470532,19974,-4.038849924723681,0.033592479174746885,0.10719019218025182,-0.049642525853541786,0.02114983048556729,0.18861417214632736
2008-04-08,266878,60679,40133,154116,191011,033661,COTTON NO. 2 - ICE FUTURES U.S. ,71.94000244140625,0.13824668949857238,-36895,-0.7232147133483404,20546,0.21073806216772833,0.005687761316848581,0.017855017259850017,0.02114983048556729,0.0457325660811172,0.19085349330285295
2008-04-15,261891,61874,34803,156295,199384,033661,COTTON NO. 2 - ICE FUTURES U.S. ,75.2300033569336,0.16453028168207384,-43089,-2.320910678287457,27071,2.444937387120707,0.029667199919028112,0.06749278525399009,0.0457325660811172,-0.058886084108721315,0.19383530168327925
2008-04-22,253186,62005,31684,151598,195652,033661,COTTON NO. 2 - ICE FUTURES U.S. ,70.80000305175781,0.17399856232177136,-44054,-0.3684739070834813,30321,1.240974298467683,0.0242735781137509,0.0346892377973935,-0.058886084108721315,-0.037005686915955294,0.19760567839546805
2008-04-29,246090,60216,32602,146700,185828,033661,COTTON NO. 2 - ICE FUTURES U.S. ,68.18000030517578,0.15899874029826486,-39128,1.9456052072389467,27614,-1.0691744409248538,0.04427296347976712,0.02916460169363701,-0.037005686915955294,-0.001026689564548211,0.20163932070878338
2008-05-06,247979,60718,32087,144339,183331,033661,COTTON NO. 2 - ICE FUTURES U.S. ,68.11000061035156,0.15723912105460544,-38992,0.05526433418667967,28631,0.41326344020480316,0.014825891903439437,0.010958461289801196,-0.001026689564548211,0.040963160923879194,0.20570287915506721
2008-05-13,253305,60168,32770,148315,185254,033661,COTTON NO. 2 - ICE FUTURES U.S. ,70.9000015258789,0.14582815183277076,-36939,0.8278926844611842,27398,-0.4972195226208671,0.01768449706057817,0.013266909122210506,0.040963160923879194,-0.0018336372357488084,0.20999394416370618
2008-05-20,264285,64189,34037,152409,193593,033661,COTTON NO. 2 - ICE FUTURES U.S. ,70.7699966430664,0.1558317725183041,-41184,-1.6758453248060639,30152,1.0872268608989164,0.03593331830451847,0.053835033494186876,-0.0018336372357488084,-0.06386882658569759,0.2146126820102522
2008-05-27,268743,61670,39629,161809,191745,033661,COTTON NO. 2 - ICE FUTURES U.S. ,66.25,0.11139266883230448,-29936,4.2560115027337915,22041,-3.069035321717086,0.03181409346238481,0.08006989210160022,-0.06386882658569759,-0.03079246664946933,0.21839167997412795
2008-06-03,273104,58809,44301,171710,190636,033661,COTTON NO. 2 - ICE FUTURES U.S. ,64.20999908447266,0.06929960747554045,-18926,4.096850894720979,14508,-2.803049753854054,0.030385322316239173,0.07305789933081175,-0.03079246664946933,0.03177076693060821,0.21970397607598635
2008-06-10,266100,61249,44071,160308,181718,033661,COTTON NO. 2 - ICE FUTURES U.S. ,66.25,0.08045847425779783,-21410,-0.9095436170836019,17178,0.9776495401019393,0.05941068807634507,0.025351310292442083,0.03177076693060821,0.09901883107311327,0.22071128917933935
2008-06-17,221739,55743,34092,133079,162728,033661,COTTON NO. 2 - ICE FUTURES U.S. ,72.80999755859375,0.1337112551242677,-29649,-3.096204434423149,21651,1.6809470124013528,0.15624714763342315,0.17237157010074025,0.09901883107311327,-0.008515247053655806,0.22240256202794648
2008-06-24,214012,54903,32587,128460,160091,033661,COTTON NO. 2 - ICE FUTURES U.S. ,72.19000244140625,0.14780012335756873,-31631,-0.893843663045292,22316,0.2999021371973356,0.025146334616757523,0.02680306320722368,-0.008515247053655806,-0.04723650847466221,0.22372087958794903
2008-07-01,217590,56934,31779,129906,161501,033661,COTTON NO. 2 - ICE FUTURES U.S. ,68.77999877929688,0.14520428328507745,-31595,0.016821486645608657,25155,1.326561127413416,0.00980072544585408,0.032002074104133554,-0.04723650847466221,-0.055830130939846456,0.2227873192923019
2008-07-08,218245,56644,39511,129482,151777,033661,COTTON NO. 2 - ICE FUTURES U.S. ,64.94000244140625,0.102155834039726,-22295,4.274093478560595,17133,-3.686750310216462,0.03608062319783545,0.0834277988664136,-0.055830130939846456,0.09146896502461987,0.22004609607944128
2008-07-15,222265,55917,42324,133281,153150,033661,COTTON NO. 2 - ICE FUTURES U.S. ,70.87999725341797,0.08939329179133017,-19869,1.111594767348622,13593,-1.6220302870627048,0.018056704756119275,0.03603383516047271,0.09146896502461987,-0.029909638816828066,0.21658416257044324
2008-07-22,218566,52164,45185,133013,146184,033661,COTTON NO. 2 - ICE FUTURES U.S. ,68.76000213623047,0.060260973801963706,-13171,3.0135198974197466,6979,-2.97572717251929,0.025910020523143156,0.06794111906645163,-0.029909638816828066,0.04217570441800289,0.21217811561236022
2008-07-29,220067,54237,43328,132577,149268,033661,COTTON NO. 2 - ICE FUTURES U.S. ,71.66000366210938,0.07584508354273925,-16691,-1.610497515624571,10909,1.7980838739785694,0.012489134098529333,0.04028083841541536,0.04217570441800289,-0.06544797937103808,0.20775121493646598
2008-08-05,217812,52197,48011,132852,140407,033661,COTTON NO. 2 - ICE FUTURES U.S. ,66.97000122070312,0.034685875892971924,-7555,4.151462963552009,4186,-3.054978711028914,0.03343348252024636,0.06709045186013093,-0.06544797937103808,0.004628901790999507,0.20276233918710376
2008-08-12,214066,53007,48018,129723,136896,033661,COTTON NO. 2 - ICE FUTURES U.S. ,67.27999877929688,0.03350835723561892,-7173,0.17538060345619158,4989,0.3686665564799001,0.024904451670736145,0.008087107151695125,0.004628901790999507,-0.034631419044728995,0.1976693243396566
2008-08-19,213927,51032,46870,128867,132618,033661,COTTON NO. 2 - ICE FUTURES U.S. ,64.94999694824219,0.01753401861382621,-3751,1.5985724029037771,4162,-0.38632944979585737,0.01963401342333212,0.03189924618496047,-0.034631419044728995,0.03571978142928933,0.192406362228917
2008-08-26,215217,51322,46569,128569,137053,033661,COTTON NO. 2 - ICE FUTURES U.S. ,67.2699966430664,0.039420677734565576,-8484,-2.212436952792308,4753,0.2762624633636708,0.01781855418602375,0.006037327231308292,0.03571978142928933,0.009514004028257084,0.18826619554186627
2008-09-02,215379,54808,44112,124819,139213,033661,COTTON NO. 2 - ICE FUTURES U.S. ,67.91000366210938,0.06683102809466104,-14394,-2.7460655989071494,10696,2.7613989601193216,0.022383650466610106,0.0600788515972503,0.009514004028257084,-0.09203362505757717,0.1860443419161254
