,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,GF_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-04-18,32929,12410,8972,11668,6118,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,103.7249984741211,-0.16854444410701813,5550,0.9994706853068469,3438,-2.923685275710683,0.020296862701000788,0.04391544289589374,0.032089537055931316,-0.03012774206769131,-0.0497955052974586
2006-04-25,31661,12597,8381,12073,7028,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,100.5999984741211,-0.15934430371750735,5045,-1.533602599532327,4216,2.362659054329011,0.06884456311187896,0.037086471541615026,-0.03012774206769131,0.01540758524123187,-0.05126058792091185
2006-05-02,27825,11339,7383,10583,6264,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,102.1500015258789,-0.1552201257861635,4319,-2.2930419127633366,3956,-0.8211995830832887,0.13379236659345878,0.1204999465869031,0.01540758524123187,-0.017865928050665336,-0.05249229323457552
2006-05-09,27571,9819,7301,10703,5433,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,100.3249969482422,-0.19114286750571252,5270,3.417789757412399,2518,-5.168014375561546,0.05893653941497273,0.09357476635514018,-0.017865928050665336,0.0351358249001239,-0.054144966695320235
2006-05-16,28749,10721,7242,10414,5691,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,103.8499984741211,-0.1642839750947859,4723,-1.9839686627253272,3479,3.485546407457111,0.03396460726482459,0.05349885876523966,0.0351358249001239,-0.005055383087075538,-0.05557234643197857
2006-05-23,27086,10450,7646,9875,5272,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,103.3249969482422,-0.16994019050431958,4603,-0.41740582281122823,2804,-2.3479077533131587,0.06324684756057306,0.03730106100795756,-0.005055383087075538,0.0590370799291795,-0.056513871168704925
2006-05-30,24707,9713,6483,8748,4581,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,109.4250030517578,-0.16865665600841867,4167,-1.609687661522558,3230,1.5727682197445174,0.13639432815665092,0.11731291676957273,0.0590370799291795,0.003883896828974942,-0.057380184266011866
2006-06-06,25760,10426,5800,8720,5724,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,109.8499984741211,-0.11630434782608695,2996,-4.739547496660865,4626,5.650220585259238,0.08107172528385488,0.08603475902871933,0.003883896828974942,-0.00955844730949773,-0.05654539710670814
2006-06-13,26379,10683,5461,8406,5856,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,108.8000030517578,-0.09666780393494825,2550,-1.731366459627329,5222,2.313664596273292,0.03127191137287898,0.03691774033696729,-0.00955844730949773,0.036305117991247915,-0.0552715722836689
2006-06-20,25563,10705,4825,8467,6732,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,112.75,-0.06787153307514768,1735,-3.0895788316463855,5880,2.4944084309488606,0.06164879268372919,0.042369607211848036,0.036305117991247915,0.042572089150845205,-0.052440285664369944
2006-06-27,27473,11911,5104,8813,7216,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,117.5500030517578,-0.05812980016743712,1597,-0.5398427414622697,6807,3.6263349372139424,0.05178114667165762,0.08727593300029386,0.042572089150845205,-0.033177383450697984,-0.050586352489396955
2006-07-11,29898,12408,4705,9365,8349,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,113.6500015258789,-0.033982206167636635,1016,-2.1148036253776437,7703,3.2613839041968475,0.09512250197583833,0.052357856600245424,-0.033177383450697984,-0.0008798809747340153,-0.048900233171722936
2006-07-18,30695,12198,4779,9508,8817,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,113.5500030517578,-0.02251180974100016,691,-1.087029232724597,7419,-0.9498963141347248,0.03334242837653479,0.016728515049773223,-0.0008798809747340153,-0.0015411981246538087,-0.047548463656342105
2006-07-25,30944,12912,4229,9591,9785,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,113.375,0.0062693898655635984,-194,-2.8832057338328716,8683,4.1179345170223165,0.05424236168455822,0.07374132197654745,-0.0015411981246538087,0.009261327909660944,-0.045243947184784625
2006-08-01,31673,12755,4477,9686,9675,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,114.4250030517578,-0.0003472989612603795,11,0.6624870734229577,8278,-1.3088159255429161,0.010588296059087857,0.023502785515320333,0.009261327909660944,0.014856866094845156,-0.04250256262554317
2006-08-08,32151,12403,4807,9820,9421,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,116.125,-0.012410189418680601,399,1.225018154263884,7596,-2.153253559814353,0.020165272075255963,0.03962812318419524,0.014856866094845156,-0.0043057050592034685,-0.04049200733883539
2006-08-15,32759,13354,4515,8304,9233,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,115.625,0.028358619005464148,-929,-4.130509159901714,8839,3.8661316910827033,0.09716599190283401,0.0695618109575242,-0.0043057050592034685,0.0030270138302364025,-0.03868941516840864
2006-08-22,32397,13077,3918,8355,9665,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,115.9749984741211,0.040435842824952925,-1310,-1.1630391648096707,9159,0.9768307945907995,0.026803551609322976,0.05142689026184172,0.0030270138302364025,0.010347097162536123,-0.03715521020180558
2006-08-29,32307,12371,3512,8689,9451,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,117.1750030517578,0.023586219704707957,-762,1.691514646417878,8859,-0.9260116677470136,0.030209481808158765,0.07001196247560285,0.010347097162536123,0.004267121715193278,-0.03694625063186368
2006-09-05,29760,10268,3620,8366,8877,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,117.6750030517578,0.017170698924731182,-511,0.7769214102206952,6648,-6.8437180796731365,0.052021110015658525,0.15920218894009217,0.004267121715193278,0.01019755187696414,-0.03719150432270229
2006-09-12,29436,10565,3981,8587,8740,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,118.875,0.005197717081125153,-153,1.2029569892473118,6584,-0.21505376344086022,0.02066139550989785,0.04523580365736285,0.01019755187696414,-0.014090456797121287,-0.038136822982924715
2006-09-19,29044,9528,5074,8678,7464,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,117.1999969482422,-0.04179865032364688,1214,4.64397336594646,4454,-7.2360375050958,0.08468591252632883,0.14587042870839612,-0.014090456797121287,-0.011518758611549273,-0.040089606242293976
2006-09-26,26065,8623,5660,8074,5859,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,115.8499984741211,-0.08497985804718972,2215,3.446494973144195,2963,-5.133590414543451,0.15854446278619105,0.104389834068473,-0.011518758611549273,-0.021579629114612864,-0.042725636732042695
2006-10-03,24841,6809,6168,8399,5089,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,113.3499984741211,-0.13324745380620748,3310,4.2010358718588146,641,-8.908497985804718,0.08118327402135231,0.17893195653849117,-0.021579629114612864,-0.02867225446625843,-0.04650339634617169
2006-10-10,23665,7313,6812,8484,4859,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,110.0999984741211,-0.1531798013944644,3625,1.2680648927176845,501,-0.5635843967634153,0.023607884283894178,0.08127433628318584,-0.02867225446625843,-0.03042687121297738,-0.051003452030681136
2006-10-17,23282,6359,6180,8067,3381,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,106.75,-0.20127136843913754,4686,4.483414324952461,179,-1.3606592013522079,0.1655310971348707,0.12648536565914348,-0.03042687121297738,-0.00046841266283648153,-0.05645247129869673
2006-10-24,24056,7037,7536,8128,3381,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,106.6999969482422,-0.19733122713668108,4747,0.26200498238982906,-499,-2.9121209518082636,0.00530019984360066,0.13957318328415563,-0.00046841266283648153,-0.025538880525394436,-0.06085895848365816
2006-10-31,21523,5702,7698,7856,2156,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,103.9749984741211,-0.2648329693815918,5700,3.961589624210176,-1996,-6.222979714000665,0.14952057530962845,0.11171641791044776,-0.025538880525394436,-0.04183696598181519,-0.0662021631548764
2006-11-07,24889,6115,8961,9275,2601,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,99.625,-0.2681505886134437,6674,4.5253914417135155,-2846,-3.9492635784974217,0.15695520377231392,0.111170071637039,-0.04183696598181519,-0.024843146540738714,-0.0714203721799726
2006-11-14,25475,6475,9240,9691,2684,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.1500015258789,-0.275053974484789,7007,1.3379404556229662,-2765,0.3254449756920728,0.04032323232323232,0.040661788100540885,-0.024843146540738714,0.016726711008513195,-0.07634010158687664
2006-11-21,25204,6333,7894,9407,2739,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,98.7750015258789,-0.26456118076495794,6668,-1.3307163886162905,-1561,4.726202158979391,0.02791042318458752,0.10458986434244746,0.016726711008513195,-0.00202485015992937,-0.08158677777267198
2006-11-28,26298,6464,7684,9971,3001,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,98.5749969482422,-0.26503916647653813,6970,1.1982225043643866,-1220,1.3529598476432312,0.06367560900400863,0.02410234662143059,-0.00202485015992937,-0.003804210110165185,-0.08672731539152502
2006-12-05,27444,6688,8052,10800,3974,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,98.1999969482422,-0.24872467570325024,6826,-0.5475701574264202,-1364,-0.5475701574264202,0.1219710301881684,0.04016282225237449,-0.003804210110165185,0.0022913045876589155,-0.09212878623373479
2006-12-12,29020,6581,7667,11953,5117,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,98.4250030517578,-0.23556168159889732,6836,0.03643783704999271,-1086,1.0129718699897974,0.13450497949619214,0.034531162268388545,0.0022913045876589155,0.005841980496966048,-0.0970434339567905
2006-12-19,28287,6803,7838,11517,4808,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,99.0,-0.23717608795559797,6709,-0.4376292212267402,-1035,0.17574086836664368,0.04563552833078101,0.02684242879584728,0.005841980496966048,-0.016919222745028217,-0.10192282691726576
2006-12-26,27245,6887,7753,11677,4972,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.3249969482422,-0.2461002018719031,6705,-0.01414077137907873,-866,0.5974475907660763,0.01946062826596192,0.011543715846994535,-0.016919222745028217,0.008990496043532747,-0.10714419646413373
2007-01-09,28093,7344,8166,12196,5441,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,98.1999969482422,-0.24045135798953476,6755,0.18351991191044228,-822,0.1614975224811892,0.05601859726710892,0.05609284332688588,0.008990496043532747,-0.03971480669739691,-0.11217817975331469
2007-01-16,29384,7722,8324,12681,5654,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.3000030517578,-0.23914375170160632,7027,0.9682127220303991,-602,0.7831132310539992,0.038069266430324517,0.03340396360463667,-0.03971480669739691,0.0015906033046688695,-0.11729143419025206
2007-01-23,30903,8652,8853,13295,6099,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.4499969482422,-0.23285765136070932,7196,0.5751429349305744,-201,1.3646882657228423,0.05460451686088481,0.08334761496715225,0.0015906033046688695,0.004235061289605824,-0.1220703290516956
2007-01-30,31174,9466,8868,13536,6375,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,94.8499984741211,-0.22971065631616092,7161,-0.11325761252952789,598,2.5855094974597934,0.025965546682738185,0.04521653758045162,0.004235061289605824,0.0440169016227967,-0.12678353018676305
2007-02-06,33872,10242,9381,14514,7102,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,99.0250015258789,-0.21882380727444498,7412,0.8051581446076859,861,0.8436517610829537,0.07887675795706883,0.0656882230036182,0.0440169016227967,0.017167350891662547,-0.13123420010717585
2007-02-13,35734,11561,8706,13341,7725,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,100.7249984741211,-0.1571612469916606,5616,-5.302314596126594,2855,5.886868209730751,0.08525586252729517,0.0983865396950708,0.017167350891662547,-0.010920809042292645,-0.13382495498868294
2007-02-20,35924,10810,7712,14164,8961,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,99.625,-0.14483353746798797,5203,-1.1557620193653104,3098,0.6800246264062237,0.08903783783783784,0.09421228808983911,-0.010920809042292645,0.02132998745294845,-0.1356188499451478
2007-02-27,36499,10148,7298,13685,8827,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,101.75,-0.1330995369736157,4858,-0.9603607616078388,2850,-0.6903462866050551,0.02722992181947406,0.06167602888914364,0.02132998745294845,0.01597051597051591,-0.136540984985958
2007-03-06,35846,10100,6251,13585,9418,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,103.375,-0.11624728003124477,4167,-1.8932025534946162,3849,2.737061289350393,0.03003956005738382,0.06696838113876827,0.01597051597051591,0.02200726989967494,-0.13722598118964566
2007-03-13,34341,9681,6194,13128,9585,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,105.6500015258789,-0.1031711365423255,3543,-1.740780003347654,3487,-1.0098755788651455,0.027473253203011493,0.029984251968503937,0.02200726989967494,-0.013724605363886644,-0.1376133036072652
2007-03-20,33877,9814,5539,13197,10042,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,104.1999969482422,-0.09313103285414884,3155,-1.129844791939664,4275,2.294633237238287,0.022634364645638796,0.0513254738487592,-0.013724605363886644,0.008637250981167854,-0.13770818268145482
2007-03-27,33711,9155,6112,13387,9812,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,105.0999984741211,-0.10604847082554655,3575,1.2397792012279718,3043,-3.636685656935384,0.01810422863054442,0.08069692801467217,0.008637250981167854,0.05209323076697503,-0.13726854381983158
2007-04-03,31623,9386,5123,12314,9933,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,110.5749969482422,-0.07529329918097587,2381,-3.541870606033639,4263,3.6189967666340364,0.0536701577740819,0.08408573988558826,0.05209323076697503,0.003391363421656024,-0.13644729301241357
2007-04-10,29968,9907,4375,11524,9897,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,110.9499969482422,-0.05429124399359317,1627,-2.3843405116529106,5532,4.0129020017076185,0.038560291302927034,0.08885310180646969,0.003391363421656024,-0.027940500760601616,-0.13510235656610015
2007-04-17,26875,8667,3568,10565,9138,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,107.8499984741211,-0.05309767441860465,1427,-0.6673785371062467,5099,-1.444874532835024,0.08719484342485916,0.1673069064160196,-0.027940500760601616,-0.006954103019110924,-0.13349078090215888
2007-04-24,26853,8965,3906,10245,8809,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,107.0999984741211,-0.05347633411536886,1436,0.03348837209302326,5059,-0.14883720930232558,0.03406108953500577,0.049413409991453654,-0.006954103019110924,0.02474324522534177,-0.1313881917047193
2007-05-01,24283,8918,3504,8705,7162,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,109.75,-0.06354239591483754,1543,0.3984657207760771,5414,1.322012438088854,0.20085712485031826,0.0361455482208984,0.02474324522534177,-0.012984082476153014,-0.12936892154717736
2007-05-08,22075,8051,3376,7885,6429,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,108.3249969482422,-0.06595696489241223,1456,-0.3582753366552732,4675,-3.0432813079108842,0.10849517954450189,0.08707447274000175,-0.012984082476153014,0.009462280680872182,-0.12757301118515632
2007-05-15,22694,8291,2596,7787,6352,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,109.3499984741211,-0.06323257248611967,1435,-0.09513023782559457,5695,4.620611551528879,0.012377112949996464,0.09368972168641498,0.009462280680872182,-0.0064014353727480655,-0.1258040197755401
2007-05-22,23430,9063,2947,7498,6583,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,108.6500015258789,-0.03905249679897567,915,-2.2913545430510265,6116,1.8551158896624658,0.03692919536964704,0.09350541215653622,-0.0064014353727480655,0.026691223977462597,-0.12287920495425667
2007-05-29,21006,8192,3115,6817,5855,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,111.5500030517578,-0.045796439112634486,962,0.2005975245411865,5077,-4.434485702091336,0.11119002525252525,0.09188997965861856,0.026691223977462597,-0.006051125354470943,-0.12060059849306146
2007-06-05,21007,7993,3786,7611,5342,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,110.875,-0.10801161517589375,2269,6.22203180043797,4207,-4.141673807483577,0.10090326565274454,0.073860259784362,-0.006051125354470943,-0.0248027057497181,-0.11940966435213017
2007-06-12,21730,7853,4825,8237,4853,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,108.125,-0.1557294063506673,3384,5.307754558004475,3028,-5.612414909315942,0.08517952635599695,0.09299574065309986,-0.0248027057497181,0.003005752122471339,-0.11916106339717343
2007-06-19,22011,7897,5532,8470,4472,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,108.4499969482422,-0.18163645450002272,3998,2.825586746433502,2365,-3.0510814542107685,0.047442435481378456,0.055923747114453796,0.003005752122471339,-0.0073766292750113704,-0.12041745006397989
2007-06-26,22777,7988,5700,8682,4337,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,107.6500015258789,-0.19076261140624315,4345,1.576484485030212,2288,-0.3498250874562719,0.026653352792073124,0.018921683226183518,-0.0073766292750113704,0.036228532007417824,-0.12222696559227403
2007-07-03,23510,7972,5473,7748,4104,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,111.5500030517578,-0.15499787324542746,3644,-3.077666066646178,2499,0.9263730956666814,0.09846439419507257,0.01807363332093715,0.036228532007417824,0.022187345642408873,-0.12390247213401016
2007-07-10,25557,9185,5008,7817,4541,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,114.0250015258789,-0.12818405916187345,3276,-1.5652913653764355,4177,7.137388345384943,0.04094513675351999,0.11822729514549425,0.022187345642408873,0.015785971482357608,-0.1252496694223647
2007-07-17,29180,11078,4993,8309,5823,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,115.8249969482422,-0.08519533927347499,2486,-3.09112963180342,6085,7.46566498415307,0.12553071044438155,0.11872316595109203,0.015785971482357608,0.0058277838941747095,-0.12623453736670776
2007-07-24,31124,11254,4851,8575,5888,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,116.5,-0.08633209099087522,2687,0.6888279643591501,6403,1.089787525702536,0.022885984927055243,0.019745420676808446,0.0058277838941747095,0.0072961242413827065,-0.1274618504676669
2007-07-31,32197,12339,5194,8651,6205,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,117.3499984741211,-0.07596981085194272,2446,-0.77432206657242,7145,2.384012337745791,0.026453957996768983,0.08144641533108994,0.0072961242413827065,-0.022368981969598245,-0.12904337355838819
2007-08-07,30165,12677,4948,7909,5767,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,114.7249984741211,-0.07100944803580309,2142,-0.944187346647203,7729,1.8138335869801534,0.08628253875402164,0.03313475177304964,-0.022368981969598245,0.00849857038212165,-0.13040226104059094
2007-08-14,28245,11234,4601,7983,5107,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,115.6999969482422,-0.10182333156310852,2876,2.433283606829107,6633,-3.6333499088347425,0.0560733384262796,0.11304073255446795,0.00849857038212165,0.0032411409670802804,-0.1321217445433684
2007-08-21,27522,11219,3769,7724,5120,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,116.0749969482422,-0.09461521691737519,2604,-0.9630023012922642,7450,2.892547353513896,0.02117720336343818,0.05651187616760075,0.0032411409670802804,0.01658413183173435,-0.13448662600342295
2007-08-28,29356,11879,3276,8130,5449,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,118.0,-0.09132715628832266,2681,0.2797761790567546,8603,4.189375772109585,0.0541276971794683,0.07608050148465853,0.01658413183173435,0.007627131575244972,-0.13702052983252444
2007-09-04,29769,12350,2795,7670,5964,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,118.9000015258789,-0.05730793778763143,1706,-3.3212971794522415,9555,3.2429486306036246,0.07151239548188353,0.06285902938263453,0.007627131575244972,-0.0031539108089781998,-0.13857618670737712
2007-09-11,30438,13083,2608,7895,6550,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,118.5250015258789,-0.044188185820356135,1345,-1.212670899257617,10475,3.090463233565118,0.05614399446175147,0.0586323370084762,-0.0031539108089781998,-0.021092596227085036,-0.13975616526016726
2007-09-18,28314,12558,3247,7299,5659,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,116.0250015258789,-0.057921876103694286,1640,0.969183257769893,9311,-3.824167159471713,0.11475536348201883,0.07364757987978487,-0.021092596227085036,-0.0017238058608608497,-0.14097000359064454
2007-09-25,28695,11867,3556,7958,5585,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,115.8249969482422,-0.08269733403031887,2373,2.5888253160980432,8311,-3.5318217136398955,0.0541239016466071,0.06483822861959411,-0.0017238058608608497,0.0008634241843346047,-0.14175651673884979
2007-10-02,26749,12719,3015,7144,5712,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,115.9250030517578,-0.053534711578002915,1432,-3.279316954173201,9704,4.8545042690364175,0.07319539514623521,0.08853438413626541,0.0008634241843346047,-0.023075289897240503,-0.14115180238367311
2007-10-09,26013,12722,3452,7257,5387,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,113.25,-0.07188713335639872,1870,1.6374443904445024,9270,-1.622490560394781,0.03464093641252768,0.027204154816371954,-0.023075289897240503,-0.0066225165562914245,-0.13997179622117678
2007-10-16,25741,11893,3325,7693,5276,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,112.5,-0.09389689600248631,2417,2.1027947564679197,8568,-2.6986506746626686,0.04217750019276737,0.06282034432908398,-0.0066225165562914245,-0.010222235785590228,-0.13883174034825413
2007-10-23,26275,12420,4279,7749,5191,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,111.3499984741211,-0.09735490009514748,2558,0.5477642671224894,8141,-1.6588322132007303,0.01089644513137558,0.08868794538595126,-0.010222235785590228,-0.012572981994285914,-0.13683334672625433
2007-10-30,25563,11482,4257,7537,5062,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,109.9499969482422,-0.09681962211008098,2475,-0.3158896289248335,7225,-3.4862036156041865,0.02706564013016906,0.06099498062138636,-0.012572981994285914,-0.015688936080035853,-0.13490043124497356
2007-11-06,26452,12096,4696,7516,5490,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,108.2249984741211,-0.07659156207470134,2026,-1.7564448617141963,7400,0.6845831866369362,0.03452252806397048,0.06270843258694617,-0.015688936080035853,0.006237034523213447,-0.1312804041813795
2007-11-13,26495,11878,4674,7884,5803,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,108.9000015258789,-0.07854312134364974,2081,0.20792378648117346,7204,-0.7409647663692727,0.04975524220062833,0.014499758337361043,0.006237034523213447,0.006198304985357561,-0.12763410673388348
2007-11-20,26123,13089,3998,7268,6592,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,109.5749969482422,-0.025877579144814915,676,-5.30288733723344,9091,7.1220985091526705,0.10137085137085138,0.1104348334991514,0.006198304985357561,0.009126169544612095,-0.12284225297734551
2007-11-27,27017,13483,3791,7378,7558,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,110.5749969482422,0.006662471777029278,-180,-3.2768058798759716,9692,2.3006545955671247,0.07204070701660417,0.034792173208289916,0.009126169544612095,-0.032330970354135125,-0.11762641350538422
2007-12-04,27605,13945,3795,7727,7600,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,107.0,-0.004600615830465496,127,1.136321575304438,10150,1.6952289299330052,0.02551053696091864,0.026268320180383314,-0.032330970354135125,-0.009579453512887026,-0.11261797983911359
2007-12-11,28488,14711,4716,7479,7152,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,105.9749984741211,-0.011478517270429655,327,0.7245064299945662,9995,-0.5614924832457888,0.04757022759893377,0.08683790600710352,-0.009579453512887026,-0.00778482623374277,-0.10805555371540551
2007-12-18,30562,15469,5142,8007,7219,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,105.1500015258789,-0.02578365290229697,788,1.6182252176354956,10327,1.1654029766919405,0.03907789307763037,0.057445053612148855,-0.00778482623374277,-0.04683787903270453,-0.10402136085585549
2008-01-08,34757,19708,7106,7627,6803,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,100.2249984741211,-0.023707454613459158,824,0.1177933381323212,12602,7.44388456252863,0.055162855162855164,0.23133437756395914,-0.04683787903270453,-0.024195514684786423,-0.09991619483004513
2008-01-15,37587,19167,7185,10267,8028,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,97.8000030517578,-0.0595684678213212,2239,4.071122363840377,11982,-1.7838133325661019,0.21125990707843673,0.02352762598664238,-0.024195514684786423,0.0025562371390488448,-0.09632904609830316
2008-01-22,38422,19688,7196,10402,8018,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,98.0500030517578,-0.062047785123106554,2384,0.38577167637747095,12492,1.3568521031207599,0.007871878393051032,0.01978872191638149,0.0025562371390488448,0.015298316708957094,-0.09289820815856416
2008-01-29,40457,20501,7921,10146,8489,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,99.5500030517578,-0.04095706552636132,1657,-1.892145125188694,12580,0.22903544844099735,0.039012610678830155,0.05411301104777989,0.015298316708957094,0.059768927833670604,-0.08908692573211716
2008-02-05,40356,20729,7772,9328,9021,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,105.5,-0.007607295073842799,307,-3.3368761895345678,12957,0.9318535729292828,0.07357349174341926,0.013227606048910564,0.059768927833670604,0.0023696682464455776,-0.08475518811121587
2008-02-12,40300,20540,7993,9529,9571,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,105.75,0.0010421836228287841,-42,-0.8648032510655169,12547,-1.015957974031123,0.03931937172774869,0.014369326744471314,0.0023696682464455776,-0.008037810629986653,-0.08031763349700453
2008-02-19,40634,21115,8293,9707,10141,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,104.9000015258789,0.010680710734852586,-434,-0.9727047146401985,12822,0.6823821339950372,0.037686416767432486,0.029753808487486398,-0.008037810629986653,-0.0011916110408174418,-0.07590408507374881
2008-02-26,39767,19914,8351,9784,9532,061641,FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE ,104.7750015258789,-0.0063369125154022175,252,1.6882413742186346,11563,-3.0983905104100016,0.03551459929592048,0.04454272067928534,-0.0011916110408174418,-0.029825816793027093,-0.07300361710305153
