,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,KC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-09-12,104099,30903,29961,53400,57052,083731,COFFEE C - NEW YORK BOARD OF TRADE ,100.0999984741211,0.03508198926022344,-3652,6.3074126835977795,942,-4.4466276956329525,0.058124796291601784,0.07436251314405888,-0.05965240635195679,0.0034964883062569285,0.07873375157577199
2006-09-19,107299,30477,34258,56176,54769,083731,COFFEE C - NEW YORK BOARD OF TRADE ,100.4499969482422,-0.013112890148090849,1407,4.859796924081883,-3781,-4.537027252903486,0.04559917076028663,0.07295898663783115,0.0034964883062569285,0.06421109779585299,0.07830323779828254
2006-09-26,105801,29371,32009,55387,56075,083731,COFFEE C - NEW YORK BOARD OF TRADE ,106.9000015258789,0.006502774075859396,-688,-1.9524879076226247,-2638,1.0652475791945872,0.01879564335827457,0.05465949820788531,0.06421109779585299,-0.02478953683866303,0.0785158240216148
2006-10-03,110868,30475,32380,58483,58410,083731,COFFEE C - NEW YORK BOARD OF TRADE ,104.25,-0.0006584406681819822,73,0.7192748650768896,-1905,0.6928100868611828,0.04646129366172483,0.02346670909235542,-0.02478953683866303,-0.013429271231452322,0.07885018076066674
2006-10-10,109769,29985,32852,59240,59390,083731,COFFEE C - NEW YORK BOARD OF TRADE ,102.8499984741211,0.0013665060262915759,-150,-0.2011400945268247,-2867,-0.8676985243713244,0.014642164713816066,0.015309451437847128,-0.013429271231452322,-0.0038891738630364436,0.07891541870352627
2006-10-17,110507,29426,34567,61753,59691,083731,COFFEE C - NEW YORK BOARD OF TRADE ,102.4499969482422,-0.0186594514374655,2062,2.0151408867713103,-5141,-2.071623135858029,0.0231711735450084,0.0355351366555717,-0.0038891738630364436,0.045876083139476886,0.07797371976257374
2006-10-24,112676,30203,30904,61017,64970,083731,COFFEE C - NEW YORK BOARD OF TRADE ,107.1500015258789,0.035082892541446274,-3953,-5.443094102636032,-701,4.017845023392183,0.04774302110535214,0.07265943345279592,0.045876083139476886,0.010265967881068372,0.07753890608987682
2006-10-31,116804,31703,28301,59130,68341,083731,COFFEE C - NEW YORK BOARD OF TRADE ,108.25,0.07885860073285161,-9211,-4.666477333238666,3402,3.6414143207071605,0.04124859772026579,0.06837877474835011,0.010265967881068372,0.04341798566505495,0.07730380593291306
2006-11-07,122312,37324,25564,56993,74273,083731,COFFEE C - NEW YORK BOARD OF TRADE ,112.9499969482422,0.14127804303747793,-17280,-6.908153830348275,11760,7.155576863806035,0.06147060167903341,0.13290293855743543,0.04341798566505495,0.025232458437529415,0.07837728059425057
2006-11-14,118573,39957,20921,52983,78016,083731,COFFEE C - NEW YORK BOARD OF TRADE ,115.8000030517578,0.21111888878581128,-25033,-6.3387075675322135,19036,5.948721302897509,0.05918365789051825,0.11951772397253524,0.025232458437529415,-0.0034542445193209703,0.07992177422812531
2006-11-21,111680,41549,21520,51781,76316,083731,COFFEE C - NEW YORK BOARD OF TRADE ,115.4000015258789,0.21969018624641834,-24535,0.4199944338087086,20029,0.8374587806667623,0.02265470697986682,0.03473972950260826,-0.0034542445193209703,0.04289425375035316,0.08208934575048518
2006-11-28,114569,43699,22391,51852,78275,083731,COFFEE C - NEW YORK BOARD OF TRADE ,120.3499984741211,0.23062957693616948,-26423,-1.69054441260745,21308,1.1452363896848137,0.015600144474244392,0.045710394916023606,0.04289425375035316,0.025342775990260247,0.08454678706424154
2006-12-05,118588,46298,23610,52676,81131,083731,COFFEE C - NEW YORK BOARD OF TRADE ,123.4000015258789,0.23994839275474752,-28455,-1.773603679878501,22688,1.2045143101537064,0.02750229808604931,0.054614636379241285,0.025342775990260247,0.0036466526959306744,0.08763262409851363
2006-12-12,123449,48346,22618,54548,85812,083731,COFFEE C - NEW YORK BOARD OF TRADE ,123.8499984741211,0.2532543803514002,-31264,-2.3687050966370964,25728,2.5634971497959325,0.046687090339127955,0.04283862240009019,0.0036466526959306744,-0.006863128660423046,0.09237566879507576
2006-12-19,121993,45991,22563,56282,84962,083731,COFFEE C - NEW YORK BOARD OF TRADE ,123.0,0.23509545629667275,-28680,2.093172079158195,23428,-1.8631175627182073,0.018294582424740167,0.035154768503661345,-0.006863128660423046,0.03821135730278202,0.0972904749642429
2006-12-26,125443,47008,22168,58412,88939,083731,COFFEE C - NEW YORK BOARD OF TRADE ,127.6999969482422,0.2433535550010762,-30527,-1.5140212963038862,24840,1.1574434598706485,0.04144525656425813,0.02041170348097606,0.03821135730278202,-0.07282690402986192,0.10187112104656491
2007-01-09,125640,40198,23082,62924,84323,083731,COFFEE C - NEW YORK BOARD OF TRADE ,118.4000015258789,0.1703199617956065,-21399,7.276611688177101,17116,-6.157378251476767,0.06199107621887033,0.1220606826801517,-0.07282690402986192,0.027449323970571315,0.10422010188239725
2007-01-16,128442,38084,22990,65811,86205,083731,COFFEE C - NEW YORK BOARD OF TRADE ,121.6500015258789,0.15877983837062642,-20394,0.7999044890162369,15094,-1.609360076408787,0.03137169771602989,0.036120116579886695,0.027449323970571315,-0.049321824288868665,0.1056636105860209
2007-01-23,125945,34444,22751,68183,84359,083731,COFFEE C - NEW YORK BOARD OF TRADE ,115.6500015258789,0.12843701615784667,-16176,3.2839725323492317,11693,-2.647887762569876,0.027651400925646708,0.06782061369000787,-0.049321824288868665,0.007782114258576112,0.10430099592329672
2007-01-30,131947,33345,22506,70886,86498,083731,COFFEE C - NEW YORK BOARD OF TRADE ,116.5500030517578,0.11832023463966593,-15612,0.44781452221207674,10839,-0.6780737623565842,0.030765516189701622,0.024064027501745716,0.007782114258576112,-0.0004290266018748268,0.10229270873897686
2007-02-06,137834,34349,22819,77754,93840,083731,COFFEE C - NEW YORK BOARD OF TRADE ,116.5,0.11670560239128226,-16086,-0.3592351474455653,11530,0.5236951200103072,0.08281175332470832,0.023037363560033584,-0.0004290266018748268,-0.024034360959294454,0.09980099870843412
2007-02-13,132796,31349,21218,81141,94575,083731,COFFEE C - NEW YORK BOARD OF TRADE ,113.6999969482422,0.10116268562306094,-13434,1.924053571687682,10131,-1.0149890447930119,0.023458307723827086,0.08752639488652576,-0.024034360959294454,-0.004397537497099591,0.09681464679577814
2007-02-20,128677,33524,24723,74544,87141,083731,COFFEE C - NEW YORK BOARD OF TRADE ,113.1999969482422,0.09789628294100733,-12597,0.6302900689779812,8801,-1.001536190849122,0.0867798497077651,0.09751575188421721,-0.004397537497099591,0.03621913616649852,0.09376511795682514
2007-02-27,128130,35062,22687,72020,89194,083731,COFFEE C - NEW YORK BOARD OF TRADE ,117.3000030517578,0.13403574494653867,-17174,-3.5569682227593122,12375,2.7774971440117504,0.028390834542905703,0.061888517550087445,0.03621913616649852,-0.04518331554875754,0.09209296725300407
2007-03-06,132106,36966,26778,74771,88298,083731,COFFEE C - NEW YORK BOARD OF TRADE ,112.0,0.10239504640213162,-13527,2.846327948177632,10188,-1.706860220088972,0.022364765835321244,0.0940480672690763,-0.04518331554875754,-0.016071455819266056,0.09111777363356945
2007-03-13,136470,37385,30691,75939,86373,083731,COFFEE C - NEW YORK BOARD OF TRADE ,110.1999969482422,0.07645636403605188,-10434,2.3413016819826504,6694,-2.6448458056409248,0.019055892355463552,0.06363476114930372,-0.016071455819266056,-0.011796691999672815,0.09006924672587441
2007-03-20,143287,39176,35513,78479,85635,083731,COFFEE C - NEW YORK BOARD OF TRADE ,108.9000015258789,0.049941725348426586,-7156,2.401993112039276,3663,-2.221000952590313,0.019973920567410458,0.08854048119535675,-0.011796691999672815,0.03259867192490051,0.08872530163605223
2007-03-27,151347,42616,36550,79004,89260,083731,COFFEE C - NEW YORK BOARD OF TRADE ,112.4499969482422,0.06776480538101184,-10256,-2.1634900584142316,6066,1.677053745280451,0.024663623829220747,0.056552055175201475,0.03259867192490051,-0.015117803418213227,0.08836440832843968
2007-04-03,154517,41991,36933,80306,89481,083731,COFFEE C - NEW YORK BOARD OF TRADE ,110.75,0.059378579703204176,-9175,0.7142526776216245,5058,-0.6660191480505064,0.008970062490061076,0.012771780447012316,-0.015117803418213227,-0.013544018058690765,0.08771668231708073
2007-04-10,150046,41915,36935,79475,88650,083731,COFFEE C - NEW YORK BOARD OF TRADE ,109.25,0.06114791463951055,-9175,0.0,4980,-0.05047988247247876,0.00988550185873606,0.0009892200380469246,-0.013544018058690765,0.0032036473603760385,0.08730135373777818
2007-04-17,144376,39767,34795,78355,87707,083731,COFFEE C - NEW YORK BOARD OF TRADE ,109.5999984741211,0.06477530891560924,-9352,-0.11796382442717566,4972,-0.0053316982791943805,0.012423070901229662,0.05750918698532765,0.0032036473603760385,-0.04744522829049147,0.0863102354564243
2007-04-24,142969,41344,41098,77799,80989,083731,COFFEE C - NEW YORK BOARD OF TRADE ,104.4000015258789,0.022312529289566268,-3190,4.268022385992132,246,-3.273397240538594,0.0458095070156435,0.09558234880279469,-0.04744522829049147,-0.024425316230725413,0.08474595118717122
2007-05-01,153966,47753,52043,83094,80396,083731,COFFEE C - NEW YORK BOARD OF TRADE ,101.8499984741211,-0.01752334931088682,2698,4.118375312130602,-4290,-3.1727157635571346,0.03601443513364732,0.17389474528037197,-0.024425316230725413,0.003927359173996781,0.0823124323346624
2007-05-08,158054,47879,55424,85775,81592,083731,COFFEE C - NEW YORK BOARD OF TRADE ,102.25,-0.0264656383261417,4183,0.9644986555473287,-7545,-2.1141031136744473,0.023164662089898248,0.03394867525628491,0.003927359173996781,0.023471897563607902,0.07855125730800319
2007-05-15,160710,47191,55847,86200,81558,083731,COFFEE C - NEW YORK BOARD OF TRADE ,104.6500015258789,-0.028884325804243667,4642,0.2904070760626115,-8656,-0.7029243170055803,0.002736084121174549,0.010782429783186786,0.023471897563607902,0.06593407955347796,0.07457241177649994
2007-05-22,158629,44849,49251,84926,85373,083731,COFFEE C - NEW YORK BOARD OF TRADE ,111.5500030517578,0.0028178958450220323,-447,-3.1665733308443778,-4402,2.6470039201045363,0.029882735659046734,0.09498405951115835,0.06593407955347796,-0.007619955896560615,0.0715820252289212
2007-05-29,161365,45853,47411,83277,86254,083731,COFFEE C - NEW YORK BOARD OF TRADE ,110.6999969482422,0.01844885817866328,-2977,-1.5949164402473694,-1558,1.7928625913294545,0.014923524311187925,0.03049408131755018,-0.007619955896560615,0.05284558504776449,0.07069180929514565
2007-06-05,159466,46717,36514,79788,93612,083731,COFFEE C - NEW YORK BOARD OF TRADE ,116.5500030517578,0.08668932562427101,-13824,-6.722027701174356,10203,7.288445449756763,0.06255478662053056,0.14130552318246808,0.05284558504776449,-0.026598078269795877,0.07173766743146345
2007-06-12,161803,46099,32499,82619,100181,083731,COFFEE C - NEW YORK BOARD OF TRADE ,113.4499969482422,0.10853939667373287,-17562,-2.3440733447882307,13600,2.130234658171648,0.05142231947483589,0.05894552024224535,-0.026598078269795877,-0.0008814321446543039,0.07375252189251259
2007-06-19,153798,47668,32147,79471,98256,083731,COFFEE C - NEW YORK BOARD OF TRADE ,113.3499984741211,0.12214073004850519,-18785,-0.7558574315680179,15521,1.1872462191677533,0.02854377781653885,0.02406815761448349,-0.0008814321446543039,-0.0299956027494358,0.0765490767930635
2007-06-26,152703,48999,34071,73908,91524,083731,COFFEE C - NEW YORK BOARD OF TRADE ,109.9499969482422,0.11536119133219387,-17616,0.7600879075150522,14928,-0.38557068362397434,0.07432056675854731,0.03918382087396172,-0.0299956027494358,-0.0077307730578768385,0.07948503568324748
2007-07-03,158500,48616,40064,80282,91079,083731,COFFEE C - NEW YORK BOARD OF TRADE ,109.0999984741211,0.0681198738170347,-10797,4.465531129054439,8552,-4.1754254991715944,0.0397931851471455,0.07189896256202075,-0.0077307730578768385,-0.00549952779571683,0.08163426592209667
2007-07-10,163546,49725,45609,82757,89666,083731,COFFEE C - NEW YORK BOARD OF TRADE ,108.5,0.042244995291844493,-6909,2.4529968454258677,4116,-2.798738170347003,0.022549195872940384,0.06979671470828876,-0.00549952779571683,0.019354824646277358,0.08354160023902549
2007-07-17,170200,50612,48980,84536,90263,083731,COFFEE C - NEW YORK BOARD OF TRADE ,110.5999984741211,0.03364864864864865,-5727,0.722732442248664,1632,-1.5188387365022684,0.013592755107294664,0.04275443810747851,0.019354824646277358,0.04656420973716324,0.08426166155082673
2007-07-24,171727,50833,43388,81343,93593,083731,COFFEE C - NEW YORK BOARD OF TRADE ,115.75,0.0713341524629208,-12250,-3.8325499412455937,7445,3.415393654524089,0.037287922440206706,0.061695375765487524,0.04656420973716324,-0.012526971475094628,0.08561797392721458
2007-07-31,175837,52344,40946,80916,95990,083731,COFFEE C - NEW YORK BOARD OF TRADE ,114.3000030517578,0.08572712227801885,-15074,-1.6444705841248026,11398,2.3019094260075588,0.015963279933976237,0.04237324472076321,-0.012526971475094628,0.027559000983210957,0.08794852790940462
2007-08-07,171918,52999,35793,75611,98462,083731,COFFEE C - NEW YORK BOARD OF TRADE ,117.4499969482422,0.13291801905559628,-22851,-4.422846158658303,17206,3.3030590831281246,0.04467665864321291,0.06541129831516353,0.027559000983210957,0.014474283710589342,0.09081239713655885
2007-08-14,166572,55182,29053,72813,103972,083731,COFFEE C - NEW YORK BOARD OF TRADE ,119.1500015258789,0.18706025022212616,-31159,-4.832536441792017,26129,5.190265126397469,0.04699493735328224,0.10592983914049979,0.014474283710589342,-0.04112464509549041,0.09291640320937819
2007-08-21,159535,51208,24969,70127,99296,083731,COFFEE C - NEW YORK BOARD OF TRADE ,114.25,0.18283762183846805,-29169,1.1946785774319812,26239,0.0660375093052854,0.04345336819676195,0.105779959830395,-0.04112464509549041,-0.00525162778224153,0.0947141566903563
2007-08-28,153817,52508,28298,67124,93727,083731,COFFEE C - NEW YORK BOARD OF TRADE ,113.6500015258789,0.1729522744560094,-26603,1.6084244836556243,24210,-1.2718212304509984,0.05329155553897707,0.05728535009776502,-0.00525162778224153,0.00791906303383505,0.09578230066528137
2007-09-04,158302,52846,32340,68368,91709,083731,COFFEE C - ICE FUTURES U.S. ,114.5500030517578,0.14744602089676695,-23341,2.1207018730049345,20506,-2.4080563266739046,0.020377693235130594,0.051416899490526614,0.00791906303383505,0.017459624152924125,0.09678897770135217
2007-09-11,158880,54679,34421,67030,90176,083731,COFFEE C - ICE FUTURES U.S. ,116.5500030517578,0.14568227593152064,-23146,0.12318227186011547,20258,-0.1566625816477366,0.018262661730468303,0.04392817059483726,0.017459624152924125,0.08708703243857463,0.09768760460642165
2007-09-18,161055,58933,28385,65773,99313,083731,COFFEE C - ICE FUTURES U.S. ,126.6999969482422,0.20825183943373382,-33540,-6.542044310171198,30548,6.476586102719033,0.06296112329331378,0.11784511784511785,0.08708703243857463,0.05051309636485524,0.10101779403283531
2007-09-25,168146,61413,24818,67958,108890,083731,COFFEE C - ICE FUTURES U.S. ,133.10000610351562,0.24343130374793334,-40932,-4.589736425444723,36595,3.7546179876439725,0.06650909255405772,0.07012559288422957,0.05051309636485524,0.009015754269078746,0.10595133622314347
2007-10-02,170840,63401,24583,68919,113463,083731,COFFEE C - ICE FUTURES U.S. ,134.3000030517578,0.26073519082182156,-44544,-2.148133169983229,38818,1.3220653479714057,0.030342906646489236,0.02526595744680851,0.009015754269078746,-0.004095331640058486,0.1108404211605658
2007-10-09,176866,66836,24618,69248,116384,083731,COFFEE C - ICE FUTURES U.S. ,133.75,0.2665068469915077,-47136,-1.5172090845235309,42218,1.9901662374151252,0.01750775728322703,0.03794257222210073,-0.004095331640058486,-0.04186920451226639,0.11597821515402139
2007-10-16,176688,70270,23009,66362,118771,083731,COFFEE C - ICE FUTURES U.S. ,128.14999389648438,0.2966188988499502,-52409,-2.981353114787466,47261,2.851311162122737,0.028482226291368908,0.054063615604798505,-0.04186920451226639,-0.033554394281412825,0.12165614578524558
2007-10-23,172511,66331,20741,67465,117746,083731,COFFEE C - ICE FUTURES U.S. ,123.8499984741211,0.29146547176701776,-50281,1.204382866974554,45590,-0.94573485465906,0.011489598349990011,0.07128583241455347,-0.033554394281412825,-0.01574482819755263,0.12762008661610105
2007-10-30,168366,61875,20926,70549,114175,083731,COFFEE C - ICE FUTURES U.S. ,121.9000015258789,0.2591140729125833,-43626,3.857725014636748,40949,-2.6902632295911566,0.03602672094584353,0.056050047704737864,-0.01574482819755263,-0.00984417196567422,0.1319283785463152
2007-11-06,163302,59709,21715,69694,109219,083731,COFFEE C - ICE FUTURES U.S. ,120.6999969482422,0.2420362273579013,-39525,2.43576494066498,37994,-1.7551049499305087,0.032479473263541496,0.036291511102377674,-0.00984417196567422,0.015741520910672824,0.13506640982756618
2007-11-13,159930,59283,21816,70509,109353,083731,COFFEE C - ICE FUTURES U.S. ,122.5999984741211,0.24288126055149128,-38844,0.417018775030312,37467,-0.3227149698105351,0.005276267360531963,0.006498230557713412,0.015741520910672824,0.014274062167866974,0.1370203178566818
2007-11-20,153591,59230,21107,66330,107109,083731,COFFEE C - ICE FUTURES U.S. ,124.3499984741211,0.2655038381155146,-40779,-1.2099043331457513,38123,0.41017945351091106,0.03703319322643696,0.009485044251092273,0.014274062167866974,-0.016887804582950028,0.1380661822668684
2007-11-27,152293,59493,22481,63959,103881,083731,COFFEE C - ICE FUTURES U.S. ,122.25,0.2621394286014459,-39922,0.5579754022045562,37012,-0.7233496754367118,0.0333591515729266,0.019969746504989387,-0.016887804582950028,0.04171777892941586,0.13888251385061895
2007-12-04,155570,62297,22480,63481,107945,083731,COFFEE C - ICE FUTURES U.S. ,127.3499984741211,0.2858134601786977,-44464,-2.9824089091422454,39817,1.8418443395297222,0.026495397430961465,0.033086804203970414,0.04171777892941586,0.021594092362343886,0.13994374237451374
2007-12-11,159046,63392,22043,63497,110013,083731,COFFEE C - ICE FUTURES U.S. ,130.10000610351562,0.2924688454912415,-46516,-1.3190203766793083,41349,0.9847657003278267,0.012010835110368278,0.01793176098788553,0.021594092362343886,0.009607993400134296,0.14095375108098476
2007-12-18,161560,64865,22375,63993,113215,083731,COFFEE C - ICE FUTURES U.S. ,131.35000610351562,0.30466699678138154,-49222,-1.7013945650943754,42490,0.717402512480666,0.020868132364227347,0.020690050435580008,0.009607993400134296,0.03121424175264531,0.14194245524309979
2008-01-08,171672,65742,23519,69756,117787,083731,COFFEE C - ICE FUTURES U.S. ,135.4499969482422,0.27978354070553146,-48031,0.7371874226293638,42223,-0.16526367912849715,0.05510736204497102,0.022641467158109364,0.03121424175264531,0.01033598513707168,0.14280184148173167
2008-01-15,180100,66411,25850,77595,124642,083731,COFFEE C - ICE FUTURES U.S. ,136.85000610351562,0.2612270960577457,-47047,0.5731860757724032,40561,-0.9681252621277786,0.07265732778868357,0.03251644790323105,0.01033598513707168,-0.013518494855719987,0.14314556342512916
2008-01-22,175730,62623,22547,78046,122539,083731,COFFEE C - ICE FUTURES U.S. ,135.0,0.2531895521538724,-44493,1.4181010549694613,40076,-0.2692948362021099,0.012732756686691427,0.0832570153810027,-0.013518494855719987,-0.009629652235243036,0.14473920939355736
2008-01-29,183544,63028,22765,82527,127860,083731,COFFEE C - ICE FUTURES U.S. ,133.6999969482422,0.24698709846140435,-45333,-0.47800603198087976,40263,0.10641324759574347,0.046590331151639595,0.007261664704579627,-0.009629652235243036,0.06656701090815131,0.14643550285684154
2008-02-05,190091,70878,20648,82057,137475,083731,COFFEE C - ICE FUTURES U.S. ,142.60000610351562,0.2915340547422024,-55418,-5.494595301399119,50230,5.430305539816066,0.04593863309221435,0.10889801804951599,0.06656701090815131,0.03751746574851422,0.14957198436807914
2008-02-12,192447,76229,19364,84249,146763,083731,COFFEE C - ICE FUTURES U.S. ,147.9499969482422,0.3248374877238928,-62514,-3.732948956026324,56865,3.4904335292044335,0.0496943881703115,0.06940884792819559,0.03751746574851422,0.04798922777943315,0.1535434700043143
2008-02-19,201843,75000,19011,94673,158194,083731,COFFEE C - ICE FUTURES U.S. ,155.0500030517578,0.3147049934850354,-63521,-0.5232609497679881,55989,-0.4551902601755289,0.08642883413019492,0.01682781802129538,0.04798922777943315,0.020315987323346718,0.1573511506022711
2008-02-26,191977,73837,19011,86664,148277,083731,COFFEE C - ICE FUTURES U.S. ,158.1999969482422,0.32093948754277857,-61613,0.9452891603870336,54826,-0.576190405414109,0.07630000723585921,0.01252584869894882,0.020315987323346718,0.02907715671461486,0.16157762756226568
2008-03-04,192088,70621,15622,83497,145263,083731,COFFEE C - ICE FUTURES U.S. ,162.8000030517578,0.3215505393361376,-61766,-0.07969704704209359,54999,0.09011496168811889,0.027019583843329253,0.07658592581426898,0.02907715671461486,-0.07770275748245359,0.1658786709544797
2008-03-11,187900,62792,15403,87455,141080,083731,COFFEE C - ICE FUTURES U.S. ,150.14999389648438,0.285391165513571,-53625,4.238161675898546,47389,-3.9617258756403317,0.03562255234427987,0.10292218172517424,-0.07770275748245359,-0.09557103848182413,0.16878935211923032
2008-03-18,176631,51171,12287,90326,134902,083731,COFFEE C - ICE FUTURES U.S. ,135.8000030517578,0.25236793088415965,-44576,4.815859499733901,38884,-4.52634379989356,0.04017706501855897,0.2322323426518327,-0.09557103848182413,-0.023195943184720402,0.171673446051577
2008-03-25,169494,45994,12280,90205,128656,083731,COFFEE C - ICE FUTURES U.S. ,132.64999389648438,0.22685758787921698,-38451,3.4676812111124318,33714,-2.9270060181961264,0.029091523843900922,0.08895905549644781,-0.023195943184720402,-0.026762065256776713,0.1745657772793302
2008-04-01,160969,45773,14567,90938,123522,083731,COFFEE C - ICE FUTURES U.S. ,129.10000610351562,0.20242406923072145,-32584,3.461479462399849,31206,-1.4796983964034125,0.027357082905903198,0.04156446801458402,-0.026762065256776713,0.03175825446080216,0.1774981300462974
2008-04-08,161591,44598,14624,90394,122799,083731,COFFEE C - ICE FUTURES U.S. ,133.1999969482422,0.20053715862888402,-32405,0.11120153569942037,29974,-0.765364759674223,0.005942971861177431,0.02080307993651008,0.03175825446080216,0.007507507679512804,0.18005144453183336
2008-04-15,167583,40633,14796,98286,128959,083731,COFFEE C - ICE FUTURES U.S. ,134.1999969482422,0.18303169175871062,-30673,1.0718418723815064,25837,-2.5601673360521318,0.061836344033972146,0.07463602085550886,0.007507507679512804,0.008196766978615377,0.18242938899443928
2008-04-22,155657,42927,15580,89333,119944,083731,COFFEE C - ICE FUTURES U.S. ,135.3000030517578,0.19665675170406727,-30611,0.03699659273315312,27347,0.9010460488235681,0.08585749986859521,0.05260908951065685,0.008196766978615377,-0.007021411136840627,0.1850353281687577
2008-04-29,151237,42998,16937,86361,115459,083731,COFFEE C - ICE FUTURES U.S. ,134.35000610351562,0.19240000793456627,-29098,0.9720089684370121,26061,-0.8261755012623909,0.03694876622733129,0.023825811295570203,-0.007021411136840627,-0.01116486737517719,0.18748964930373765
2008-05-06,148003,40587,17506,82941,109437,083731,COFFEE C - ICE FUTURES U.S. ,132.85000610351562,0.17902339817436133,-26496,1.7204784543464893,23081,-1.9704172920647725,0.04908045618521868,0.05129705816535555,-0.01116486737517719,0.030485416687245248,0.19050331985921445
2008-05-13,148899,40926,14877,82850,110018,083731,COFFEE C - ICE FUTURES U.S. ,136.89999389648438,0.18245925090161788,-27168,-0.45404485044222076,26049,2.0053647561198087,0.003484248294170106,0.05318710463595147,0.030485416687245248,-0.0007303933468555401,0.19434913909407034
2008-05-20,150178,40942,14627,81920,111096,083731,COFFEE C - ICE FUTURES U.S. ,136.8000030517578,0.1942761256642118,-29176,-1.348565134755774,26315,0.17864458458418123,0.010403282629419322,0.00478684158433659,-0.0007303933468555401,-0.035087740823673386,0.19859417301696175
2008-05-27,151882,40104,15975,82519,108716,083731,COFFEE C - ICE FUTURES U.S. ,132.0,0.172482585164799,-26197,1.9836460733263193,24129,-1.4556060141964868,0.015577692368028865,0.038980723622033205,-0.035087740823673386,0.0037878787878788955,0.20246661361252027
2008-06-03,153194,39533,16683,83566,105670,083731,COFFEE C - ICE FUTURES U.S. ,132.5,0.14428763528597727,-22104,2.6948552165496897,22850,-0.8421011048050461,0.02162907691982498,0.022751529813576206,0.0037878787878788955,0.019245306051002276,0.2051871855248463
2008-06-10,148748,38499,17273,81695,101917,083731,COFFEE C - ICE FUTURES U.S. ,135.0500030517578,0.1359480463602872,-20222,1.2285076439025027,21226,-1.0600937373526378,0.03062980633074091,0.02911855411317507,0.019245306051002276,0.02998891492216882,0.20744678529756985
2008-06-17,144066,37824,15265,83837,107251,083731,COFFEE C - ICE FUTURES U.S. ,139.10000610351562,0.16252273263643052,-23414,-2.145911205528814,22559,0.8961465028101218,0.039123335845265006,0.050537776187157414,0.02998891492216882,0.048526237985760945,0.20890512004780368
2008-06-24,140857,39984,14246,75652,104463,083731,COFFEE C - ICE FUTURES U.S. ,145.85000610351562,0.20454077539632393,-28811,-3.7461996584898585,25738,2.206627517943165,0.06092218860172668,0.05862068965517241,0.048526237985760945,0.046965996284325406,0.2107513004078535
2008-07-01,148775,43195,14420,79184,111257,083731,COFFEE C - ICE FUTURES U.S. ,152.6999969482422,0.21558057469332886,-32073,-2.3158238497199286,28775,2.156087379398965,0.05422151742534433,0.058752061095200904,0.046965996284325406,-0.08513425186515466,0.21254822049717706
2008-07-08,148715,39817,12454,80239,109146,083731,COFFEE C - ICE FUTURES U.S. ,139.6999969482422,0.1943785092290623,-28907,2.1280457066039324,27363,-0.9490841875315074,0.0167172690550994,0.10223642172523961,-0.08513425186515466,-0.008589813704053095,0.21406778430288603
2008-07-15,145873,37738,12187,81521,111640,083731,COFFEE C - ICE FUTURES U.S. ,138.5,0.20647412475235308,-30119,-0.8149816763608243,25551,-1.218437951786975,0.019548459575173042,0.046990485728592886,-0.008589813704053095,-0.007581249471175555,0.2167284429747191
2008-07-22,146500,38219,14780,81956,108159,083731,COFFEE C - ICE FUTURES U.S. ,137.4499969482422,0.17886006825938566,-26203,2.684526951526328,23439,-1.4478347603737498,0.02059805906951056,0.05800109436027095,-0.007581249471175555,-0.007639163878288002,0.21935565591640258
2008-07-29,146668,36027,18786,83703,102868,083731,COFFEE C - ICE FUTURES U.S. ,136.39999389648438,0.13066926664303052,-19165,4.804095563139931,17241,-4.230716723549488,0.03772290441708519,0.11307536533304142,-0.007639163878288002,0.027859261156871318,0.22122143703167915
2008-08-05,145055,36591,19216,84382,101970,083731,COFFEE C - ICE FUTURES U.S. ,140.1999969482422,0.12125056013236359,-17588,1.0752174980227454,17375,0.09136280579267461,0.008462479608482872,0.01781138566846453,0.027859261156871318,-0.01961483637560435,0.22218136794839924
2008-08-12,132765,33762,19774,79294,95076,083731,COFFEE C - ICE FUTURES U.S. ,137.4499969482422,0.11887169058110195,-15782,1.2450449829375063,13988,-2.3349763882665195,0.0687159488444113,0.06326583980872684,-0.01961483637560435,-0.009094216280490008,0.22281876349268925
2008-08-19,128667,32062,23080,81069,87641,083731,COFFEE C - ICE FUTURES U.S. ,136.1999969482422,0.05107758788189668,-6572,6.937069257710993,8982,-3.770572063420329,0.054590717799774764,0.09078379456675492,-0.009094216280490008,0.055066080528989314,0.2212449090470412
2008-08-26,126493,36063,22633,75729,92858,083731,COFFEE C - ICE FUTURES U.S. ,143.6999969482422,0.13541460792296808,-17129,-8.204901023572479,13430,3.4569858627309253,0.06262048675164751,0.07578029167234565,0.055066080528989314,-0.021920626049970915,0.22025172361821121
2008-09-02,127113,39861,20840,73560,95077,083731,COFFEE C - ICE FUTURES U.S. ,140.5500030517578,0.16927458245812782,-21517,-3.4689666621868405,19021,4.420007431241254,0.02602038698506259,0.09210721404919194,-0.021920626049970915,-0.03237284207017954,0.21999089593782006
