,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,KE_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-08-01,170722,65586,10077,48500,105491,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,482.0,0.3338234088166727,-56991,1.111309949892627,55509,-1.3821283703173468,0.04172321759063841,0.030622629290406142,-0.01532175689479065,-0.02541493775933612,0.3013115799379115
2006-08-08,168763,59503,8762,48160,101350,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,469.75,0.31517571979640085,-53190,2.226426588254589,50741,-2.792844507444852,0.029971239381981138,0.10837178642056691,-0.02541493775933612,-0.042575838211814765,0.3046747511142053
2006-08-15,160419,55638,11027,47936,91319,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,449.75,0.27043554691152544,-43383,5.811107885022191,44611,-3.632312769979201,0.07364188000430864,0.09195229880747019,-0.042575838211814765,-0.007226236798221208,0.30777162334749303
2006-08-22,165198,54663,11381,47359,90193,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,446.5,0.25928885337594887,-42834,0.342228788360481,43282,-0.8284554822059731,0.012380772362452018,0.02012294833747199,-0.007226236798221208,0.030795072788353917,0.3104630347535909
2006-08-29,159767,53167,9673,49975,91017,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,460.25,0.2568865910982869,-41042,1.0847588953861427,43494,0.12833085146309275,0.024398547435315478,0.050986632718014006,0.030795072788353917,0.016838674633351536,0.3117906825456242
2006-09-05,161110,51505,10794,51927,90104,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,468.0,0.2369623238780957,-38177,1.7932364005082402,40711,-1.741911658853205,0.02017165266737543,0.04467166407165444,0.016838674633351536,-0.02564102564102566,0.31255499289726657
2006-09-12,157920,50362,10476,51179,87847,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,456.0,0.232193515704154,-36668,0.9366271491527528,39886,-0.5120724970517039,0.021614662005668004,0.024014596140570037,-0.02564102564102566,0.05427631578947367,0.3144003374665323
2006-09-19,156609,51600,9107,49223,87498,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,480.75,0.24439847007515533,-38275,-1.0176038500506586,42493,1.6508358662613982,0.01685915111797017,0.04294397680662856,0.05427631578947367,-0.0026001040041602197,0.3154996741924865
2006-09-26,153791,52086,10517,47488,84344,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,479.5,0.23964991449434622,-36856,0.9060781947397659,41569,-0.5900044058770568,0.03708507797803265,0.03028608852610897,-0.0026001040041602197,0.025547445255474477,0.3136106215118422
2006-10-03,156584,52644,9937,46916,84102,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,491.75,0.23748275685893833,-37186,-0.2145769258279093,42707,0.7399652775520024,0.0062128867789158744,0.018184432974864575,0.025547445255474477,0.04372140315200812,0.3114226322774926
2006-10-10,150636,49805,9643,47195,79610,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,513.25,0.21518760455667968,-32415,3.0469268890818983,40162,-1.6253257037756093,0.03762469934150862,0.052701520656708384,0.04372140315200812,0.03360935216755956,0.3091693586335214
2006-10-17,136056,45347,9677,49160,75059,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,530.5,0.19035544187687423,-25899,4.325659204970924,35670,-2.9820228896147003,0.05245574348529613,0.08163710380924688,0.03360935216755956,0.027803958529688977,0.306266733683055
2006-10-24,134142,46107,8512,50349,77488,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,545.25,0.20231545675478224,-27139,-0.9113894278826365,37595,1.4148585876403834,0.028301665402035405,0.035244145810066095,0.027803958529688977,-0.05364511691884455,0.3041107347861789
2006-10-31,133642,44489,7862,51158,76799,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,516.0,0.19186333637628888,-25641,1.116727050439087,36627,-0.7216233543558319,0.011707057839743039,0.043322954671352984,-0.05364511691884455,0.018895348837209225,0.30237237960627766
2006-11-07,134287,45265,7627,48309,76146,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,525.75,0.20729482377296388,-27837,-1.6431960012570899,37638,0.756498705496775,0.02813868466514001,0.019114421840732056,0.018895348837209225,-0.013314312886352875,0.30076518468185304
2006-11-14,125557,39801,6862,44982,70789,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,518.75,0.20554011325533422,-25807,1.511687654054376,32939,-3.499221815961336,0.07501014934655484,0.13348905985470286,-0.013314312886352875,-0.007710843373493925,0.2999527620116187
2006-11-21,124613,42913,5943,42539,72584,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,514.75,0.24110646561755195,-30045,-3.3753593985201937,36970,3.210494038564158,0.03681280022237086,0.08250777795971835,-0.007710843373493925,0.0072850898494414285,0.2993821163301333
2006-11-28,118820,42379,5559,43832,72133,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,518.5,0.23818380743982495,-28301,1.3995329540256636,36820,-0.12037267379807885,0.015039020394084422,0.01914973507447119,0.0072850898494414285,-0.0009643201542912649,0.29959281150400263
2006-12-05,121976,43353,6059,44689,75212,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,518.0,0.2502377516888568,-30523,-1.8700555462043429,37294,0.3989227402794142,0.03282708234293292,0.02983081032947462,-0.0009643201542912649,-0.04295366795366795,0.30029213687552014
2006-12-12,115611,38403,6095,44259,67553,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,495.75,0.2014860177664755,-23294,5.926575719813734,32308,-4.087689381517675,0.07234464994812721,0.11204997977437188,-0.04295366795366795,0.012607160867372569,0.29897060585563645
2006-12-19,114657,36499,6949,44925,66824,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,502.0,0.19099575254890674,-21899,1.2066325868645718,29550,-2.3855861466469452,0.012483333184189567,0.06347818081384644,0.012607160867372569,0.03585657370517925,0.2977095296711361
2006-12-26,115899,38274,8369,44813,66344,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,520.0,0.1857738203090622,-21531,0.32095729000409917,29905,0.3096191248680848,0.005325800444416456,0.06849902450528482,0.03585657370517925,-0.09326923076923077,0.2956208732155795
2007-01-09,116398,36389,11497,47250,61629,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,471.5,0.12353305039605492,-14379,6.170890171614941,24892,-4.325317733543861,0.06568759815942468,0.10468612955769954,-0.09326923076923077,0.04347826086956519,0.29146773466385345
2007-01-16,113454,38342,10683,44171,61292,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,492.0,0.15090697551430535,-17121,-2.3557105792195743,27659,2.37718861148817,0.0323905066231759,0.05644059153493116,0.04347826086956519,0.01778455284552849,0.2871557350552351
2007-01-23,116457,39817,10791,44634,62742,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,500.75,0.15549086787397923,-18108,-0.8699561055581999,29026,1.2048936132705765,0.01781589926985546,0.03127963958267468,0.01778455284552849,-0.03794308537194213,0.2831221855541269
2007-01-30,117064,39551,11100,43906,61723,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,481.75,0.15219879723911706,-17817,0.2498776372394961,28451,-0.49374447220862633,0.0165390186407142,0.011352194428540404,-0.03794308537194213,-0.01089776855215363,0.2795847654583183
2007-02-06,119167,39787,11425,46100,64053,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,476.5,0.15065412404440826,-17953,-0.1161757671017563,28362,-0.07602678876511992,0.0410701478852142,0.01095446379754745,-0.01089776855215363,0.023084994753410193,0.27614171473667487
2007-02-13,118191,38729,11555,47051,64752,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,487.5,0.14976605663713818,-17701,0.21146793994981833,27174,-0.9969202883348578,0.014758101303185066,0.02362580542518495,0.023084994753410193,0.011282051282051286,0.27247695909584196
2007-02-20,115434,41260,11483,44568,64277,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,493.0,0.1707382573591836,-19709,-1.698944928124815,29777,2.2023673545363014,0.02717625981900868,0.049352520713649206,0.011282051282051286,0.009127789046653234,0.26904586302288436
2007-02-27,118644,44488,10403,44577,67993,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,497.5,0.19736354135059506,-23416,-3.21135887173623,34085,3.7320027028431833,0.033090521453317936,0.07848281138984534,0.009127789046653234,0.007035175879396949,0.2664266103640821
2007-03-06,113339,45588,9665,42316,67233,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,501.0,0.21984489010843575,-24917,-1.2651292943595969,35923,1.549172313812751,0.027576700837068344,0.03326516207264764,0.007035175879396949,-0.001996007984031989,0.26442879330372293
2007-03-13,113763,44825,10004,42576,65330,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,500.0,0.20001230628587502,-22754,1.9084339900652028,34821,-0.9723043259601726,0.02004522454729116,0.020098852796877564,-0.001996007984031989,-0.03300000000000003,0.2616909395479666
2007-03-20,117571,46112,12229,44252,66744,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,483.5,0.19130567912155208,-22492,0.23030334994681928,33883,-0.8245211536263987,0.027838841039316733,0.060197802574518774,-0.03300000000000003,-0.027404343329886283,0.2587675730840968
2007-03-27,126055,46289,14296,48022,69407,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,470.25,0.16964816944984332,-21385,0.9415587177110002,31993,-1.607539274140732,0.05478203850837527,0.03703887100767517,-0.027404343329886283,-0.059542796384901675,0.2559756816745785
2007-04-03,132977,43210,17788,54428,70530,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,442.25,0.12108860930837664,-16102,4.1910277259926225,25422,-5.21280393479037,0.060252244754237426,0.10772484343748975,-0.059542796384901675,0.07970604861503672,0.2530377701988512
2007-04-10,133608,42480,17680,51862,70142,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,477.5,0.13681815460152086,-18280,-1.6378772268888606,24800,-0.46775006204080405,0.02421232090751123,0.013929521276595745,0.07970604861503672,0.030366492146596924,0.2507570188886976
2007-04-17,131835,36410,19024,52444,69572,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,492.0,0.1299199757272348,-17128,0.8622238189329979,17386,-5.549068918028861,0.00944138473642801,0.13374463325756755,0.030366492146596924,0.0035569105691057867,0.24790702966159378
2007-04-24,129402,35984,17424,55923,69055,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,493.75,0.10148220274802554,-13132,3.0310615542154964,18560,0.8905070732354837,0.03197362735841508,0.03793439185140803,0.0035569105691057867,-0.017721518987341756,0.24362097676516548
2007-05-01,123720,34687,21042,58445,67695,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,485.0,0.07476559974135144,-9250,2.9999536328650254,13645,-3.798241140013292,0.03077532899952434,0.0881946562830842,-0.017721518987341756,-0.028865979381443307,0.2390246172458222
2007-05-08,120606,34380,20877,56320,64897,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,471.0,0.07111586488234416,-8577,0.5439702554154543,13503,-0.11477529906239897,0.04061311532210828,0.008541904193133902,-0.028865979381443307,0.039278131634819635,0.2335151861395144
2007-05-15,119872,35735,23291,56408,61651,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,489.5,0.04373832087560064,-5243,2.764373248428768,12444,-0.8780657678722452,0.02824011722952083,0.06385321722630705,0.039278131634819635,-0.050561797752809,0.2274830128350413
2007-05-22,120546,32933,20007,56703,61077,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,464.75,0.03628490368821861,-4374,0.7249399359316604,12926,0.4020955686065136,0.007378162676175921,0.11496033245183226,-0.050561797752809,0.034965034965035,0.22091399743628987
2007-05-29,118729,31346,19610,58990,61700,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,481.0,0.02282508906838262,-2710,1.3803859107726513,11736,-0.9871750203241917,0.02411135968182948,0.038935552241149224,0.034965034965035,0.06133056133056125,0.2144614935620595
2007-06-05,124454,32191,17139,59809,64806,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,510.5,0.040151381233226736,-4997,-1.9262353763612934,15052,2.7929149575925005,0.03149701079324319,0.06722075815933509,0.06133056133056125,0.09500489715964733,0.20827727133559756
2007-06-12,129190,37798,12127,54723,72127,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,559.0,0.13471630931186623,-17404,-9.969145226348692,25671,8.532469828209619,0.09780843515963737,0.2126990485728593,0.09500489715964733,0.018336314847942736,0.20405413207369122
2007-06-19,125846,41314,6444,49655,79201,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,569.25,0.2347790156222685,-29546,-9.39856026008205,34870,7.120520164099388,0.09422921711057304,0.19261694375811383,0.018336314847942736,0.033816425120772875,0.20197299938407556
2007-06-26,124936,44246,4202,49853,85005,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,588.5,0.2813600563488506,-35152,-4.45465092255614,40044,4.111374219283887,0.04450607305462041,0.1067949141347424,0.033816425120772875,-0.005947323704333041,0.20079149728012124
2007-07-03,128855,49965,6961,49761,87952,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,585.0,0.2963874122075201,-38191,-2.43244541205097,43004,2.3692130370749824,0.022067633411515252,0.14893019007132066,-0.005947323704333041,0.02564102564102555,0.20007218203543006
2007-07-10,134518,52520,7395,50852,92451,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,600.0,0.3092448594240176,-41599,-2.644833339800551,45125,1.646036242287843,0.03900825523541029,0.04988734039889844,0.02564102564102555,-0.023333333333333317,0.19884113951406682
2007-07-17,140993,52434,10266,57081,98673,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,586.0,0.2949933684651011,-41592,0.005203764551955872,42168,-2.1982188257333592,0.07994016205041284,0.047161084529505584,-0.023333333333333317,0.07508532423208192,0.19660723422601092
2007-07-24,148686,55880,10804,61199,105922,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,630.0,0.3007882383008488,-44723,-2.2206776222933056,45076,2.0625137418169697,0.06801658678442565,0.059744466438725934,0.07508532423208192,-0.0015873015873015817,0.19537756344862608
2007-07-31,151080,57759,10955,63987,108782,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,629.0,0.29649854381784485,-44795,-0.04842419595657964,46804,1.1621807029579112,0.032691049898998084,0.029542742381465203,-0.0015873015873015817,0.030206677265500748,0.194328040648581
2007-08-07,154503,59832,12501,63701,108664,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,648.0,0.29101700290609245,-44963,-0.11119936457505958,47331,0.34882181625628805,0.002343863313317669,0.050032488628979854,0.030206677265500748,0.03742283950617287,0.19350484053491604
2007-08-14,158267,60039,12392,64967,111659,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,672.25,0.2950204401422912,-46692,-1.1190721215769273,47647,0.20452677294292018,0.024124421093157294,0.004362772845880907,0.03742283950617287,-0.025660096690219403,0.1931172390031062
2007-08-21,156078,59180,12040,65976,111753,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,655.0,0.2932956598623765,-45777,0.5781369457941327,47140,-0.320344733899044,0.006206077792594343,0.017003650659926987,-0.025660096690219403,0.03893129770992365,0.19355685655985333
2007-08-28,155159,57887,11418,68650,114364,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,680.5,0.2946268021835665,-45714,0.040364433168031365,46469,-0.4299132485039532,0.028877572207590674,0.027631484019911983,0.03893129770992365,0.10360029390154302,0.1942364324984614
2007-09-04,150817,56359,11721,67656,111416,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,751.0,0.29015296684060815,-43760,1.2593533085415605,44638,-1.1800797891195485,0.022013491779842746,0.026894829612220915,0.10360029390154302,0.14513981358189088,0.194876170493506
2007-09-11,155402,55402,12300,68316,109852,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,860.0,0.26728098737467987,-41536,1.4746348223343522,43102,-1.0184528269359556,0.012482600691482196,0.022687660630409737,0.14513981358189088,-0.013081395348837233,0.19545922171459415
2007-09-18,145340,54624,13142,64478,102216,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,848.75,0.2596532269161965,-37738,2.4439839899100395,41482,-1.042457626027979,0.0688327114353246,0.023905793465749788,-0.013081395348837233,0.028865979381443196,0.19598729308405655
2007-09-25,143598,52238,13436,65240,99538,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,873.25,0.23884733770665328,-34298,2.366863905325444,38802,-1.8439521122884273,0.020876573328963817,0.04080762554435545,0.028865979381443196,0.05267678213569993,0.19588054053850842
2007-10-02,142837,49957,11245,63674,95953,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,919.25,0.22598486386580507,-32279,1.4060084402289725,38712,-0.0626749676179334,0.032268977052754236,0.07306950753243358,0.05267678213569993,-0.08158825129181402,0.19561775110334417
2007-10-09,134740,46186,11002,58506,86384,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,844.25,0.20690218198010984,-27878,3.081134439956034,35184,-2.4699482627050413,0.10171164331561874,0.07018955025529831,-0.08158825129181402,-0.007403020432336427,0.19502966312490516
2007-10-16,132896,45920,8358,56929,84182,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,838.0,0.20507013002648689,-27253,0.46385631586759685,37562,1.7648805106130327,0.0267803360475087,0.05361288183057592,-0.007403020432336427,0.025954653937947603,0.19483509630701684
2007-10-23,137481,45386,8106,60635,86490,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,859.75,0.18806235043387814,-25855,1.0519503973031543,37280,-0.21219600288947751,0.0408768054375531,0.014693785986689599,0.025954653937947603,-0.026461180575748755,0.19479099839465153
2007-10-30,138602,44891,7448,62479,87702,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,837.0,0.18198150098844174,-25223,0.4596998858024018,37443,0.11856183763574601,0.02034877913983793,0.022029461778024034,-0.026461180575748755,-0.017622461170848314,0.19439996078376037
2007-11-06,140789,44931,6655,60548,85663,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,822.25,0.17838751607014752,-25115,0.07792095352159421,38276,0.6010014285508146,0.027152539822585166,0.016147792036599076,-0.017622461170848314,-0.07327455153542106,0.19414081039325765
2007-11-13,129101,41459,6154,60894,82816,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,762.0,0.16980503636687555,-21922,2.2679328640731877,35305,-2.110250090561052,0.022218356412219052,0.08344359733686178,-0.07327455153542106,0.0501968503937007,0.19341985294314054
2007-11-20,128914,43271,7683,60905,83073,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,800.25,0.17195960097429294,-22168,-0.19054848529445936,35588,0.2192082168224878,0.0018613954909777882,0.06556894453821094,0.0501968503937007,0.06497969384567326,0.19277407386081286
2007-11-27,122778,40625,7245,58500,80828,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,852.25,0.18185668442229064,-22328,-0.12411375025210605,33380,-1.7127697534790636,0.03337448323380799,0.06442448297472321,0.06497969384567326,0.0712819008506893,0.19163465499167323
2007-12-04,120902,43768,7295,55554,81554,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,913.0,0.215050205951928,-26000,-2.9907638176220495,36473,2.519180960758442,0.026781807042623333,0.06253059945557449,0.0712819008506893,0.03943044906900339,0.19118977803998286
2007-12-11,123220,46715,7051,54546,84162,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,949.0,0.2403505924362928,-29616,-2.9908520950852755,39664,2.6393277199715475,0.026069152464169333,0.05934977495071234,0.03943044906900339,0.023709167544784027,0.19099964036204897
2007-12-18,120506,43571,6912,55127,80937,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,971.5,0.21418020679468242,-25810,3.088784288264892,36659,-2.4387274793053075,0.027972130761994354,0.06503179288077174,0.023709167544784027,-0.064076170869789,0.19124375938182217
2008-01-08,122274,40682,6486,56236,79307,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,909.25,0.18868279437983546,-23071,2.272915871408893,34196,-2.0438816324498363,0.020207609393329055,0.07028069877883311,-0.064076170869789,0.05141600219961506,0.19119927941703233
2008-01-15,121535,40882,6080,52595,75612,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,956.0,0.18938577364545192,-23017,0.04416310908287944,34802,0.49560822415231365,0.05721996458851701,0.012904050083045867,0.05141600219961506,0.030073221757322077,0.19126874005811673
2008-01-22,125754,44098,6033,52914,78284,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,984.75,0.2017430857070153,-25370,-1.9360677993993498,38065,2.684823301929485,0.022797603622006432,0.06508946560012767,0.030073221757322077,0.005585173902005636,0.19277277919871214
2008-01-29,125031,42558,5528,52819,77597,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,990.25,0.19817485263654613,-24778,0.4707603734274854,37030,-0.8230354501646071,0.00599619678567047,0.04252797071912823,0.005585173902005636,0.06059075990911378,0.19368177683567828
2008-02-05,126525,43466,5793,52077,77690,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,1050.25,0.20243430152143846,-25613,-0.6678343770744855,37673,0.5142724604298133,0.006434609723581496,0.023812907285978197,0.06059075990911378,-0.004522732682694541,0.19458453517505253
2008-02-12,127912,46622,5169,50683,80200,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,1045.5,0.23076021014447431,-29517,-3.0855562141869197,41453,2.987551867219917,0.02982816714164559,0.07298565387808692,-0.004522732682694541,0.0373027259684362,0.19609533157707865
2008-02-19,122792,44223,5128,50361,77015,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,1084.5,0.21706625838816862,-26654,2.238257552067046,39095,-1.8434548752267184,0.027532659213666624,0.04944175396648497,0.0373027259684362,0.15928999538958055,0.19737248800676635
2008-02-26,117769,43698,3981,48620,76539,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,1257.25,0.23706578131766423,-27919,-1.0301974069971984,39717,0.5065476578278715,0.017713468468108565,0.03506784957738208,0.15928999538958055,-0.0829190693974945,0.1990513288660072
2008-03-04,114323,43328,5021,47952,73321,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,1153.0,0.22190635305231668,-25369,2.1652557124540417,38307,-1.1972590410039994,0.032043406199236436,0.02916296097127138,-0.0829190693974945,0.08412836079791841,0.20003533070625978
2008-03-11,115577,42234,5301,49995,74996,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,1250.0,0.2163146646824195,-25001,0.3218949817622001,36933,-1.2018578938621274,0.029746141722203998,0.02890501735563269,0.08412836079791841,-0.02959999999999996,0.2003997753857179
2008-03-18,112312,40990,5032,50322,73994,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,1213.0,0.21076999786309566,-23672,1.1498827621412566,35958,-0.8435934485234952,0.010690498407284662,0.03287558124375299,-0.02959999999999996,-0.07749381698268754,0.2002252582271537
2008-03-25,110129,39323,4467,48954,71492,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,1119.0,0.20465090938808125,-22538,1.0096872996652182,34856,-0.9811952418263409,0.032130581339355396,0.050970541219456496,-0.07749381698268754,-0.1510277033065237,0.20031446213296536
2008-04-01,110683,34677,4642,51574,68820,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,950.0,0.15581435270095678,-17246,4.805273815253021,30035,-4.377593549382997,0.043955678854427964,0.12261247742821536,-0.1510277033065237,0.03894736842105262,0.199631936624877
2008-04-08,108559,34037,4960,48964,65975,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,987.0,0.1566982009782699,-17011,0.21231806149092453,29077,-0.8655349059927903,0.04745995702068054,0.02456599225581455,0.03894736842105262,-0.037234042553191515,0.19938289876965445
2008-04-15,105762,32731,5332,49185,64386,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,950.25,0.14372837124865265,-15201,1.6672961246879576,27399,-1.5457032581361287,0.015937167058492043,0.04408480676772719,-0.037234042553191515,-0.04130491975795847,0.19981827880696745
2008-04-22,102993,32250,5724,48664,62356,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,911.0,0.13294107366520055,-13692,1.426788449537641,26526,-0.8254382481420549,0.022977841830300848,0.02298941380944857,-0.04130491975795847,-0.06915477497255762,0.19974371955819203
2008-04-29,101361,32374,8114,48663,60171,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,848.0,0.11353479148785035,-11508,2.120532463371297,24260,-2.2001495247249814,0.020085635003767206,0.06209247184350919,-0.06915477497255762,0.0660377358490567,0.1994286198612808
2008-05-06,100872,32625,8513,47355,58417,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,904.0,0.10966373225473867,-11062,0.4400114442438413,24112,-0.14601276625131954,0.02894906024278637,0.015800476445135884,0.0660377358490567,-0.034292035398230114,0.19958595696717915
2008-05-13,99429,32746,9213,45626,55539,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,873.0,0.09969928290538978,-9913,1.1390673328574827,23533,-0.5739947656435879,0.04553946523006969,0.019566719893229105,-0.034292035398230114,-0.048396334478808756,0.20006545087417987
2008-05-20,103676,32862,9862,47807,55938,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,830.75,0.07842702264747868,-8131,1.7922336541652837,23000,-0.5360609077834435,0.02486866836955998,0.01790562681396873,-0.048396334478808756,-0.030996087872404487,0.20020605006197092
2008-05-27,106211,33265,10174,47974,57033,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,805.0,0.08529248382935854,-9059,-0.8950962614298391,23091,0.08777344804969327,0.012018246402620779,0.01645986325652064,-0.030996087872404487,-0.02111801242236022,0.20100516858031242
2008-06-03,110211,32496,10927,49032,56483,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,788.0,0.06760668172868407,-7451,1.51396747982789,21569,-1.4329965822749056,0.015239539401980761,0.03505054924809433,-0.02111801242236022,0.07423857868020312,0.20160751046570596
2008-06-10,117393,32522,10539,51065,60230,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,846.5,0.07807109452863459,-9165,-1.5551986643801436,21983,0.3756430846285761,0.05193404914865897,0.009614268131255661,0.07423857868020312,0.10927347903130546,0.2026699336476339
2008-06-17,114833,30457,9637,50121,59990,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,939.0,0.08594219431696463,-9869,-0.599695041441994,20820,-0.9906893937457941,0.01075278582521274,0.07400109742106051,0.10927347903130546,-0.031416400425985036,0.20355052620693656
2008-06-24,105226,25918,8974,47686,54698,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,909.5,0.06663752304563511,-7012,2.4879607778251893,16944,-3.375336358015553,0.07547077668385685,0.14908861630173106,-0.031416400425985036,-0.0390324354040682,0.2022413187787398
2008-07-01,99626,25494,9762,44015,50964,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,874.0,0.06975086824724469,-6949,0.059871134510482205,15732,-1.151806587725467,0.07796460270164984,0.03437712729748128,-0.0390324354040682,-0.028604118993134975,0.19906770055998932
2008-07-08,101263,23769,11383,46796,50907,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,849.0,0.040597256648529076,-4111,2.8486539658322125,12386,-3.3585610182080985,0.0290472145174662,0.0951866181156122,-0.028604118993134975,-0.005889281507656108,0.19443764671959854
2008-07-15,98789,21950,11524,49358,51010,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,844.0,0.01672250959114881,-1652,2.428330189704038,10426,-1.9355539535664557,0.026552287581699346,0.05855290673358427,-0.005889281507656108,-0.023696682464455,0.18905947551543756
2008-07-22,100645,23090,12337,50986,51735,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,824.0,0.007441999105767798,-749,0.9140693801941512,10753,0.33100851309356305,0.02290670846272914,0.05512744516893894,-0.023696682464455,0.0012135922330096527,0.18325557435547118
2008-07-29,99334,23738,11290,47970,50418,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,825.0,0.02464412990516842,-2448,-1.6881116796661533,12448,1.684137314322619,0.044039923567914786,0.048389859540938676,0.0012135922330096527,-0.022424242424242458,0.17805655053701097
