,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,ZS_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-07-25,329423,58961,76970,170110,126281,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,585.25,-0.1330477835488111,43829,2.453681123816061,-18009,-3.2192898474803853,0.027497461123988244,0.07866491087389926,-0.006366723259762286,-0.020076890217855636,-0.0981252709408238
2006-08-01,342520,62002,97535,178380,118075,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,573.5,-0.17606271166647203,60305,5.001472271213607,-35533,-5.319604277782668,0.055576731713076186,0.14796567567398158,-0.020076890217855636,-0.027898866608544015,-0.1037959187558819
2006-08-08,340431,65896,107136,175294,111551,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,557.5,-0.18724205492449278,63743,1.0037370080579235,-41240,-1.6661800770757913,0.03350241419582004,0.07799135420037911,-0.027898866608544015,-0.0017937219730941312,-0.11007294104893918
2006-08-15,343399,63370,107696,180534,112811,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,556.5,-0.1972137367901479,67723,1.1691062212313215,-44326,-0.9064979393768487,0.022158209616662972,0.01803982088784446,-0.0017937219730941312,-0.01302785265049411,-0.1158540445740096
2006-08-22,354380,63215,104640,184131,120608,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,549.25,-0.17925108640442464,63523,-1.2230670444584872,-41425,0.8447898799938264,0.03738937254503034,0.01912960590986268,-0.01302785265049411,-0.022303140646335873,-0.12091306132009756
2006-08-29,360481,64395,104171,188066,123524,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,537.0,-0.17904411050790472,64542,0.28754444381737115,-39776,0.46531971330210514,0.02198722680445457,0.009782518420084714,-0.022303140646335873,0.007914338919925434,-0.1254378480869484
2006-09-05,358095,68266,108450,189034,121302,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,541.25,-0.18914533852748572,67732,0.8849287479783955,-40184,-0.11318210945930576,0.010279181274489586,0.04611919690350619,0.007914338919925434,-0.025866050808314056,-0.1294597807919027
2006-09-12,355804,68463,111954,193104,122924,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,527.25,-0.1972434261559735,70180,0.6836174758094918,-43491,-0.9234979544534271,0.018011062310934474,0.02051358796565734,-0.025866050808314056,0.032242769084874334,-0.1335409437503754
2006-09-19,360125,67181,109480,192855,124627,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,544.25,-0.1894564387365498,68228,-0.5486166541129386,-42299,0.33501590763454037,0.006148380065641517,0.02126105931699696,0.032242769084874334,0.0045934772622875375,-0.13680736322153664
2006-09-26,366727,64033,107087,200137,130561,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,546.75,-0.189721509460716,69576,0.3743144741409233,-43054,-0.20964942728219368,0.03996395502845496,0.03238078541374474,0.0045934772622875375,-0.007773205304069553,-0.1392464806346228
2006-10-03,379185,64087,102483,205401,138994,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,542.5,-0.17513087279296385,66407,-0.8641305385204798,-38396,1.270154638191352,0.03977119296157029,0.027964219247163354,-0.007773205304069553,0.03317972350230414,-0.14083608500254738
2006-10-10,378618,68192,85959,204912,163969,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,560.5,-0.10813801773819523,40943,-6.715455516436568,-17767,5.440352334612393,0.06903039191500782,0.13382332907344097,0.03317972350230414,0.07136485280999105,-0.14099133306870032
2006-10-17,396327,79176,68149,198199,183770,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,600.5,-0.03640680549142501,14429,-7.002836632172797,11027,7.605026702375481,0.06941401003746377,0.19544544374681827,0.07136485280999105,0.03830141548709398,-0.13974462885191966
2006-10-24,384774,80832,50050,194551,195951,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,623.5,0.003638499482813288,-1400,-3.993924209049598,30782,4.984520358189071,0.040535003661953076,0.15093748567411866,0.03830141548709398,0.010825982357658415,-0.13844573077349892
2006-10-31,375802,68240,45483,200978,193603,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,630.25,-0.01962469598352324,7375,2.2805594972633285,22757,-2.0856398821126167,0.022238779870292793,0.15088416591190876,0.010825982357658415,0.03887346291154303,-0.13692279784259506
2006-11-07,385229,77892,43993,195919,203626,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,654.75,0.020006281977732725,-7707,-4.0132835908270845,33899,2.964859154554792,0.03774793827979327,0.09141403782253764,0.03887346291154303,0.0019091256204657459,-0.13468974102044357
2006-11-14,394104,87271,47278,202189,209729,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,656.0,0.019132005764975743,-7540,0.043350838072938436,39993,1.5819162108771667,0.030037531741754428,0.09412184408654097,0.0019091256204657459,0.02591463414634143,-0.13275978630330826
2006-11-21,393988,85926,50031,205394,204846,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,673.0,-0.001390905306760612,548,2.0522501674684857,35895,-1.0398270507277267,0.019715288611544462,0.030141883095390454,0.02591463414634143,0.019687964338781505,-0.13144550000021643
2006-11-28,410571,95812,47553,199510,215413,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,686.25,0.038733860891295296,-15903,-4.175507883488837,48259,3.138166644669381,0.03964832029075274,0.08624141178111812,0.019687964338781505,-0.032058287795992735,-0.1281684841369624
2006-12-05,418234,92076,43689,203073,221247,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,664.25,0.0434541428960821,-18174,-0.5531321013905025,48387,0.03117609378158711,0.022146021870286577,0.05597908150112327,-0.032058287795992735,-0.0018818216033119617,-0.12389072866391555
2006-12-12,425133,99936,45028,192375,218091,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,663.0,0.06048930569962812,-25716,-1.803296719061578,54908,1.5591750072925683,0.03375188200727953,0.06345713418503904,-0.0018818216033119617,-0.014328808446455454,-0.11944656618694266
2006-12-19,423743,96622,42314,201626,225813,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,653.5,0.0570794089813873,-24187,0.35965215591356114,54308,-0.14113230447883368,0.039708589997637087,0.043386883169229,-0.014328808446455454,0.02754399387911244,-0.11604613120104315
2006-12-26,397897,91973,37231,190397,217143,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,671.5,0.06721840074190054,-26746,-0.603903781301402,54742,0.10242057095928428,0.04882710899543603,0.07532274542583821,0.02754399387911244,-0.026805658972449686,-0.11340812651700614
2007-01-09,391999,104630,38494,177355,215736,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,653.5,0.09791096405858178,-38381,-2.92412357972038,66136,2.8635551411546207,0.036757392054257154,0.09725832145552109,-0.026805658972449686,0.08416220351951043,-0.11035296083212756
2007-01-16,416414,114828,42095,180928,229381,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,708.5,0.11635775934526697,-48453,-2.5693943096793617,72733,1.6829124564093276,0.04196349580438158,0.0879348470268858,0.08416220351951043,0.026464361326746566,-0.10703812495443629
2007-01-23,430593,129173,41205,179818,242292,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,727.25,0.14508828522525913,-62474,-3.3670817984025514,87968,3.658618586310739,0.03321646016441212,0.08941882167885525,0.026464361326746566,-0.008594018563080064,-0.10235365402973234
2007-01-30,441976,128492,36451,181540,249565,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,721.0,0.15391107209441238,-68025,-1.289152401455667,92041,0.9459048335667323,0.02086498648821053,0.03295077693506242,-0.008594018563080064,0.02461858529819705,-0.0966711297312665
2007-02-06,461503,143740,36050,185742,266713,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,738.75,0.17545064712472075,-80971,-2.929118323166869,107690,3.5406899922167723,0.04718701307312329,0.08704043606429723,0.02461858529819705,0.021996615905245376,-0.09019674145986192
2007-02-13,475776,146228,43064,188052,264309,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,755.0,0.16027920702179177,-76257,1.0214451477021818,103164,-0.9807086844505887,0.010420880668315792,0.05019757834456818,0.021996615905245376,0.02119205298013238,-0.0843605906974921
2007-02-20,496764,148612,44055,198667,278835,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,771.0,0.1613804543002311,-80168,-0.8220254909873554,104557,0.29278483992467047,0.052651088372404724,0.017517270731365518,0.02119205298013238,-0.009727626459143934,-0.07886910526329688
2007-02-27,488437,148520,37137,193322,282787,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,763.5,0.18316589447564374,-89465,-1.8715124284368432,111383,1.3740931307421633,0.01952704107672823,0.037757800675439115,-0.009727626459143934,-0.0399476096922069,-0.073496219265684
2007-03-06,464840,125674,38553,200605,269173,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,733.0,0.1475088202392221,-68568,4.278340911929276,87121,-4.967273159076811,0.04448271311129938,0.14773453816972848,-0.0399476096922069,0.01500682128240105,-0.06918351351916681
2007-03-13,462504,128566,32500,198227,275743,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,744.0,0.16760071264248524,-77516,-1.9249634282763963,96066,1.9243180449186819,0.01887883199358609,0.05553623980231706,0.01500682128240105,0.027889784946236507,-0.06367149791806122
2007-03-20,474073,133426,32495,200525,281212,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,764.75,0.17019952623330162,-80687,-0.6856156919723937,100931,1.0518827945271825,0.016122905236674784,0.0293211829726195,0.027889784946236507,-0.010134030728996435,-0.05812994433931999
2007-03-27,480346,137387,33276,207041,290287,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,757.0,0.17330424319136623,-83246,-0.5397902854623655,104111,0.6707827697422127,0.0313495318984654,0.02778575320954161,-0.010134030728996435,0.008916776750330202,-0.05190370826950323
2007-04-03,489702,139928,33549,213527,298710,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,763.75,0.17394864631959844,-85183,-0.4032509899114388,106379,0.47215965158448286,0.02910566788420204,0.01622117052981087,0.008916776750330202,-0.02782324058919805,-0.0448072621040979
2007-04-10,483434,133054,37912,215542,284830,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,742.5,0.1433246316973982,-69288,3.245851558703048,95142,-2.294660834548358,0.031766365823827074,0.06572651872302095,-0.02782324058919805,-0.02491582491582489,-0.038179877471083506
2007-04-17,482956,121395,36714,220029,276415,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,724.0,0.11675183660623328,-56386,2.668823458838228,84681,-2.163894140668633,0.025988832577289685,0.08131731906469587,-0.02491582491582489,-0.01968232044198892,-0.031379755496329036
2007-04-24,444969,99572,37469,213530,243933,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,709.75,0.0683261081109021,-30403,5.379993208491043,62103,-4.674960037767415,0.08521126298738914,0.16475361388197693,-0.01968232044198892,0.04438182458612183,-0.025660339360420878
2007-05-01,429319,110728,35293,203126,243984,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,741.25,0.09516932630514839,-40858,-2.349601882378323,75435,2.996163777701368,0.02338350741428284,0.09130193602290082,0.04438182458612183,-0.020573355817875227,-0.0198349541530824
2007-05-08,428623,111780,35859,200807,242501,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,726.0,0.09727429465987593,-41694,-0.19472699787337622,75921,0.11320253704122109,0.008576429931334423,0.010959163906555856,-0.020573355817875227,0.07162534435261714,-0.013563809771616824
2007-05-15,454835,131515,32862,203915,272755,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,778.0,0.15135158903778292,-68840,-6.333304559018065,98653,5.303495146084088,0.06998972035160593,0.13829185348315154,0.07162534435261714,0.0196015424164524,-0.007741963864489427
2007-05-22,486231,155525,36973,209030,298612,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,793.25,0.18423753318895753,-89582,-4.5603350665626,118552,4.374993129376588,0.06101150023047738,0.14608463464555477,0.0196015424164524,0.005357705641348964,-0.0019630341024298127
2007-05-29,513389,170560,46462,215528,313080,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,797.5,0.19001575803143425,-97552,-1.6391385987318783,124098,1.1406101215265994,0.03966266117803741,0.1130023684234778,0.005357705641348964,0.03855799373040747,0.0033496431385399085
2007-06-05,551445,189374,46309,218708,337033,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,828.25,0.21457262283636627,-118325,-4.0462495300834265,143065,3.6944694958403863,0.04882310284826925,0.08047674206455281,0.03855799373040747,-0.0021128886205855624,0.010131816121271396
2007-06-12,555547,187530,48316,212692,333024,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,826.5,0.21660093565440908,-120332,-0.363952887413976,139214,-0.6983470699707133,0.018370361140226783,0.016328451616732954,-0.0021128886205855624,0.003024803387779773,0.017431920586744983
2007-06-19,564214,189883,47349,214578,334033,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,829.0,0.21171931217587653,-119455,0.15786243108143866,142534,0.5976092031817289,0.005276963094068474,0.013994739326903621,0.003024803387779773,-0.026537997587454787,0.02401848417386417
2007-06-26,537815,163198,38491,217232,321817,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,807.0,0.19446277995221406,-104585,2.635524818597199,124707,-3.1596167411655864,0.027585618376065997,0.17622676496982978,-0.026537997587454787,0.05390334572490696,0.029722782899167403
2007-07-03,532745,169342,41749,218427,324194,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,850.5,0.19853213075674103,-105767,-0.2197781765105101,127593,0.5366157507693166,0.006582863545642355,0.044540032497832685,0.05390334572490696,0.04526748971193406,0.03592041721692733
2007-07-10,543396,182802,43809,220145,338149,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,889.0,0.2171602293723178,-118004,-2.296971346516626,138993,2.1398605336511842,0.028073022457701498,0.06848740793694923,0.04526748971193406,-0.06214848143981999,0.04373262550037081
2007-07-17,554480,177627,42818,234610,346794,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,833.75,0.20232289712884144,-112184,1.0710421129342138,134809,-0.7699725430441151,0.039748608540704916,0.02797069563836785,-0.06214848143981999,-0.01619190404797599,0.04946429978256823
2007-07-24,528766,163521,44879,237922,329502,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,820.25,0.17319570471626392,-91580,3.7159140095224354,118642,-2.915704804501515,0.03631147078727724,0.07757677543186181,-0.01619190404797599,0.01676318195672044,0.05486069874812717
2007-07-31,509020,152196,48017,233010,315729,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,834.0,0.16250638481788535,-82719,1.6757885340585439,104179,-2.7352363805539692,0.03405079646243478,0.07223806645922093,0.01676318195672044,0.0053956834532373765,0.060544432755179026
2007-08-07,497711,148100,44311,237110,318428,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,838.5,0.1633839718230057,-81318,0.2752347648422459,103789,-0.0766178146241798,0.012238586739340963,0.040548617282795685,0.0053956834532373765,0.013714967203339201,0.06707225359151513
2007-08-14,502421,155375,45798,233364,320961,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,850.0,0.17434979827674402,-87597,-1.2615754926051463,109577,1.1629238654560579,0.011327289947233121,0.04355455254929837,0.013714967203339201,-0.040294117647058814,0.0740259430761543
2007-08-21,487792,139380,43261,234679,299521,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,815.75,0.13292960934168663,-64842,4.529070241888775,96119,-2.6786300731856354,0.04259640584050917,0.10146681194255397,-0.040294117647058814,0.04842169782408834,0.08037485357868958
2007-08-28,489777,140143,38992,234285,303617,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,855.25,0.14155830102271033,-69332,-0.9204743005215338,101151,1.031587233902975,0.008347245409015025,0.028090546236078935,0.04842169782408834,0.04355451622332662,0.08654426487536525
2007-09-04,495206,145569,42971,236088,308786,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,892.5,0.14680355246099602,-72698,-0.6872515450909291,102598,0.2954405780589942,0.012795618803613313,0.04988331388564761,0.04355451622332662,0.014005602240896309,0.09281056608630567
2007-09-11,501872,148492,45319,244381,316073,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,905.0,0.14284917269742087,-71692,0.20314778092349445,103173,0.1161132942654168,0.027798891612870993,0.027196598748265063,0.014005602240896309,0.07127071823204423,0.09919507591755386
2007-09-18,528123,157295,49553,255798,331569,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,969.5,0.1434722593032305,-75771,-0.8127570376510346,107742,0.9103914942455447,0.04581973451011037,0.06302695699257425,0.07127071823204423,0.0036101083032491488,0.10574730063792318
2007-09-25,553678,166909,43353,259757,347836,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,973.0,0.15907982618055982,-88079,-2.33051770136881,123556,2.9943782035624276,0.033288731107830406,0.07521092731924932,0.0036101083032491488,-0.030061664953751288,0.11244992111709837
2007-10-02,570934,172281,44282,259126,346144,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,943.75,0.15241341380965226,-87018,0.1916276247205054,127999,0.8024519666665463,0.0038379566144034895,0.02909545951986258,-0.030061664953751288,0.006887417218543135,0.11902943887229775
2007-10-09,570647,171442,40333,261247,349169,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,950.25,0.1540742350349691,-87922,-0.15833704070873342,131109,0.5447214564205319,0.008430316374406962,0.022608900956203517,0.006887417218543135,0.028676664035780064,0.12536030633052722
2007-10-16,577823,170486,42892,267630,354001,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,977.5,0.1494765698146318,-86371,0.27179675000481907,127594,-0.6159674895338099,0.01804124955158285,0.01647311344187311,0.028676664035780064,0.004347826086956497,0.13031443301423543
2007-10-23,585945,171299,45440,278326,364656,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,981.75,0.14733464744984598,-86330,0.0070955984791190385,125859,-0.300264960031013,0.033206217281354686,0.01550713069636752,0.004347826086956497,0.010440539852304642,0.13384792249387525
2007-10-30,575413,162640,26534,275776,374859,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,992.0,0.17219458024062717,-99083,-2.176484141002995,136106,1.7487989487067899,0.019600851475865884,0.14571241291086512,0.010440539852304642,0.037802419354838745,0.13708938558537168
2007-11-06,573768,172087,26402,272478,382401,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1029.5,0.1915809177228427,-109923,-1.8838642853046421,145685,1.6647173421525063,0.016552676143226457,0.04825960128772879,0.037802419354838745,0.01432734337056818,0.1411510320028018
2007-11-13,587804,175016,25929,286183,396540,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1044.25,0.18774455430721806,-110357,-0.0756403284951409,149087,0.5929225749780399,0.04078374391956914,0.016930005722959017,0.01432734337056818,0.04093847258798178,0.14437676800913807
2007-11-20,603146,185043,32137,287873,396897,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1087.0,0.1807588875661946,-109024,0.2267762723628965,152906,0.6497063647066029,0.002989324882807366,0.07475366055806244,0.04093847258798178,0.0036798528058876734,0.1474849772745461
2007-11-27,591839,176566,36473,273342,375551,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1091.0,0.1726973045034207,-102209,1.1299088446246845,140093,-2.1243612657631816,0.05528954696691134,0.0601439173109149,0.0036798528058876734,0.00045829514207151867,0.15083282746320345
2007-12-04,588929,178459,34868,261773,364687,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1091.5,0.17474772001378774,-102914,-0.11912023371220888,143591,0.5910391170571726,0.03580914982600645,0.01639736179667834,0.00045829514207151867,0.04031149793861655,0.15344847860017444
2007-12-11,584420,184032,28754,251587,367120,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1135.5,0.19768830635501866,-115533,-2.142703110222115,155278,1.9844497384234772,0.02039576083671269,0.054923726184993374,0.04031149793861655,0.012549537648612885,0.156414520205154
2007-12-18,586724,183434,38312,255380,363594,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1149.75,0.1844376572289526,-108214,1.2523527600013689,145122,-1.737791314465624,0.01182440619476747,0.045800149720851786,0.012549537648612885,0.09284627092846276,0.1587981423499487
2008-01-08,562878,182026,36883,251409,368000,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1256.5,0.2071336950458181,-116591,-1.4277581963580832,145143,0.0035791956695141154,0.01352418192179965,0.012959722989918186,0.09284627092846276,0.03581376840429762,0.1616838016973416
2008-01-15,568671,188930,40897,250235,369082,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1301.5,0.20899078729177328,-118847,-0.4007973308603285,148033,0.5134327509691266,0.003642722547580641,0.04750529746287425,0.03581376840429762,-0.047637341529005006,0.1644101937463776
2008-01-22,564184,183141,38011,249679,358469,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1239.5,0.19282716276959289,-108790,1.768509384160613,145130,-0.5104884898297962,0.01836559521695377,0.03922641441180726,-0.047637341529005006,0.021984671238402642,0.1662355052600509
2008-01-29,570217,182690,34701,255180,363297,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1266.75,0.18960676374082147,-108117,0.1192873247025793,147989,0.5067495710619231,0.01670070188543794,0.01730062422087391,0.021984671238402642,0.04440497335701599,0.16764413995996538
2008-02-05,596086,194232,40039,252103,369404,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1323.0,0.19678536318584902,-117301,-1.6106149062549873,154193,1.0880068465163262,0.014776985617217506,0.07205330578688783,0.04440497335701599,-0.0015117157974300355,0.1686383145361306
2008-02-12,596447,197116,44754,255864,369817,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1321.0,0.19105301896061175,-113953,0.5616639209778455,152362,-0.30717044184899495,0.006671131135514743,0.031417703725141605,-0.0015117157974300355,0.058667676003028024,0.169352582745096
2008-02-19,616048,201702,48956,266005,384516,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1398.5,0.19237299690933174,-118511,-0.7641919567036132,152746,0.06438124426814117,0.03818477804713453,0.03505972280956522,0.058667676003028024,0.04880228816589205,0.16967801254864617
2008-02-26,594443,189976,44719,263404,378270,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1466.75,0.19323299290259957,-114866,0.5916746747006727,145257,-1.2156520271147702,0.01378737489753364,0.06801593557596029,0.04880228816589205,0.018578489858530833,0.17031173920020018
2008-03-04,567980,175782,48801,266667,364795,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1494.0,0.17276664671291242,-98128,2.8157451597545937,126981,-3.07447476040596,0.02650674149830077,0.08137748627456219,0.018578489858530833,-0.06793842034805886,0.1705307044389056
2008-03-11,552030,165821,50025,266110,352951,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1392.5,0.1573121026031194,-86841,1.9872178597837953,115796,-1.9692594809676396,0.020031951617045816,0.0518193526866377,-0.06793842034805886,-0.06140035906642727,0.17003351613366474
2008-03-18,539598,166454,50661,272122,359357,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1307.0,0.16166664813435186,-87235,-0.07137293263047298,115793,-0.0005434487256127384,0.01966494531092879,0.005844828777376045,-0.06140035906642727,0.0,0.1703057820547249
2008-03-25,527444,165236,50477,261149,341015,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1307.0,0.15142081434237567,-79866,1.3656462774139266,114759,-0.19162413500420683,0.048682750878498215,0.006499376486349919,0.0,-0.07345065034429987,0.16999463016433822
2008-04-01,512579,155130,50367,234942,303372,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1211.0,0.1335013724713654,-68430,2.168192263064894,104763,-1.895177497516324,0.11861107086198762,0.04971362112342272,-0.07345065034429987,0.03344343517753923,0.16928889643814712
2008-04-08,497185,155570,39448,219957,301700,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1251.5,0.1644116375192333,-81743,-2.5972581787392772,116122,2.216048648110828,0.031930943129297604,0.05824590550615841,0.03344343517753923,0.10267678785457446,0.1691178847906061
2008-04-15,518020,156938,37142,230538,314644,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1380.0,0.1623605266205938,-84106,-0.4752758027695928,119796,0.738960346752215,0.043150727646914244,0.018930338004946413,0.10267678785457446,-0.0038043478260869623,0.16889503633485603
2008-04-22,524833,164082,37744,234131,324454,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1374.75,0.17209855325408271,-90323,-1.2001467124821437,126338,1.262885602872476,0.02399455767698739,0.03837959430400444,-0.0038043478260869623,-0.06928532460447356,0.1694483809801769
2008-04-29,476613,149941,41426,219683,292503,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1279.5,0.15278643259835548,-72820,3.334965598580882,108515,-3.395937374364798,0.09059013717672877,0.09313518004671652,-0.06928532460447356,-0.011723329425556872,0.1701413539800254
2008-05-06,457916,146317,38464,213994,287856,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1264.5,0.16130032582395024,-73862,-0.21862601313854219,107853,-0.1388967569075959,0.020595795556441168,0.03564219264967718,-0.011723329425556872,0.08699090549624366,0.1719293197052763
2008-05-13,456423,144657,32470,211775,292751,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1374.5,0.17741437219421458,-80976,-1.5535600415796784,112187,0.9464617964866919,0.014100363509511899,0.043211932681070646,0.08699090549624366,-0.03128410331029463,0.17351095520314294
2008-05-20,455553,148977,32216,205893,288592,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1331.5,0.18153540861326783,-82699,-0.37750069562664457,116761,1.0021405582102567,0.0203059749031821,0.025243800809082027,-0.03128410331029463,0.01220428088621861,0.1751313612407082
2008-05-27,459932,147460,32734,204170,285146,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1347.75,0.1760608089891549,-80976,0.3782216339262391,114726,-0.4467098230063242,0.010563725690555796,0.011293383797462735,0.01220428088621861,0.008718234093860078,0.17560653854746533
2008-06-03,470984,153734,32332,205338,289869,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1359.5,0.17947743447760434,-84531,-0.7729403477035736,121402,1.4515189201882017,0.01189603539529934,0.03587974159706771,0.008718234093860078,0.06399411548363365,0.17551499818763164
2008-06-10,489586,166026,39423,201278,300962,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1446.5,0.20360876332248062,-99684,-3.2173067450274315,126603,1.1042837973264485,0.030170834660719976,0.09434458186703269,0.06399411548363365,0.07708261320428611,0.17577640213553636
2008-06-17,503179,170109,42403,203573,302981,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1558.0,0.19755991406636605,-99408,0.05637416102584633,127706,0.22529238989676992,0.008516367455394686,0.033235770215329016,0.07708261320428611,-0.03658536585365857,0.1754492346591902
2008-06-24,476188,149602,29564,206919,297749,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1501.0,0.1907439918687577,-90830,1.704761128743449,120038,-1.5239109740271355,0.016997313085038084,0.18611790183405333,-0.03658536585365857,0.08461025982678216,0.17495198574023535
2008-07-01,479364,157366,32924,196682,298897,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1628.0,0.21323044700895352,-102215,-2.390862432484649,124442,0.9248448091930077,0.02297312840132451,0.05845814283462084,0.08461025982678216,-0.04115479115479115,0.17498104602548684
2008-07-08,472456,149633,33335,200484,291115,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1561.0,0.19182950369981544,-90631,2.416535242529685,116298,-1.6989177326624443,0.023563921000652972,0.044510515499978136,-0.04115479115479115,-0.0121716848174247,0.1749304060975561
2008-07-15,459324,153194,37359,192021,282135,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1542.0,0.19618831151866656,-90114,0.10942817955534483,115835,-0.09799854377973821,0.036787470790204065,0.039805198553683224,-0.0121716848174247,-0.08122568093385218,0.17488533265067005
